,ISIN,Identifier,Issuer,Maturity,Seniority,Currency,Coupon,Frequency
28566,US456873AE85,us456873ae85-trane-technologies-luxembourg-finance-s-a-3-5-19-26,Trane Technologies Luxembourg Finance S.A.,2026-03-21,,USD,3.5,semiannual
28567,US45818WBE57,us45818wbe57-inter-american-development-bank-1-229-15-20,Inter-American Development Bank,2020-07-15,,USD,1.2289,quarterly
28568,US4581X0CV86,us4581x0cv86-inter-american-development-bank-1-25-16-21,Inter-American Development Bank,2021-09-14,,USD,1.25,semiannual
28569,US4581X0CW69,us4581x0cw69-inter-american-development-bank-2-125-17-22,Inter-American Development Bank,2022-01-18,,USD,2.125,semiannual
28570,US459058ES86,us459058es86-international-bank-for-reconstruction-and-development-1-875-15-22,International Bank for Reconstruction and Development,2022-10-07,,USD,1.875,semiannual
28571,US459058GX53,us459058gx53-international-bank-for-reconstruction-and-development-1-875-19-23,International Bank for Reconstruction and Development,2023-06-19,,USD,1.875,semiannual
28572,US459058JA24,us459058ja24-international-bank-for-reconstruction-and-development-0-75-20-25,International Bank for Reconstruction and Development,2025-03-11,,USD,0.75,semiannual
28573,US460146CP67,us460146cp67-international-paper-co-3-16-27,International Paper Co.,2027-02-15,,USD,3.0,semiannual
28574,US460146CQ41,us460146cq41-international-paper-co-4-4-16-47,International Paper Co.,2047-08-15,,USD,4.4,semiannual
28575,US46625HNJ58,us46625hnj58-jpmorgan-chase-co-4-25-15-27,JPMorgan Chase & Co.,2027-10-01,True,USD,4.25,semiannual
28576,US46625HRY89,us46625hry89-jpmorgan-chase-co-3-782-17-28,JPMorgan Chase & Co.,2028-02-01,,USD,3.782,semiannual
28577,US46647PBL94,us46647pbl94-jpmorgan-chase-co-2-522-20-31,JPMorgan Chase & Co.,2031-04-22,,USD,2.522,semiannual
28578,US46647PBM77,us46647pbm77-jpmorgan-chase-co-3-109-20-41,JPMorgan Chase & Co.,2041-04-22,,USD,3.109,semiannual
28579,US478160CL64,us478160cl64-johnson-johnson-3-4-17-38,Johnson & Johnson,2038-01-15,,USD,3.4,semiannual
28580,US478160CM48,us478160cm48-johnson-johnson-3-5-17-48,Johnson & Johnson,2048-01-15,,USD,3.5,semiannual
28581,US487836BS63,us487836bs63-kellogg-co-2-65-16-23,Kellogg Co.,2023-12-01,,USD,2.65,semiannual
28582,US49446RAM16,us49446ram16-kimco-realty-corp-4-25-15-45,Kimco Realty Corp.,2045-04-01,,USD,4.25,semiannual
28583,US49446RAN98,us49446ran98-kimco-realty-corp-3-4-15-22,Kimco Realty Corp.,2022-11-01,,USD,3.4,semiannual
28584,US49446RAU32,us49446rau32-kimco-realty-corp-3-3-17-25,Kimco Realty Corp.,2025-02-01,,USD,3.3,semiannual
28585,US500630CP14,us500630cp14-the-korea-development-bank-2-625-17-22,The Korea Development Bank,2022-02-27,,USD,2.625,semiannual
28586,US50064FAM68,us50064fam68-korea-republik-2-75-17-27,"Korea, Republik",2027-01-19,,USD,2.75,semiannual
28587,US500769BR40,us500769br40-kreditanstalt-fuer-wiederaufbau-0-000-06-36,Kreditanstalt für Wiederaufbau,2036-04-18,,USD,,no payments
28588,US500769DZ48,us500769dz48-kreditanstalt-fuer-wiederaufbau-2-75-10-20,Kreditanstalt für Wiederaufbau,2020-09-08,,USD,2.75,semiannual
28589,US532457BT48,us532457bt48-eli-lilly-and-company-3-95-19-49,Eli Lilly and Company,2049-03-15,,USD,3.95,semiannual
28590,US532457BU11,us532457bu11-eli-lilly-and-company-4-15-19-59,Eli Lilly and Company,2059-03-15,,USD,4.15,semiannual
28591,US53944YAB92,us53944yab92-lloyds-banking-group-plc-4-65-16-26,Lloyds Banking Group PLC,2026-03-24,True,USD,4.65,semiannual
28592,US53944YAC75,us53944yac75-lloyds-banking-group-plc-3-17-22,Lloyds Banking Group PLC,2022-01-11,,USD,3.0,semiannual
28593,US539830BE89,us539830be89-lockheed-martin-corp-2-9-15-25,Lockheed Martin Corp.,2025-03-01,,USD,2.9,semiannual
28594,US539830BF54,us539830bf54-lockheed-martin-corp-2-5-15-20,Lockheed Martin Corp.,2020-11-23,,USD,2.5,semiannual
28595,US549463AC10,us549463ac10-nokia-of-america-corp-6-5-98-28,Nokia of America Corp.,2028-01-15,,USD,6.5,semiannual
28596,US552081AM30,us552081am30-lyondellbasell-industries-nv-4-625-15-55,Lyondellbasell Industries NV,2055-02-26,,USD,4.625,semiannual
28597,US55616XAM92,us55616xam92-macy-s-retail-holdings-inc-4-5-14-34,Macy's Retail Holdings Inc.,2034-12-15,,USD,4.5,semiannual
28598,US55616XAN75,us55616xan75-macy-s-retail-holdings-inc-3-45-15-21,Macy's Retail Holdings Inc.,2021-01-15,,USD,3.45,semiannual
28599,US563469UQ64,us563469uq64-manitoba-provinz-2-125-17-22,"Manitoba, Provinz",2022-05-04,,USD,2.125,semiannual
28600,US57636QAB05,us57636qab05-mastercard-inc-3-375-14-24,Mastercard Inc.,2024-04-01,,USD,3.375,semiannual
28601,US57772KAD37,us57772kad37-maxim-integrated-products-inc-3-45-17-27,Maxim Integrated Products Inc.,2027-06-15,,USD,3.45,semiannual
28602,US585055BC90,us585055bc90-medtronic-inc-3-625-14-24,Medtronic Inc.,2024-03-15,,USD,3.625,semiannual
28603,US589331AT41,us589331at41-merck-co-inc-2-4-12-22,Merck & Co. Inc.,2022-09-15,,USD,2.4,semiannual
28604,US59217HBB24,us59217hbb24-metropolitan-life-global-funding-i-3-45-16-26,Metropolitan Life Global Funding I,2026-12-18,,USD,3.45,semiannual
28605,US594918AQ78,us594918aq78-microsoft-corp-2-125-12-22,Microsoft Corp.,2022-11-15,,USD,2.125,semiannual
28606,US594918AR51,us594918ar51-microsoft-corp-3-5-12-42,Microsoft Corp.,2042-11-15,,USD,3.5,semiannual
28607,US59523UAP21,us59523uap21-mid-america-apartments-l-p-4-2-18-28,Mid-America Apartments L.P.,2028-06-15,,USD,4.2,semiannual
28608,US606822BH67,us606822bh67-mitsubishi-ufj-financial-group-inc-3-741-19-29,Mitsubishi UFJ Financial Group Inc.,2029-03-07,,USD,3.741,semiannual
28609,US6174468G77,us6174468g77-morgan-stanley-4-431-19-30,Morgan Stanley,2030-01-23,,USD,4.431,semiannual
28610,US620076AK59,us620076ak59-motorola-solutions-inc-6-5-95-25,Motorola Solutions Inc.,2025-09-01,,USD,6.5,semiannual
28611,US64952XDG34,us64952xdg34-new-york-life-global-funding-2-20-25,New York Life Global Funding,2025-01-22,,USD,2.0,semiannual
28612,US65334HAG74,us65334hag74-cnooc-petroleum-north-america-ulc-6-4-07-37,CNOOC Petroleum North America ULC,2037-05-15,,USD,6.4,semiannual
28613,US65339KBG40,us65339kbg40-nextera-energy-capital-holdings-inc-3-15-19-24,Nextera Energy Capital Holdings Inc.,2024-04-01,,USD,3.15,semiannual
28614,US65339KBH23,us65339kbh23-nextera-energy-capital-holdings-inc-3-25-19-26,Nextera Energy Capital Holdings Inc.,2026-04-01,,USD,3.25,semiannual
28615,US65557DAY76,us65557day76-nordea-bank-abp-3-75-18-23,Nordea Bank Abp,2023-08-30,False,USD,3.75,semiannual
28616,US65562QAW50,us65562qaw50-nordic-investment-bank-2-25-14-21,Nordic Investment Bank,2021-09-30,,USD,2.25,semiannual
28617,US65562QAY17,us65562qay17-nordic-investment-bank-1-375-15-20,Nordic Investment Bank,2020-07-15,,NOK,1.375,yearly
28618,US666807BS00,us666807bs00-northrop-grumman-corp-4-4-20-30,Northrop Grumman Corp.,2030-05-01,,USD,4.4,semiannual
28619,US666807BT82,us666807bt82-northrop-grumman-corp-5-15-20-40,Northrop Grumman Corp.,2040-05-01,,USD,5.15,semiannual
28620,US66989HAQ11,us66989haq11-novartis-capital-corp-2-20-27,Novartis Capital Corp.,2027-02-14,,USD,2.0,semiannual
28621,US66989HAR93,us66989har93-novartis-capital-corp-2-2-20-30,Novartis Capital Corp.,2030-08-14,,USD,2.2,semiannual
28622,US676167CA51,us676167ca51-oesterreichische-kontrollbank-ag-1-5-20-25,Oesterreichische Kontrollbank AG,2025-02-12,,USD,1.5,semiannual
28623,US68217FAA03,us68217faa03-omnicom-group-inc-omnicom-capital-inc-3-6-16-26,Omnicom Group Inc./Omnicom Capital Inc.,2026-04-15,,USD,3.6,semiannual
28624,US68389XBT19,us68389xbt19-oracle-corp-2-5-20-25,Oracle Corp.,2025-04-01,,USD,2.5,semiannual
28625,US68389XBU81,us68389xbu81-oracle-corp-2-8-20-27,Oracle Corp.,2027-04-01,,USD,2.8,semiannual
28626,US69349LAG32,us69349lag32-pnc-bank-n-a-2-7-12-22,PNC Bank N.A.,2022-11-01,True,USD,2.7,semiannual
28627,US69370RAA59,us69370raa59-pt-pertamina-persero-6-45-14-44,PT Pertamina [Persero],2044-05-30,,USD,6.45,semiannual
28628,US698299AD63,us698299ad63-panama-republik-8-875-97-27,"Panama, Republik",2027-09-30,,USD,8.875,semiannual
28629,US713448DC92,us713448dc92-pepsico-inc-2-15-15-20,PepsiCo Inc.,2020-10-14,,USD,2.15,semiannual
28630,US713448DD75,us713448dd75-pepsico-inc-4-45-15-46,PepsiCo Inc.,2046-04-14,,USD,4.45,semiannual
28631,US71647NBH17,us71647nbh17-petrobras-global-finance-b-v-5-6-20-31,Petrobras Global Finance B.V.,2031-01-03,,USD,5.6,semiannual
28632,US71654QBW15,us71654qbw15-petroleos-mexicanos-4-5-15-26,Petróleos Mexicanos,2026-01-23,,USD,4.5,semiannual
28633,US71654QBX97,us71654qbx97-petroleos-mexicanos-5-625-15-46,Petróleos Mexicanos,2046-01-23,,USD,5.625,semiannual
28634,US717081DX82,us717081dx82-pfizer-inc-1-95-16-21,Pfizer Inc.,2021-06-03,,USD,1.95,semiannual
28635,US718286BD89,us718286bd89-philippinen-republik-der-6-375-07-32,"Philippinen, Republik der",2032-01-15,,USD,6.375,semiannual
28636,US724479AL44,us724479al44-pitney-bowes-inc-4-625-17-22,Pitney-Bowes Inc.,2022-05-15,,USD,4.625,semiannual
28637,US742718EP07,us742718ep07-the-procter-gamble-co-2-7-16-26,The Procter & Gamble Co.,2026-02-02,,USD,2.7,semiannual
28638,US742718EQ89,us742718eq89-the-procter-gamble-co-1-7-16-21,The Procter & Gamble Co.,2021-11-03,,USD,1.7,semiannual
28639,US74340XAW11,us74340xaw11-prologis-l-p-4-25-13-23,Prologis L.P.,2023-08-15,,USD,4.25,semiannual
28640,US744320BF81,us744320bf81-prudential-financial-inc-5-7-18-48,Prudential Financial Inc.,2048-09-15,True,USD,5.7,semiannual
28641,US744448CP44,us744448cp44-public-service-co-of-colorado-3-7-18-28,Public Service Co. of Colorado,2028-06-15,,USD,3.7,semiannual
28642,US744448CQ27,us744448cq27-public-service-co-of-colorado-4-1-18-48,Public Service Co. of Colorado,2048-06-15,,USD,4.1,semiannual
28643,US759351AN90,us759351an90-reinsurance-group-of-america-inc-3-9-19-29,Reinsurance Group of America Inc.,2029-05-15,,USD,3.9,semiannual
28644,US767201AL06,us767201al06-rio-tinto-finance-usa-ltd-5-2-10-40,Rio Tinto Finance USA Ltd.,2040-11-02,,USD,5.2,semiannual
28645,US780082AC79,us780082ac79-royal-bank-of-canada-2-1-15-20,Royal Bank of Canada,2020-10-14,,USD,2.1,semiannual
28646,US780082AE36,us780082ae36-royal-bank-of-canada-2-3-16-21,Royal Bank of Canada,2021-03-22,,USD,2.3,semiannual
28647,US78013XW204,us78013xw204-royal-bank-of-canada-3-7-18-23,Royal Bank of Canada,2023-10-05,,USD,3.7,semiannual
28648,US785592AM87,us785592am87-sabine-pass-liquefaction-llc-5-625-15-25,Sabine Pass Liquefaction LLC,2025-03-01,,USD,5.625,semiannual
28649,US822582CE05,us822582ce05-shell-international-finance-b-v-3-125-19-49,Shell International Finance B.V.,2049-11-07,,USD,3.125,semiannual
28650,US822582CG52,us822582cg52-shell-international-finance-b-v-2-75-20-30,Shell International Finance B.V.,2030-04-06,,USD,2.75,semiannual
28651,US822582CH36,us822582ch36-shell-international-finance-b-v-3-25-20-50,Shell International Finance B.V.,2050-04-06,,USD,3.25,semiannual
28652,US824348AW63,us824348aw63-sherwin-williams-co-3-45-17-27,Sherwin-Williams Co.,2027-06-01,,USD,3.45,semiannual
28653,US824348AX47,us824348ax47-sherwin-williams-co-4-5-17-47,Sherwin-Williams Co.,2047-06-01,,USD,4.5,semiannual
28654,US863667AF81,us863667af81-stryker-corp-3-375-14-24,Stryker Corp.,2024-05-15,,USD,3.375,semiannual
28655,US872540AQ25,us872540aq25-tjx-companies-inc-2-25-16-26,TJX Companies Inc.,2026-09-15,,USD,2.25,semiannual
28656,US88032XAG97,us88032xag97-tencent-holdings-ltd-3-595-18-28,Tencent Holdings Ltd.,2028-01-19,,USD,3.595,semiannual
28657,US880349AR61,us880349ar61-tenneco-inc-5-16-26,Tenneco Inc.,2026-07-15,,USD,5.0,semiannual
28658,US88167AAE10,us88167aae10-teva-pharmaceutical-finance-netherlands-iii-b-v-3-15-16-26,Teva Pharmaceutical Finance Netherlands III B.V,2026-10-01,,USD,3.15,semiannual
28659,US88167AAF84,us88167aaf84-teva-pharmaceutical-finance-netherlands-iii-b-v-4-1-16-46,Teva Pharmaceutical Finance Netherlands III B.V,2046-10-01,,USD,4.1,semiannual
28660,US883203BW05,us883203bw05-textron-inc-4-16-26,Textron Inc.,2026-03-15,,USD,4.0,semiannual
28661,US883203BX87,us883203bx87-textron-inc-3-65-17-27,Textron Inc.,2027-03-15,,USD,3.65,semiannual
28662,US89236TDQ58,us89236tdq58-toyota-motor-credit-corp-2-001-17-22,Toyota Motor Credit Corp.,2022-01-11,,USD,2.0014,quarterly
28663,US89352HAT68,us89352hat68-transcanada-pipelines-ltd-4-875-16-26,TransCanada PipeLines Ltd.,2026-01-15,,USD,4.875,semiannual
28664,US89352HAW97,us89352haw97-transcanada-pipelines-ltd-4-25-18-28,TransCanada PipeLines Ltd.,2028-05-15,,USD,4.25,semiannual
28665,US902494AT07,us902494at07-tyson-foods-inc-4-5-12-22,Tyson Foods Inc.,2022-06-15,,USD,4.5,semiannual
28666,US911365BM59,us911365bm59-united-rentals-north-america-inc-3-875-19-27,United Rentals North America Inc.,2027-11-15,,USD,3.875,semiannual
28667,US911365BN33,us911365bn33-united-rentals-north-america-inc-4-20-30,United Rentals North America Inc.,2030-07-15,,USD,4.0,semiannual
28668,US91159HHK95,us91159hhk95-u-s-bancorp-3-6-14-24,U.S. Bancorp,2024-09-11,True,USD,3.6,semiannual
28669,US91159HHL78,us91159hhl78-u-s-bancorp-2-35-16-21,U.S. Bancorp,2021-01-29,,USD,2.35,semiannual
28670,US912810FE39,us912810fe39-america-united-states-of-5-5-98-28,"America, United States of...",2028-08-15,,USD,5.5,semiannual
28671,US912810FF04,us912810ff04-america-united-states-of-5-25-98-28,"America, United States of...",2028-11-15,,USD,5.25,semiannual
28672,US912810FH69,us912810fh69-america-united-states-of-6-089-99-29,"America, United States of...",2029-04-15,,USD,6.0886,semiannual
28673,US912810QF84,us912810qf84-america-united-states-of-2-528-10-40,"America, United States of...",2040-02-15,,USD,2.5277,semiannual
28674,US912810QH41,us912810qh41-america-united-states-of-4-375-10-40,"America, United States of...",2040-05-15,,USD,4.375,semiannual
28675,US912810SL35,us912810sl35-america-united-states-of-2-20-50,"America, United States of...",2050-02-15,,USD,2.0,semiannual
28676,US912810SM18,us912810sm18-america-united-states-of-0-000-20-50,"America, United States of...",2050-02-15,,USD,,semiannual
28677,US912810SN90,us912810sn90-america-united-states-of-1-25-20-50,"America, United States of...",2050-05-15,,USD,1.25,semiannual
28678,US9128283J70,us9128283j70-america-united-states-of-2-125-17-24,"America, United States of...",2024-11-30,,USD,2.125,semiannual
28679,US9128283Q14,us9128283q14-america-united-states-of-2-18-21,"America, United States of...",2021-01-15,,USD,2.0,semiannual
28680,US9128285P13,us9128285p13-america-united-states-of-2-875-18-23,"America, United States of...",2023-11-30,,USD,2.875,semiannual
28681,US912828L245,us912828l245-america-united-states-of-1-875-15-22,"America, United States of...",2022-08-31,,USD,1.875,semiannual
28682,US912828N894,us912828n894-america-united-states-of-1-375-16-21,"America, United States of...",2021-01-31,,USD,1.375,semiannual
28683,US912828RC60,us912828rc60-america-united-states-of-2-125-11-21,"America, United States of...",2021-08-15,,USD,2.125,semiannual
28684,US912828TJ95,us912828tj95-america-united-states-of-1-625-12-22,"America, United States of...",2022-08-15,,USD,1.625,semiannual
28685,US912828VP28,us912828vp28-america-united-states-of-2-13-20,"America, United States of...",2020-07-31,,USD,2.0,semiannual
28686,US912828XW50,us912828xw50-america-united-states-of-1-75-17-22,"America, United States of...",2022-06-30,,USD,1.75,semiannual
28687,US912828Y792,us912828y792-america-united-states-of-2-875-18-25,"America, United States of...",2025-07-31,,USD,2.875,semiannual
28688,US912828Y875,us912828y875-america-united-states-of-1-75-19-24,"America, United States of...",2024-07-31,,USD,1.75,semiannual
28689,US913017CP20,us913017cp20-raytheon-technologies-corp-4-05-17-47,Raytheon Technologies Corp.,2047-05-04,,USD,4.05,semiannual
28690,US91324PCY60,us91324pcy60-unitedhealth-group-inc-3-375-17-27,UnitedHealth Group Inc.,2027-04-15,,USD,3.375,semiannual
28691,US91324PCZ36,us91324pcz36-unitedhealth-group-inc-4-25-17-47,UnitedHealth Group Inc.,2047-04-15,,USD,4.25,semiannual
28692,US918204AZ14,us918204az14-v-f-corp-2-05-20-22,V.F. Corp.,2022-04-23,,USD,2.05,semiannual
28693,US92343VDU52,us92343vdu52-verizon-communications-inc-5-25-17-37,Verizon Communications Inc.,2037-03-16,,USD,5.25,semiannual
28694,US92343VDV36,us92343vdv36-verizon-communications-inc-5-5-17-47,Verizon Communications Inc.,2047-03-16,,USD,5.5,semiannual
28695,US92826CAF95,us92826caf95-visa-inc-4-3-15-45,VISA Inc.,2045-12-14,,USD,4.3,semiannual
28696,US92826CAG78,us92826cag78-visa-inc-2-15-17-22,VISA Inc.,2022-09-15,,USD,2.15,semiannual
28697,US931142ED14,us931142ed14-walmart-inc-3-55-18-25,Walmart Inc.,2025-06-26,,USD,3.55,semiannual
28698,US931142EE96,us931142ee96-walmart-inc-3-7-18-28,Walmart Inc.,2028-06-26,,USD,3.7,semiannual
28699,US931427AB40,us931427ab40-walgreens-boots-alliance-inc-4-5-14-34,Walgreens Boots Alliance Inc.,2034-11-18,,USD,4.5,semiannual
28700,US931427AC23,us931427ac23-walgreens-boots-alliance-inc-4-8-14-44,Walgreens Boots Alliance Inc.,2044-11-18,,USD,4.8,semiannual
28701,US94973VAX55,us94973vax55-anthem-inc-3-125-12-22,Anthem Inc.,2022-05-15,,USD,3.125,semiannual
28702,US95000U2A01,us95000u2a01-wells-fargo-co-3-584-17-28,Wells Fargo & Co.,2028-05-22,,USD,3.5839999999999996,semiannual
28703,US95000U2C66,us95000u2c66-wells-fargo-co-3-75-19-24,Wells Fargo & Co.,2024-01-24,,USD,3.75,semiannual
28704,US961214DR19,us961214dr19-westpac-banking-corp-1-016-17-22,Westpac Banking Corp.,2022-06-28,,USD,1.016,quarterly
28705,US961214DS91,us961214ds91-westpac-banking-corp-2-75-17-23,Westpac Banking Corp.,2023-01-11,,USD,2.75,semiannual
28706,US969457BW96,us969457bw96-the-williams-companies-inc-4-55-14-24,The Williams Companies Inc.,2024-06-24,,USD,4.55,semiannual
28707,US98389BAU44,us98389bau44-xcel-energy-inc-3-35-16-26,Xcel Energy Inc.,2026-12-01,,USD,3.35,semiannual
28708,US98389BAV27,us98389bav27-xcel-energy-inc-4-18-28,Xcel Energy Inc.,2028-06-15,,USD,4.0,semiannual
28709,US984121CJ06,us984121cj06-xerox-corp-3-8-14-24,Xerox Corp.,2024-05-15,,USD,3.8,semiannual
28710,US984121CL51,us984121cl51-xerox-corp-4-8-15-35,Xerox Corp.,2035-03-01,,USD,4.8,semiannual
28711,US984121CM35,us984121cm35-xerox-corp-3-5-15-20,Xerox Corp.,2020-08-20,,USD,3.5,semiannual
28712,USC23555AF96,usc23555af96-cenovus-energy-inc-4-25-17-27,Cenovus Energy Inc.,2027-04-15,,USD,4.25,semiannual
28713,USC23555AH52,usc23555ah52-cenovus-energy-inc-5-4-17-47,Cenovus Energy Inc.,2047-06-15,,USD,5.4,semiannual
28714,USC96729AB14,usc96729ab14-bausch-health-companies-inc-5-875-15-23,Bausch Health Companies Inc.,2023-05-15,,USD,5.875,semiannual
28715,USG08820CH69,usg08820ch69-b-a-t-international-finance-plc-3-95-15-25,B.A.T. International Finance PLC,2025-06-15,,USD,3.95,semiannual
28716,USG82016AL31,usg82016al31-sinopec-group-overseas-development-2018-ltd-2-95-19-29,Sinopec Group Overseas Development [2018] Ltd.,2029-11-12,,USD,2.95,semiannual
28717,USG82016AM14,usg82016am14-sinopec-group-overseas-development-2018-ltd-3-44-19-49,Sinopec Group Overseas Development [2018] Ltd.,2049-11-12,,USD,3.44,semiannual
28718,USL81445AD75,usl81445ad75-schlumberger-investment-s-a-2-4-12-22,Schlumberger Investment S.A.,2022-08-01,,USD,2.4,semiannual
28719,USN27915AB85,usn27915ab85-deutsche-telekom-international-finance-b-v-4-875-12-42,Deutsche Telekom International Finance B.V.,2042-03-06,,USD,4.875,semiannual
28720,USN30707AL22,usn30707al22-enel-finance-international-n-v-4-875-18-29,ENEL Finance International N.V.,2029-06-14,,USD,4.875,semiannual
28721,USP0092MAE32,usp0092mae32-aeropuertos-argentina-2000-s-a-6-875-17-27,Aeropuertos Argentina 2000 S.A.,2027-02-01,,USD,6.875,quarterly
28722,USP0092MAF07,usp0092maf07-aeropuertos-argentina-2000-s-a-9-375-20-27,Aeropuertos Argentina 2000 S.A.,2027-02-01,,USD,9.375,quarterly
28723,USP17625AB33,usp17625ab33-venezuela-bolivarische-republik-9-25-08-28,"Venezuela, Bolivarische Republik",2028-05-07,,USD,9.25,semiannual
28724,USP17625AC16,usp17625ac16-venezuela-bolivarische-republik-12-75-10-22,"Venezuela, Bolivarische Republik",2022-08-23,,USD,12.75,semiannual
28725,USP3579EBD87,usp3579ebd87-dominikanische-republik-5-5-15-25,Dominikanische Republik,2025-01-27,,USD,5.5,semiannual
28726,USP3579EBE60,usp3579ebe60-dominikanische-republik-6-85-15-45,Dominikanische Republik,2045-01-27,,USD,6.85,semiannual
28727,USP58072AK83,usp58072ak83-inversiones-cmpc-s-a-4-75-14-24,Inversiones CMPC S.A.,2024-09-15,,USD,4.75,semiannual
28728,USP9047EAA66,usp9047eaa66-telefonica-chile-s-a-3-875-12-22,Telefonica Chile S.A.,2022-10-12,,USD,3.875,semiannual
28729,USR9900CAQ98,usr9900caq98-yara-international-asa-3-8-16-26,Yara International ASA,2026-06-06,,USD,3.8,semiannual
28730,USR9900CAR71,usr9900car71-yara-international-asa-4-75-18-28,Yara International ASA,2028-06-01,,USD,4.75,semiannual
28731,USU0740LAJ45,usu0740laj45-berkshire-hathaway-energy-co-4-05-20-25,Berkshire Hathaway Energy Co.,2025-04-15,,,4.05,semiannual
28732,USU0740LAK18,usu0740lak18-berkshire-hathaway-energy-co-3-7-20-30,Berkshire Hathaway Energy Co.,2030-07-15,,USD,3.7,semiannual
28733,USU0925QAA95,usu0925qaa95-blackstone-holdings-finance-co-llc-4-75-12-23,Blackstone Holdings Finance Co. LLC,2023-02-15,,USD,4.75,semiannual
28734,USU13055AU95,usu13055au95-calpine-corp-5-125-19-28,Calpine Corp.,2028-03-15,,USD,5.125,semiannual
28735,USU2339CBX57,usu2339cbx57-daimler-finance-north-america-llc-3-3-15-25,Daimler Finance North America LLC,2025-05-19,,USD,3.3,semiannual
28736,USU24724AL78,usu24724al78-dell-international-llc-emc-corp-5-3-19-29,Dell International LLC/EMC Corp.,2029-10-01,,USD,5.3,semiannual
28737,USU24724AM51,usu24724am51-dell-international-llc-emc-corp-5-85-20-25,Dell International LLC/EMC Corp.,2025-07-15,,USD,5.85,semiannual
28738,USU24724AN35,usu24724an35-dell-international-llc-emc-corp-6-1-20-27,Dell International LLC/EMC Corp.,2027-07-15,,USD,6.1,semiannual
28739,USU4800LAA27,usu4800laa27-jonah-energy-llc-jonah-energy-finance-corp-7-25-17-25,Jonah Energy LLC/Jonah Energy Finance Corp.,2025-10-15,,USD,7.25,semiannual
28740,USU65478BA30,usu65478ba30-nissan-motor-acceptance-corp-2-8-17-22,Nissan Motor Acceptance Corp.,2022-01-13,,USD,2.8,semiannual
28741,USU65478BB13,usu65478bb13-nissan-motor-acceptance-corp-2-201-17-22,Nissan Motor Acceptance Corp.,2022-01-13,,USD,2.2014,quarterly
28742,USU65478BD78,usu65478bd78-nissan-motor-acceptance-corp-1-701-17-20,Nissan Motor Acceptance Corp.,2020-07-13,,USD,1.7014,quarterly
28743,USU76659AW82,usu76659aw82-rite-aid-corp-6-125-15-23,Rite Aid Corp.,2023-04-01,,USD,6.125,semiannual
28744,USU77888AM44,usu77888am44-sabine-pass-liquefaction-llc-4-5-20-30,Sabine Pass Liquefaction LLC,2030-02-15,,USD,4.5,semiannual
28745,USU82764AQ15,usu82764aq15-sirius-xm-radio-inc-5-5-19-29,Sirius XM Radio Inc.,2029-07-01,,USD,5.5,semiannual
28746,USY20721BJ74,usy20721bj74-indonesien-republik-5-875-14-24,"Indonesien, Republik",2024-01-15,,USD,5.875,semiannual
28747,USY68856AB20,usy68856ab20-petronas-capital-ltd-7-875-02-22,PETRONAS Capital Ltd.,2022-05-22,,USD,7.875,semiannual
28748,USY7083VAD11,usy7083vad11-power-sector-assets-liabilities-management-corp-psalm-7-39-09-24,Power Sector Assets & Liabilities Management Corp.-PSALM,2024-12-02,,USD,7.39,semiannual
28749,USY7138AAF76,usy7138aaf76-pt-pertamina-persero-5-625-13-43,PT Pertamina [Persero],2043-05-20,,USD,5.625,semiannual
28750,USY9896RAB79,usy9896rab79-zoomlion-h-k-spv-co-ltd-6-125-12-22,Zoomlion H.K. SPV Co. Ltd.,2022-12-20,,USD,6.125,semiannual
28751,XS0058957316,xs0058957316-electricity-north-west-ltd-8-875-95-26,Electricity North West Ltd.,2026-03-25,,GBP,8.875,yearly
28752,XS0082720698,xs0082720698-international-bank-for-reconstruction-and-development-0-000-97-28,International Bank for Reconstruction and Development,2028-12-29,,ZAR,,no payments
28753,XS0088543193,xs0088543193-russische-foederation-12-75-98-28,Russische Föderation,2028-06-24,,USD,12.75,semiannual
28754,XS0091139914,xs0091139914-international-bank-for-reconstruction-and-development-5-4-98-21,International Bank for Reconstruction and Development,2021-06-07,,GBP,5.4,yearly
28755,XS0094835278,xs0094835278-lcr-finance-plc-4-5-99-38,LCR Finance PLC,2038-12-07,,GBP,4.5,semiannual
28756,XS0113035447,xs0113035447-integrated-accommodation-services-plc-6-48-00-29,Integrated Accommodation Services PLC,2029-03-31,,GBP,6.48,semiannual
28757,XS0113708969,xs0113708969-international-bank-for-reconstruction-and-development-5-75-00-32,International Bank for Reconstruction and Development,2032-06-07,,GBP,5.75,yearly
28758,XS0113731433,xs0113731433-deutsche-telekom-international-finance-b-v-7-625-00-30,Deutsche Telekom International Finance B.V.,2030-06-15,,GBP,7.625,semiannual
28759,XS0138038624,xs0138038624-kreditanstalt-fuer-wiederaufbau-5-75-01-32,Kreditanstalt für Wiederaufbau,2032-06-07,,GBP,5.75,yearly
28760,XS0143739182,xs0143739182-sncf-reseau-s-a-5-02-52,SNCF Réseau S.A.,2052-03-11,,GBP,5.0,yearly
28761,XS0158603083,xs0158603083-the-procter-gamble-co-5-25-02-33,The Procter & Gamble Co.,2033-01-19,,GBP,5.25,yearly
28762,XS0161488498,xs0161488498-deutsche-telekom-international-finance-b-v-7-5-03-33,Deutsche Telekom International Finance B.V.,2033-01-24,,EUR,7.5,yearly
28763,XS0186854930,xs0186854930-telereal-securitisation-plc-5-389-04-33,Telereal Securitisation PLC,2033-12-10,False,GBP,5.3887,quarterly
