Identifier,ISIN,Issuer,Currency,Coupon,Maturity,Frequency,Special_Coupon_Type
5_375-glaxosmithkline-capital-Bond-2034-us377372ab33,US377372AB33,GlaxoSmithkline Capital Inc.,USD,5.375%,4/15/2034,2.0,
6_200-glencore-canada-Bond-2035-us655422av53,US655422AV53,Glencore Canada Corp.,USD,6.200%,6/15/2035,2.0,
glencore_finance_canada-Bond-2037-usc98874ae77,USC98874AE77,Glencore Finance (Canada) Ltd.,USD,6.900%,11/15/2037,2.0,
glencore_finance_canada-Bond-2042-usc98874ak38,USC98874AK38,Glencore Finance (Canada) Ltd.,USD,5.550%,10/25/2042,2.0,
6_000-glencore-finance-canada-Bond-2041-usc98874aj64,USC98874AJ64,Glencore Finance (Canada) Ltd.,USD,6.000%,11/15/2041,2.0,
global_payments_incdl-notes_201919-49-Bond-2049-us37940xac65,US37940XAC65,Global Payments Inc.,USD,4.150%,8/15/2049,2.0,
goldcorp_incdl-notes_201414-44-Bond-2044-us380956ae20,US380956AE20,Goldcorp Inc.,USD,5.450%,6/9/2044,2.0,
6_345-goldman-sachs-capital-i-Bond-2034-us38143vaa70,US38143VAA70,Goldman Sachs Capital I,USD,6.345%,2/15/2034,2.0,
dl-notes_201717-37_regs-Bond-2037-usu38266aa75,USU38266AA75,Goodman US Finance Four LLC,USD,4.500%,10/15/2037,2.0,
dl-flr_nts_1621-58_a1a_144a-Bond-2058-us383122aa68,US383122AA68,Gosforth Funding 2016-1 PLC,USD,2.610%,2/15/2058,4.0,variable coupon
dl-flr_nts_201722-2159_a1a-Bond-2059-us383121aa85,US383121AA85,Gosforth Funding 2017-1 PLC,,0.786%,12/19/2059,4.0,variable coupon
dl-flr_nts_201722-2159_a1a-Bond-2059-xs1679333432,XS1679333432,Gosforth Funding 2017-1 PLC,USD,0.786%,12/19/2059,4.0,variable coupon
gosforth_funding_2018-1_plcdl-flr_nts_201823-60_a1_144a-Bond-2060-us38312raa14,US38312RAA14,Gosforth Funding 2018-1 PLC,,0.810%,8/24/2060,4.0,variable coupon
1_602-granite-master-issuer-Bond-2054-usg41441bm06,USG41441BM06,Granite Master Issuer PLC,USD,1.602%,12/20/2054,12.0,variable coupon
0_982-granite-master-issuer-Bond-2054-usg41441bl23,USG41441BL23,Granite Master Issuer PLC,USD,0.982%,12/20/2054,12.0,variable coupon
0_438-great-hall-mortgages-no1-Bond-2039-us39052paa75,US39052PAA75,Great Hall Mortgages No.1 PLC,USD,0.438%,6/18/2039,4.0,variable coupon
0_438-great-hall-mortgages-no1-Bond-2039-xs0308462141,XS0308462141,Great Hall Mortgages No.1 PLC,USD,0.438%,6/18/2039,4.0,variable coupon
great-west_lifeco_fin2018_lpdl-notes_201818-48_regs-Bond-2048-usu3906yab75,USU3906YAB75,Great-West Lifeco Finance 2018 L.P.,USD,4.581%,5/17/2048,2.0,
great-west_lifeco_fin_del_lpdl-notes_201717-47_regs-Bond-2047-usu3905yaa02,USU3905YAA02,Great-West Lifeco Finance Delaware L.P.,USD,4.150%,6/3/2047,2.0,
grupo_bimbo_sab_de_cvdl-notes_201919-49_144a-Bond-2049-us40052vag95,US40052VAG95,Grupo Bimbo S.A.B. de C.V.,,4.000%,9/6/2049,2.0,
grupo_bimbo_sab_de_cvdl-notes_201444_144a-Bond-2044-us40052vad64,US40052VAD64,Grupo Bimbo S.A.B. de C.V.,USD,4.875%,6/27/2044,2.0,
grupo_bimbo_sab_de_cvdl-notes_201717-47_144a-Bond-2047-us40052vae48,US40052VAE48,Grupo Bimbo S.A.B. de C.V.,,4.700%,11/10/2047,2.0,
grupo_bimbo_sab_de_cvdl-notes_201717-47_regs-Bond-2047-usp4r52qac92,USP4R52QAC92,Grupo Bimbo S.A.B. de C.V.,USD,4.700%,11/10/2047,2.0,
dl-notes_201414-44_regs-Bond-2044-usp4949bak00,USP4949BAK00,Grupo Bimbo S.A.B. de C.V.,USD,4.875%,6/27/2044,2.0,
grupo_bimbo_sab_de_cvdl-notes_201919-49_regs-Bond-2049-usp4949bap96,USP4949BAP96,Grupo Bimbo S.A.B. de C.V.,USD,4.000%,9/6/2049,2.0,
8_500-grupo-televisab-de-cv-Bond-2032-us40049jat43,US40049JAT43,Grupo Televisa S.A.B. de C.V.,USD,8.500%,3/11/2032,2.0,
grupo_televisa_sab_de_cvdl-notes_201414-45-Bond-2045-us40049jba43,US40049JBA43,Grupo Televisa S.A.B. de C.V.,USD,5.000%,5/13/2045,2.0,
6_625-grupo-televisab-de-cv-Bond-2040-us40049jaz03,US40049JAZ03,Grupo Televisa S.A.B. de C.V.,USD,6.625%,1/15/2040,2.0,
grupo_televisa_sab_de_cvdl-notes_201919-49-Bond-2049-us40049jbe64,US40049JBE64,Grupo Televisa S.A.B. de C.V.,USD,5.250%,5/24/2049,2.0,
grupo_televisa_sab_de_cvdl-notes_201515-46-Bond-2046-us40049jbc09,US40049JBC09,Grupo Televisa S.A.B. de C.V.,USD,6.125%,1/31/2046,2.0,
guatemala-_republikdl-notes_201919-50_regs-Bond-2050-usp5015vaj54,USP5015VAJ54,"Guatemala, Republik",USD,6.125%,6/1/2050,2.0,
8_125-guatemala-republik-Bond-2034-usp8056gab97,USP8056GAB97,"Guatemala, Republik",USD,8.125%,10/6/2034,2.0,
6_750-hj-heinz-finance-Bond-2032-us42307tag31,US42307TAG31,H.J. Heinz Finance Co.,USD,6.750%,3/15/2032,2.0,
6_000-hbos-Bond-2033-us4041a2af14,US4041A2AF14,HBOS PLC,USD,6.000%,11/1/2033,2.0,
6_000-hbos-Bond-2033-us4041a3ag79,US4041A3AG79,HBOS PLC,USD,6.000%,11/1/2033,2.0,
7_500-hca-Bond-2095-us197677ah07,US197677AH07,HCA Inc.,USD,7.500%,11/15/2095,2.0,
hca_incdl-notes_201919-49-Bond-2049-us404119bz18,US404119BZ18,HCA Inc.,USD,5.250%,6/15/2049,2.0,
7_500-hca-Bond-2033-us404119aj84,US404119AJ84,HCA Inc.,USD,7.500%,11/6/2033,2.0,
hca_incdl-notes_201717-47-Bond-2047-us404119bv04,US404119BV04,HCA Inc.,USD,5.500%,6/15/2047,2.0,
hca_incdl-notes_201919-39-Bond-2039-us404119by43,US404119BY43,HCA Inc.,USD,5.125%,6/15/2039,2.0,
hca_incdl-notes_202020-30-Bond-2030-us404119ca57,US404119CA57,HCA Inc.,USD,3.500%,9/1/2030,2.0,
6_000-hp-Bond-2041-us428236br31,US428236BR31,HP Inc.,USD,6.000%,9/15/2041,2.0,
5_875-hsbc-bank-usa-na-Bond-2034-us4042q1aa55,US4042Q1AA55,HSBC Bank USA N.A.,USD,5.875%,11/1/2034,2.0,
5_625-hsbc-bank-usa-na-Bond-2035-us4042q1ab39,US4042Q1AB39,HSBC Bank USA N.A.,USD,5.625%,8/15/2035,2.0,
7_000-hsbc-bank-usa-na-Bond-2039-us4042q1ad94,US4042Q1AD94,HSBC Bank USA N.A.,USD,7.000%,1/15/2039,2.0,
7_625-hsbc-finance-Bond-2032-us441812jz87,US441812JZ87,HSBC Finance Corp.,USD,7.625%,5/17/2032,2.0,
7_350-hsbc-finance-Bond-2032-us441812kb90,US441812KB90,HSBC Finance Corp.,USD,7.350%,11/27/2032,2.0,
7_625-hsbc-holdings-Bond-2032-us404280af65,US404280AF65,HSBC Holdings PLC,,7.625%,5/17/2032,2.0,
6_500-hsbc-holdings-Bond-2036-us404280ag49,US404280AG49,HSBC Holdings PLC,USD,6.500%,5/2/2036,2.0,
6_100-hsbc-holdings-Bond-2042-us404280am17,US404280AM17,HSBC Holdings PLC,USD,6.100%,1/14/2042,2.0,
hsbc_holdings_plcdl-notes_201444-Bond-2044-us404280aq21,US404280AQ21,HSBC Holdings PLC,USD,5.250%,3/14/2044,2.0,
7_350-hsbc-holdings-Bond-2032-us404280ae90,US404280AE90,HSBC Holdings PLC,,7.350%,11/27/2032,2.0,
hsbc_holdings_plcdl-flr_notes_202030-31-Bond-2031-us404280ch04,US404280CH04,HSBC Holdings PLC,USD,2.848%,6/4/2031,2.0,"fixed coupon now, later variable"
6_800-hsbc-holdings-Bond-2038-us404280aj87,US404280AJ87,HSBC Holdings PLC,USD,6.800%,6/1/2038,2.0,
7_200-hsbc-usa-Bond-2097-us760719bh68,US760719BH68,HSBC USA Inc.,USD,7.200%,7/15/2097,2.0,
halliburton_codl-notes_201515-35-Bond-2035-us406216bj98,US406216BJ98,Halliburton Co.,USD,4.850%,11/15/2035,2.0,
4_500-halliburton-Bond-2041-us406216ba89,US406216BA89,Halliburton Co.,USD,4.500%,11/15/2041,2.0,
7_600-halliburton-Bond-2096-us261597ag33,US261597AG33,Halliburton Co.,USD,7.600%,8/15/2096,2.0,
halliburton_codl-notes_201515-45-Bond-2045-us406216bk61,US406216BK61,Halliburton Co.,USD,5.000%,11/15/2045,2.0,
6_700-halliburton-Bond-2038-us406216aw19,US406216AW19,Halliburton Co.,USD,6.700%,9/15/2038,2.0,
halliburton_codl-notes_201313-43-Bond-2043-us406216be02,US406216BE02,Halliburton Co.,USD,4.750%,8/1/2043,2.0,
harley-davidson_incdl-notes_201515-45-Bond-2045-us412822ae80,US412822AE80,Harley-Davidson Inc.,USD,4.625%,7/28/2045,2.0,
hasbro_incdl-notes_201414-44-Bond-2044-us418056au19,US418056AU19,Hasbro Inc.,USD,5.100%,5/15/2044,2.0,
6_750-healthpeak-properties-Bond-2041-us40414lae92,US40414LAE92,Healthpeak Properties Inc.,USD,6.750%,2/1/2041,2.0,
heineken_nvdl-notes_201717-47_regs-Bond-2047-usn39427fw99,USN39427FW99,Heineken N.V.,USD,4.350%,3/29/2047,2.0,
heineken_nvdl-notes_201212-42_regs-Bond-2042-usn39427ar59,USN39427AR59,Heineken N.V.,USD,4.000%,10/1/2042,2.0,
7_125-hess-Bond-2033-us023551am66,US023551AM66,Hess Corp.,USD,7.125%,3/15/2033,2.0,
7_300-hess-Bond-2031-us023551aj38,US023551AJ38,Hess Corp.,USD,7.300%,8/15/2031,2.0,
5_600-hess-Bond-2041-us42809had98,US42809HAD98,Hess Corp.,USD,5.600%,2/15/2041,2.0,
hess_corpdl-notes_201616-47-Bond-2047-us42809hah03,US42809HAH03,Hess Corp.,USD,5.800%,4/1/2047,2.0,
6_000-hess-Bond-2040-us42809hac16,US42809HAC16,Hess Corp.,USD,6.000%,1/15/2040,2.0,
hewlett_packard_enterprise_codl-notes_201616-45-Bond-2045-us42824cay57,US42824CAY57,Hewlett Packard Enterprise Co.,USD,6.350%,10/15/2045,2.0,
hewlett_packard_enterprise_codl-notes_201616-35-Bond-2035-us42824cax74,US42824CAX74,Hewlett Packard Enterprise Co.,,6.200%,10/15/2035,2.0,
hewlett_packard_enterprise_codl-notes_201515-45_regs-Bond-2045-usu42832ak88,USU42832AK88,Hewlett Packard Enterprise Co.,USD,6.350%,10/15/2045,2.0,additional coupon possible
hewlett_packard_enterprise_codl-notes_201515-35_regs-Bond-2035-usu42832aj16,USU42832AJ16,Hewlett Packard Enterprise Co.,USD,6.200%,10/15/2035,2.0,additional coupon possible
6_125-hillshire-brands-Bond-2032-us803111am56,US803111AM56,Hillshire Brands Co.,USD,6.125%,11/1/2032,2.0,
holcim_capital_corpdl-notes_201313-43_144a-Bond-2043-us43475daa54,US43475DAA54,Holcim Capital Corp. Ltd.,USD,6.500%,9/12/2043,2.0,
holcim_capital_corpdl-notes_201313-43_regs-Bond-2043-xs0970680111,XS0970680111,Holcim Capital Corp. Ltd.,USD,6.500%,9/12/2043,2.0,
dl-flr_mtn_1819-2054_a2-Bond-2054-us43641nby94,US43641NBY94,Holmes Master Issuer PLC,,1.579%,10/15/2054,4.0,variable coupon
holmes_master_issuer_plcdl-flr_mtn_1819-215418-2_a2-Bond-2054-us43641nca00,US43641NCA00,Holmes Master Issuer PLC,,1.639%,10/15/2054,4.0,variable coupon
6_273-holmes-master-issuer-Bond-2054-us43641nbm56,US43641NBM56,Holmes Master Issuer PLC,USD,6.273%,10/15/2054,4.0,variable coupon
5_700-honeywell-international-Bond-2037-us438516at30,US438516AT30,Honeywell International Inc.,USD,5.700%,3/15/2037,2.0,
5_700-honeywell-international-Bond-2036-us438516ar73,US438516AR73,Honeywell International Inc.,USD,5.700%,3/15/2036,2.0,
5_375-honeywell-international-Bond-2041-us438516bb13,US438516BB13,Honeywell International Inc.,USD,5.375%,3/1/2041,2.0,
5_950-howmet-aerospace-Bond-2037-us013817ak77,US013817AK77,Howmet Aerospace Inc.,USD,5.950%,2/1/2037,2.0,
huarong_finance_2017_codl-medium-term_nts_201747-Bond-2047-xs1603397487,XS1603397487,Huarong Finance 2017 Co. Ltd.,USD,5.500%,4/27/2047,2.0,
humana_incdl-notes_201414-44-Bond-2044-us444859be13,US444859BE13,Humana Inc.,USD,4.950%,10/1/2044,2.0,
8_150-humana-Bond-2038-us444859az50,US444859AZ50,Humana Inc.,USD,8.150%,6/15/2038,2.0,bond#specialcoupontypename#19
humana_incdl-notes_201212-42-Bond-2042-us444859bb73,US444859BB73,Humana Inc.,USD,4.625%,12/1/2042,2.0,bond#specialcoupontypename#19
humana_incdl-notes_201919-49-Bond-2049-us444859bl55,US444859BL55,Humana Inc.,USD,3.950%,8/15/2049,2.0,
7_450-hutchison-whampoa-international-03-33-Bond-2033-usg4672cac94,USG4672CAC94,Hutchison Whampoa International [03/33] Ltd.,USD,7.450%,11/24/2033,2.0,
ihc_health_services_incdl-notes_201818-48-Bond-2048-us45174xaa00,US45174XAA00,IHC Health Services Inc.,USD,4.131%,5/15/2048,2.0,
6_875-ipic-gmtn-Bond-2041-us44985gae17,US44985GAE17,IPIC GMTN Ltd.,USD,6.875%,11/1/2041,2.0,
6_875-ipic-gmtn-Bond-2041-xs0701227075,XS0701227075,IPIC GMTN Ltd.,USD,6.875%,11/1/2041,2.0,
6_750-iberdrola-usa-Bond-2036-us29266maf68,US29266MAF68,Iberdrola USA Inc.,USD,6.750%,7/15/2036,2.0,
6_250-idaho-power-Bond-2037-us45138lat08,US45138LAT08,Idaho Power Co.,USD,6.250%,10/15/2037,2.0,
6_300-idaho-power-Bond-2037-us45138las25,US45138LAS25,Idaho Power Co.,USD,6.300%,6/15/2037,2.0,
7_950-illinois-power-generating-Bond-2032-us02360xaj63,US02360XAJ63,Illinois Power Generating Co.,USD,7.950%,6/1/2032,2.0,
illinois_tool_works_incdl-notes_201212-42-Bond-2042-us452308ar01,US452308AR01,Illinois Tool Works Inc.,USD,3.900%,9/1/2042,2.0,
7_200-inco-Bond-2032-us453258ap01,US453258AP01,Inco Ltd.,USD,7.200%,9/15/2032,2.0,
indian_railway_fin_corpdl-med-term_nts_202050regs-Bond-2050-us45434m2b74,US45434M2B74,Indian Railway Finance Corp. Ltd.,USD,3.950%,2/13/2050,2.0,
6_050-indiana-michigan-power-Bond-2037-us454889am82,US454889AM82,Indiana Michigan Power Co.,USD,6.050%,3/15/2037,2.0,
indiana_michigan_power_codl-notes_201616-46_serk-Bond-2046-us454889aq96,US454889AQ96,Indiana Michigan Power Co.,USD,4.550%,3/15/2046,2.0,
indiana_michigan_power_codl-notes_201818-48_sern-Bond-2048-us454889at36,US454889AT36,Indiana Michigan Power Co.,USD,4.250%,8/15/2048,2.0,
indonesien-_republikdl-notes_201748-Bond-2048-us455780ce46,US455780CE46,"Indonesien, Republik",USD,4.350%,1/11/2048,2.0,
indonesien-_republikdl-notes_202050-Bond-2050-us455780ct15,US455780CT15,"Indonesien, Republik",USD,4.200%,10/15/2050,2.0,
indonesien-_republikdl-notes_201949-Bond-2049-us455780cn45,US455780CN45,"Indonesien, Republik",USD,3.700%,10/30/2049,2.0,
indonesien-_republikdl-notes_201849-Bond-2049-us455780cj33,US455780CJ33,"Indonesien, Republik",USD,5.350%,2/11/2049,2.0,
indonesien-_republikdl-notes_202050-Bond-2050-us455780cr58,US455780CR58,"Indonesien, Republik",USD,3.500%,2/14/2050,2.0,
indonesien-_republikdl-notes_202030-Bond-2030-us455780cs32,US455780CS32,"Indonesien, Republik",USD,3.850%,10/15/2030,2.0,
indonesien-_republikdl-notes_202070-Bond-2070-us455780cu87,US455780CU87,"Indonesien, Republik",USD,4.450%,4/15/2070,2.0,
6_625-indonesien-republik-Bond-2037-usy20721aj83,USY20721AJ83,"Indonesien, Republik",USD,6.625%,2/17/2037,2.0,
8_500-indonesien-republik-Bond-2035-usy20721ae96,USY20721AE96,"Indonesien, Republik",USD,8.500%,10/12/2035,2.0,
indonesien-_republikdl-notes_201444_regs-Bond-2044-usy20721bk48,USY20721BK48,"Indonesien, Republik",USD,6.750%,1/15/2044,2.0,
indonesien-_republikdl-med-term_nts_201647regs-Bond-2047-usy20721br90,USY20721BR90,"Indonesien, Republik",USD,5.250%,1/8/2047,2.0,
7_750-indonesien-republik-Bond-2038-usy20721al30,USY20721AL30,"Indonesien, Republik",USD,7.750%,1/17/2038,2.0,
5_250-indonesien-republik-Bond-2042-usy20721bb49,USY20721BB49,"Indonesien, Republik",USD,5.250%,1/17/2042,2.0,
indonesien-_republikdl-med-term_nts_201343regs-Bond-2043-usy20721be87,USY20721BE87,"Indonesien, Republik",USD,4.625%,4/15/2043,2.0,
indonesien-_republikdl-med-term_nts_201545regs-Bond-2045-usy20721bm04,USY20721BM04,"Indonesien, Republik",USD,5.125%,1/15/2045,2.0,
indonesien-_republikdl-med-term_nts_201747regs-Bond-2047-usy20721bu20,USY20721BU20,"Indonesien, Republik",USD,4.750%,7/18/2047,2.0,
industrias_peñoles_sabde_cvdl-notes_201919-49_regs-Bond-2049-usp55409ab50,USP55409AB50,Industrias Peñoles S.A.B. de C.V.,USD,5.650%,9/12/2049,2.0,
infraestrenergnova_sab_de_cvdl-notes_201717-48_regs-Bond-2048-usp56145ab40,USP56145AB40,Infraestructura Energetica Nova S.A.B. de C.V.,USD,4.875%,1/14/2048,2.0,
ingersoll-rand_glhldg_coltddl-notes_201818-48-Bond-2048-us45687aan28,US45687AAN28,Ingersoll-Rand Global Holding Co. Ltd.,USD,4.300%,2/21/2048,2.0,
ingersoll-rand_glhldg_coltddl-notes_201414-43-Bond-2043-us45687aag76,US45687AAG76,Ingersoll-Rand Global Holding Co. Ltd.,,5.750%,6/15/2043,2.0,
inst_costarricense_de_electrdl-notes_201343_regs-Bond-2043-usp56226aq94,USP56226AQ94,Instituto Costarricense de Electricidad,USD,6.375%,5/15/2043,2.0,
5_550-integrys-energy-group-Bond-2036-us976843be13,US976843BE13,Integrys Energy Group Inc.,USD,5.550%,12/1/2036,2.0,
intel_corpdl-notes_201212-42-Bond-2042-us458140ap51,US458140AP51,Intel Corp.,USD,4.250%,12/15/2042,2.0,
intel_corpdl-notes_201919-49-Bond-2049-us458140bj82,US458140BJ82,Intel Corp.,USD,3.250%,11/15/2049,2.0,
4_800-intel-Bond-2041-us458140ak64,US458140AK64,Intel Corp.,USD,4.800%,10/1/2041,2.0,
intel_corpdl-notes_202020-40-Bond-2040-us458140bl39,US458140BL39,Intel Corp.,USD,4.600%,3/25/2040,2.0,
intel_corpdl-notes_202020-50-Bond-2050-us458140bm12,US458140BM12,Intel Corp.,USD,4.750%,3/25/2050,2.0,
intel_corpdl-notes_201717-47-Bond-2047-us458140ay68,US458140AY68,Intel Corp.,USD,4.100%,5/11/2047,2.0,
intel_corpdl-notes_201818-47-Bond-2047-us458140bg44,US458140BG44,Intel Corp.,,3.734%,12/8/2047,2.0,
intel_corpdl-notes_202020-60-Bond-2060-us458140bk55,US458140BK55,Intel Corp.,USD,3.100%,2/15/2060,2.0,
intel_corpdl-notes_202020-60-Bond-2060-us458140bn94,US458140BN94,Intel Corp.,USD,4.750%,3/25/2060,2.0,
intel_corpdl-notes_201212-32-Bond-2032-us458140an04,US458140AN04,Intel Corp.,USD,4.000%,12/15/2032,2.0,
intel_corpdl-notes_201616-46-Bond-2046-us458140av20,US458140AV20,Intel Corp.,USD,4.100%,5/19/2046,2.0,
3_250-intel-Bond-2039-us458140af79,US458140AF79,Intel Corp.,USD,3.250%,8/1/2039,2.0,
intel_corpdl-notes_201515-45-Bond-2045-us458140at73,US458140AT73,Intel Corp.,USD,4.900%,7/29/2045,2.0,
inter-american_dev_bankdl-med-term_nts_201444-Bond-2044-us4581x0ce61,US4581X0CE61,Inter-American Development Bank,USD,4.375%,1/24/2044,2.0,
3_200-inter-american-development-bank-Bond-2042-us4581x0bx51,US4581X0BX51,Inter-American Development Bank,USD,3.200%,8/7/2042,2.0,
3_875-inter-american-development-bank-Bond-2041-us4581x0bt40,US4581X0BT40,Inter-American Development Bank,USD,3.875%,10/28/2041,2.0,
intercontinental_exchange_incdl-notes_201818-48-Bond-2048-us45866fah73,US45866FAH73,Intercontinental Exchange Inc.,USD,4.250%,9/21/2048,2.0,
4_750-international-bank-for-reconstruction-and-development-Bond-2035-us45905caa27,US45905CAA27,International Bank for Reconstruction and Development,USD,4.750%,2/15/2035,2.0,
intl_business_machines_corpdl-notes_201919-49-Bond-2049-us459200kc42,US459200KC42,International Business Machines Corp.,USD,4.250%,5/15/2049,2.0,
5_600-international-business-machines-Bond-2039-us459200gs40,US459200GS40,International Business Machines Corp.,USD,5.600%,11/30/2039,2.0,
intl_business_machines_corpdl-notes_202020-50-Bond-2050-us459200kl41,US459200KL41,International Business Machines Corp.,USD,2.950%,5/15/2050,2.0,
8_000-international-business-machines-Bond-2038-us459200gl96,US459200GL96,International Business Machines Corp.,USD,8.000%,10/15/2038,2.0,
intl_business_machines_corpdl-notes_202020-40-Bond-2040-us459200kk67,US459200KK67,International Business Machines Corp.,USD,2.850%,5/15/2040,2.0,
intl_business_machines_corpdl-notes_201919-39-Bond-2039-us459200kb68,US459200KB68,International Business Machines Corp.,USD,4.150%,5/15/2039,2.0,
7_125-international-business-machines-Bond-2096-us459200ap64,US459200AP64,International Business Machines Corp.,USD,7.125%,12/1/2096,2.0,
5_875-international-business-machines-Bond-2032-us459200bb69,US459200BB69,International Business Machines Corp.,USD,5.875%,11/29/2032,2.0,
4_000-international-business-machines-Bond-2042-us459200hf10,US459200HF10,International Business Machines Corp.,USD,4.000%,6/20/2042,2.0,
intl_business_machines_corpdl-notes_201616-46-Bond-2046-us459200jh57,US459200JH57,International Business Machines Corp.,USD,4.700%,2/19/2046,2.0,
international_finance_corpdl-zo_med-t_nts_201617-46-Bond-2046-xs1402346727,XS1402346727,International Finance Corp.,USD,,5/6/2046,,no interest deduction
intl_flavors_fragrances_incdl-notes_201818-48-Bond-2048-us459506al51,US459506AL51,International Flavors & Fragrances Inc.,USD,5.000%,9/26/2048,2.0,
international_paper_codl-notes_201414-44-Bond-2044-us460146ck70,US460146CK70,International Paper Co.,USD,4.800%,6/15/2044,2.0,
international_paper_codl-notes_201515-46-Bond-2046-us460146cn10,US460146CN10,International Paper Co.,USD,5.150%,5/15/2046,2.0,
6_000-international-paper-Bond-2041-us460146ch42,US460146CH42,International Paper Co.,USD,6.000%,11/15/2041,2.0,
8_700-international-paper-Bond-2038-us460146cc54,US460146CC54,International Paper Co.,USD,8.700%,6/15/2038,2.0,
international_paper_codl-notes_201515-35-Bond-2035-us460146cm37,US460146CM37,International Paper Co.,USD,5.000%,9/15/2035,2.0,
international_paper_codl-notes_201717-48-Bond-2048-us460146cs07,US460146CS07,International Paper Co.,USD,4.350%,8/15/2048,2.0,
7_300-international-paper-Bond-2039-us460146cf85,US460146CF85,International Paper Co.,USD,7.300%,11/15/2039,2.0,
6_250-interstate-power-light-Bond-2039-us461070ag92,US461070AG92,Interstate Power & Light Co.,USD,6.250%,7/15/2039,2.0,
interstate_power_light_codl-debts_201919-49-Bond-2049-us461070ar57,US461070AR57,Interstate Power & Light Co.,USD,3.500%,9/30/2049,2.0,
interstate_power_light_codl-debts_201616-46-Bond-2046-us461070an44,US461070AN44,Interstate Power & Light Co.,USD,3.700%,9/15/2046,2.0,
intesa_sanpaolo_spadl-receipts_201848_clx_144a-Bond-2048-us46115hbe62,US46115HBE62,Intesa Sanpaolo S.p.A.,USD,4.375%,1/12/2048,2.0,
intuit_incdl-notes_202020-30-Bond-2030-us46124had89,US46124HAD89,Intuit Inc.,USD,1.650%,7/15/2030,2.0,
invesco_finance_plcdl-notes_201343-Bond-2043-us46132fac41,US46132FAC41,Invesco Finance PLC,USD,5.375%,11/30/2043,2.0,
israeldl-bonds_202050-Bond-2050-us46513jxn61,US46513JXN61,"Israel, Staat",USD,3.375%,1/15/2050,2.0,
israeldl-bonds_202050-Bond-2050-us46513jb429,US46513JB429,"Israel, Staat",USD,3.875%,7/3/2050,2.0,
israeldl-bonds_201343-Bond-2043-us4651387n91,US4651387N91,"Israel, Staat",USD,4.500%,1/30/2043,2.0,
israeldl-bonds_202020-Bond-2120-us46513jb593,US46513JB593,"Israel, Staat",USD,4.500%,4/3/2120,2.0,
israeldl-bonds_201848-Bond-2048-us46513yjj82,US46513YJJ82,"Israel, Staat",USD,4.125%,1/17/2048,2.0,
5_375-italien-republik-Bond-2033-us465410bg26,US465410BG26,"Italien, Republik",USD,5.375%,6/15/2033,2.0,
italien-_republikdl-notes_201949-Bond-2049-us465410bz07,US465410BZ07,"Italien, Republik",USD,4.000%,10/17/2049,2.0,
7_400-jc-penney-Bond-2037-us708160bs43,US708160BS43,J.C. Penney Co. Inc.,USD,7.400%,4/1/2037,2.0,
7_625-jc-penney-Bond-2097-us708160bl99,US708160BL99,J.C. Penney Co. Inc.,USD,7.625%,3/1/2097,2.0,
6_375-jc-penney-Bond-2036-us708130ac31,US708130AC31,J.C. Penney Corp. Inc.,USD,6.375%,10/15/2036,2.0,
jm_smucker_codl-notes_201515-35-Bond-2035-us832696am09,US832696AM09,J.M. Smucker Co.,,4.250%,3/15/2035,2.0,
jm_smucker_codl-notes_201515-45-Bond-2045-us832696ap30,US832696AP30,J.M. Smucker Co.,USD,4.375%,3/15/2045,2.0,
0_476-jp-morgan-trust-australia-series-2007-1e-swan-trust--Bond-2038-xs0302448187,XS0302448187,J.P. Morgan Trust Australia Ltd. -Series 2007-1E SWAN Trust-,USD,0.476%,6/12/2038,4.0,variable coupon
jpmorgan_chase_codl-notes_201343-Bond-2043-us46625hjm34,US46625HJM34,JPMorgan Chase & Co.,USD,5.625%,8/16/2043,2.0,
jpmorgan_chase_codl-flr_notes_202020-31-Bond-2031-us46647pbj49,US46647PBJ49,JPMorgan Chase & Co.,USD,4.493%,3/24/2031,2.0,"fixed coupon now, later variable"
6_400-jpmorgan-chase-Bond-2038-us46625hhf01,US46625HHF01,JPMorgan Chase & Co.,USD,6.400%,5/15/2038,2.0,
jpmorgan_chase_codl-flr_notes_202020-51-Bond-2051-us46647pbn50,US46647PBN50,JPMorgan Chase & Co.,USD,3.109%,4/22/2051,2.0,"fixed coupon now, later variable"
jpmorgan_chase_codl-flr_notes_202020-31-Bond-2031-us46647pbp09,US46647PBP09,JPMorgan Chase & Co.,USD,2.956%,5/13/2031,2.0,"fixed coupon now, later variable"
5_500-jpmorgan-chase-Bond-2040-us46625hhv50,US46625HHV50,JPMorgan Chase & Co.,USD,5.500%,10/15/2040,2.0,
jpmorgan_chase_codl-flr_notes_201818-49-Bond-2049-us46647pan69,US46647PAN69,JPMorgan Chase & Co.,USD,3.897%,1/23/2049,2.0,"fixed coupon now, later variable"
jpmorgan_chase_codl-flr_notes_202020-31-Bond-2031-us46647pbl94,US46647PBL94,JPMorgan Chase & Co.,USD,2.522%,4/22/2031,2.0,"fixed coupon now, later variable"
5_400-jpmorgan-chase-Bond-2042-us48126baa17,US48126BAA17,JPMorgan Chase & Co.,USD,5.400%,1/6/2042,2.0,
5_600-jpmorgan-chase-Bond-2041-us46625hjb78,US46625HJB78,JPMorgan Chase & Co.,USD,5.600%,7/15/2041,2.0,
