Identifier,Identifier_Status,Name,ISIN,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Borrower,Amount,Floating,Ref_Rate,Margin,Current_Rate
2890,Valid,"Domestic bonds: Rokitnenskii glass manufacturing plant, 1-A (UA170134AA08)",UA170134AA08,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rokitnenskii glass manufacturing plant,,"10,000,000 UAH",No,,,
2891,Valid,"Domestic bonds: Rokitnenskii glass manufacturing plant, 1-B (UA170134AB07)",UA170134AB07,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rokitnenskii glass manufacturing plant,,"30,000,000 UAH",No,,,
2892,Valid,"Domestic bonds: Gradostroi, 1-A (UA101616BA09)",UA101616BA09,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Gradostroi,,"20,000,000 UAH",No,,,0%
2893,Valid,"Domestic bonds: Gorstroyinvest, 1-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Gorstroyinvest,,"50,423,312 UAH",No,,,
2894,Valid,"Domestic bonds: Gorstroyinvest, 1-B",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Gorstroyinvest,,"8,720,000 UAH",No,,,
2895,Valid,"Domestic bonds: Gorstroyinvest, 1-C",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Gorstroyinvest,,"24,811,500 UAH",No,,,
2896,Valid,"Domestic bonds: FSD Investments, 1-A",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,FSD Investments,,"10,000,000 UAH",No,,,
2897,Valid,"Domestic bonds: Liko Holding, 1-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Liko Holding,,"54,720,000 UAH",No,,,
2898,Valid,"Domestic bonds: Liko Holding, 1-B",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Liko Holding,,"24,796,000 UAH",No,,,
2899,Valid,"Domestic bonds: Liko Holding, 1-C",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Liko Holding,,"54,910,000 UAH",No,,,
2900,Valid,"Domestic bonds: Liko Holding, 1-D",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Liko Holding,,"36,736,000 UAH",No,,,
2901,Valid,"Domestic bonds: Liko Holding, 1-E",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Liko Holding,,"36,386,000 UAH",No,,,
2902,Valid,"Domestic bonds: Zhilstroi invest, 1-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Zhilstroi invest,,"27,194,000 UAH",No,,,
2903,Valid,"Domestic bonds: Zhilstroi invest, 1-B",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Zhilstroi invest,,"720,000 UAH",No,,,
2904,Valid,"Domestic bonds: USKK, 01 (4-01-36073-R, RU000A0E63R0)",RU000A0E63R0,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,USKK,,"600,000,000 RUB",No,,,13%
2905,Valid,"Domestic bonds: Gradostroi, 1-B (UA101616BB08)",UA101616BB08,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Gradostroi,,"80,500,000 UAH",No,,,0%
2906,Valid,"Domestic bonds: Garant Invest, 1-A (UA102038BA07)",UA102038BA07,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Garant Invest,,"49,864,000 UAH",No,,,
2907,Valid,"Domestic bonds: Dom i K, 1-A (UA102039BA06)",UA102039BA06,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Dom i K,,"76,713,000 UAH",No,,,
2908,Valid,"Domestic bonds: Campus cotton club, 1-A (UA102109AA02)",UA102109AA02,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Campus cotton club,,"25,000,000 UAH",No,,,
2909,Valid,"Domestic bonds: Legal consulting centre, 1-A",,redeemed,Coupon bonds,12 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Legal consulting centre,,"5,378,000 UAH",No,,,
2910,Valid,"Domestic bonds: Gulyanetskii schebzavod, 1-A (UA4000001994)",UA4000001994,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Gulyanetskii schebzavod,,"15,000,000 UAH",No,,,24%
2911,Valid,"Domestic bonds: Mandarin-plaza, 2-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Mandarin-plaza,,"64,200,000 UAH",No,,,
2912,Valid,"Domestic bonds: Arsenal Finance, 01 (4-01-36075-R, RU000A0GH2A0)",RU000A0GH2A0,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Arsenal Finance,,"200,000,000 RUB",No,,,12.50%
2913,Valid,"Domestic bonds: MKS-Invest, 1-B (UA4000009864)",UA4000009864,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MKS-Invest,,"13,000,000 UAH",No,,,0.01%
2914,Valid,"Domestic bonds: MKS-Invest, 1-C (UA4000009872)",UA4000009872,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,MKS-Invest,,"7,000,000 UAH",No,,,15%
2915,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,Valid,"Domestic bonds: Elemte, 01 (4-09-50001-K, RU000A0DZAX7)",RU000A0DZAX7,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Elemte,,"200,000,000 RUB",No,,,10.60%
2917,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,Valid,"Domestic bonds: Ukraine Insurance Group, 1-A (UA4000004659)",UA4000004659,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Ukraine Insurance Group,,"30,000,000 UAH",No,,,14%
2919,Valid,"Domestic bonds: Ukrtekhnofos, 1-A",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Ukrtekhnofos,,"1,000,000 UAH",No,,,18%
2920,Valid,"Domestic bonds: Ukrtekhnofos, 1-B",,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Ukrtekhnofos,,"5,000,000 UAH",No,,,17%
2921,Valid,"Domestic bonds: LSR Groupp (OOO), 01 (4-01-36076-R, RU000A0D0W78)",RU000A0D0W78,cancelled,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,LSR Groupp (OOO),,"1,000,000,000 RUB",No,,,
2922,Valid,"Domestic bonds: Ukraine building materials, 1-A (UA101996AA00)",UA101996AA00,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Ukraine building materials,,"20,000,000 UAH",No,,,3%
2923,Valid,"Domestic bonds: Russia, 25057 (25057RMFS, RU000A0DY3C6)",RU000A0DY3C6,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"42,000,000,000 RUB",No,,,7.40%
2924,Valid,"International bonds: Mobile TeleSystems (MTS), 8.0% 28jan2012, USD (XS0211216493, 60741AAF2)",XS0211216493,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Mobile TeleSystems Finance S.A.,Mobile TeleSystems (MTS),"400,000,000 USD",No,,,8%
2925,Valid,"International bonds: HCFB, 9.125% 4feb2008, USD (XS0211279814)",XS0211279814,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Eurasia Capital S.A.,HCFB,"150,000,000 USD",No,,,9.13%
2926,Valid,"Domestic bonds: Moscow, 41 (RU27041MOS, RU000A0DAUL3)",RU000A0DAUL3,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Moscow,,"10,000,000,000 RUB",No,,,8%
2927,Valid,"Domestic bonds: Moscow, 42 (RU25042MOS, RU000A0DAXA0)",RU000A0DAXA0,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Moscow,,"5,000,000,000 RUB",No,,,10%
2928,Valid,"International bonds: Alfa Bank, 7.75% 9feb2007, USD (XS0211716971)",XS0211716971,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Alfa MTN Issuance Limited,Alfa Bank,"150,000,000 USD",No,,,7.75%
2929,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2930,Valid,"Domestic bonds: Russian Standard Bank, 04 (40402289B, RU000A0DZMB8)",RU000A0DZMB8,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russian Standard Bank,,"3,000,000,000 RUB",No,,,8.25%
2931,Valid,"Domestic bonds: CDR LenSpecSMU, 01 (4-01-13346-J, RU000A0D2LR2)",RU000A0D2LR2,early redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,CDR LenSpecSMU,,"1,000,000,000 RUB",No,,,
2932,Valid,"Domestic bonds: Russia, 25058 (25058RMFS, RU000A0DYPR0)",RU000A0DYPR0,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Russia,,"42,000,000,000 RUB",No,,,6.30%
2933,Valid,"Domestic bonds: SOK Avtocomponent, 01 (4-01-36078-R, RU000A0D2LS0)",RU000A0D2LS0,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,SOK Avtocomponent,,"1,100,000,000 RUB",No,,,12%
2934,Valid,"International bonds: VTB, FRN 25jan2006, EUR (ECP)",,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,VTB Capital S.A.,VTB,"130,000,000 EUR",Yes,6M EURIBOR,1.15,
2935,Valid,"International bonds: VTB, 6.315% 4feb2015, USD (7) (XS0211922017)",XS0211922017,early redeemed,Coupon bonds,2 time(s) per year,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,VTB Capital S.A.,VTB,"750,000,000 USD",Yes,5Y UST Yield,0.41,
2936,Valid,"Domestic bonds: Rusagro, 01 (4-01-36077-R, RU000A0E7MG1)",RU000A0E7MG1,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rusagro,,"1,000,000,000 RUB",No,,,8.50%
2937,Valid,"Domestic bonds: AK BARS Bank, 02 (40202590B, RU000A0GMK95)",RU000A0GMK95,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,AK BARS Bank,,"1,500,000,000 RUB",No,,,8%
2938,Valid,"Domestic bonds: Alliance Russian Textile, 02 (4-02-05331-A, RU000A0DZZT2)",RU000A0DZZT2,redemption default,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Alliance Russian Textile,,"1,000,000,000 RUB",No,,,12.75%
2939,Valid,"International bonds: ROSBANK, 10.140% 1jul2012, USD (XS0112248140)",XS0112248140,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Rosbank International Finance B.V.,ROSBANK,"130,000,000 USD",No,,,10.14%
2940,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2941,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2942,Invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2943,Valid,"Domestic bonds: IMPEXBANK, 02 (40202291B, RU000A0D1559)",RU000A0D1559,redeemed,Coupon bonds,2 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,IMPEXBANK,,"1,000,000,000 RUB",No,,,1%
2944,Valid,"International bonds: Sberbank, 6.23% 11feb2015, USD (XS0212423221)",XS0212423221,early redeemed,Coupon bonds,2 time(s) per year,cb_ok cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,UBS (Luxembourg) S.A.,Sberbank,"1,000,000,000 USD",Yes,5Y UST Yield,3.74,7.73%
2945,Valid,"Domestic bonds: Commandos, 1-A",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Commandos,,"5,500,000 UAH",No,,,
2946,Valid,"Domestic bonds: Greesun, 1-A (UA102071AA06)",UA102071AA06,redeemed,Coupon bonds,4 time(s) per year,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Greesun,,"8,200,000 UAH",No,,,14.50%
2947,Valid,"Domestic bonds: Kievskaya PMK-2, 1-A",,redeemed,Coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Kievskaya PMK-2,,"1,085,000 UAH",No,,,14%
2948,Valid,"Domestic bonds: Kievskaya PMK-2, 1-B",,redeemed,Zero-coupon bonds,,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,cb_cross cb_right,,Kievskaya PMK-2,,"1,000,000 UAH",No,,,
