ISIN,NAME
US960386AL46,WESTINGH.AI.BR.T.    2026
US960413AT94,WESTLAKE CHEM. 17/26
US961214EC31,WESTPAC BKG 19/24
US961214DK65,WESTPAC BKG 17/27
US96122XAM02,WESTPAC BKG 19/24 REGS
US961214EB57,WESTPAC BKG 19/24 FLR
US961214CX95,WESTPAC BKG 16/26
US961214DW04,WESTPAC BKG 18/28
US961214EL30,WESTPAC BKG 20/30
US961214EH28,WESTPAC BKG 19/25
US961214EM13,WESTPAC BKG 20/30 FLR
US961548AV62,MEADWESTVACO         2030
XS1807202350,WESTWD.GRP.HLDGS18/23 MTN
US554783AK62,WEYERHAEUSER CO LTD. 2026
US962166AT16,WEYERHAEUSER CO. 2025
US962166BX19,WEYERHAEUSER 19/29
US962166AU88,WEYERHAEUSER CO. 2025
US962166BW36,WEYERHAEUSER CO. 2023
US962166BY91,WEYERHAEUSER 20/30
US962166AS33,WEYERHAEUSER CO. 2023
US962166AW45,WEYERHAEUSER CO. 2027
US963320AR76,WHIRLPOOL CORP. 2024
US963320AT33,WHIRLPOOL CORP. 2025
US963320AW61,WHIRLPOOL 19/29
USU9650FAH02,WHIT PETRLM 17/26 REGS
USU9830QAA41,WILDHORSE RES. 17/25 REGS
US969133AJ62,WILLAMETTE IND. 2026
US97381WAZ77,WINDSTREAM SVCS 2023
USU9701LAA18,WINDSTR.SER./FIN. 17/23
US97650WAG33,WINTRUST FINL 19/29
US976656BP24,WISCONSIN EL. PWR 2028
US976656CH98,WISCONSIN EL.PWR 2025
US976826BL07,WISCONSIN P.A.L. 2027
USQ98229AM12,WOODSIDE FIN. 17/28 REGS
USQ98229AN94,WOODSIDE FIN 19/29 REGS
US981811AE20,WORTHINGTON INDS 2026
US983024AF77,WYETH        2024
US98310WAM01,WYNDHAM DESTINATIONS 2025
USU98323AA39,WYNDHAM H+R 18/26 REGS
USU98347AK05,WYNN LAS VEGAS 15/25 REGS
USG98149AC46,WYNN MACAU 17/24 REGS
USG98149AD29,WYNN MACAU 17/27 REGS
US98420EAC93,XLIT LTD. 2025
US98389BAV27,XCEL ENERGY 18/28
US98389BAY65,XCEL ENERGY 20/30
US98389BAU44,XCEL ENERGY 16/26
US98389BAR15,XCEL ENERGY 2025
US98389BAW00,XCEL ENERGY 19/29
US984121CJ06,XEROX CORP. 14/24
US983919AJ06,XILINX 2024
US98419MAJ99,XYLEM 16/26
USP9897PAB06,YPF ENERGIA 19/26 REGS
US984245AF78,YPF 2028
US984245AL47,YPF 2025 144A
USP989MJBL47,YPF 17/27 REGS
USP989MJBP50,YPF 19/29 REGS
USP989MJBE04,YPF 15/25 REGS
USP989MJAY76,YPF 14/24 REGS
US98462YAB65,YAMANA GOLD 2024
XS2126193379,YANDEX 20/25 CV
XS1376681067,YAPI VE KREDI BK 16/26MTN
XS1451276023,YAPI VE KREDI BK 16/23MTN
XS1634372954,YAPI VE KREDI BK 17/24MTN
XS1958649854,YAPI VE KRED 19/24 MTN
USR9900CAQ98,YARA INTL ASA 16/26 REGS
USR9900CAR71,YARA INTL ASA 18/28 REGS
USR9900CAS54,YARA INTL ASA 20/30 REGS
US988498AJ04,YUM BRANDS 13/23
USU9T71RAB76,YUM BRANDS 19/30 REGS
XS1954963580,YUZH.PRO.CO. 19/24
XS2100653778,YUZH.PRO.CO. 20/26
USU98737AC03,ZF NA CAPITAL 15/25 REGS
XS1776214980,ZAHIDI 18/28
US989194AL96,ZAYO GRP/ZAYO CAP. 2025
USU98832AH85,ZAYO GRP/ZAYO CAP. 17/27
US98934KAB61,ZENECA WILMINGTON  2023
XS2152219973,ZHENRO PPTYS 20/24
USN9838NAA11,ZIGGO B.V. 16/27 REGS
USN9837TAB72,ZIGGO BOND CO. 16/27 REGS
US98956PAT93,ZIMMER BIOM. 20/30
US98956PAS11,ZIMMER BIOM. 20/26
US98956PAF99,ZIMMER BIOMET HLDGS 15/25
US98978VAS25,ZOETIS 20/30
US98978VAL71,ZOETIS 17/27
US98978VAK98,ZOETIS 15/25
US98978VAN38,ZOETIS 18/28
US989822AA99,ZURICH REINSUR. CTR 2023
US278642AW32,EBAY 20/30
US278642AL76,EBAY 14/24
US278642AV58,EBAY 20/25
US45031UCF66,ISTAR 19/24
USL7008RAB08,NVENT FIN. 18/28 REGS
US79466LAF13,SALESFORCE.COM 18/28
US03846JW719,AEGYPTEN 19/29 MTN 144A
XS1245432742,AEGYPTEN 15/25 MTN REGS
XS1775618439,AEGYPTEN 18/28 MTN REGS
XS1953057061,AEGYPTEN 19/29 MTN REGS
XS1953055875,AEGYPTEN 19/24 MTN REGS
XS2176895469,AEGYPTEN 20/24 MTN REGS
XS2079842485,AEGYPTEN 19/23 MTN REGS
US549271AF19,"LUBRIZOL CORP., THE 2034"
US88579YAW12,3M CO. 16/46 MTN
US88579YBD22,3M CO. 2048 MTN
US88579YBP51,3M CO. 20/50
US88579YAZ43,3M CO. 2047 MTN
US88579EAC93,3M CO. 2037 MTN
US00037BAC63,ABB FINANCE USA 12/42
US00101JAG13,ADT CORP. 12/42
US007924AJ23,AEGON BK 18/48 FLR
US0010EPAF55,AEP TEXAS INC. 2033 B
US00115AAJ88,AEP TRANSM. 18/48
US00105DAF24,AES GENER 19/79 FLR 144A
USP0607LAC74,AES GENER 19/79 FLR REGS
US001055AD49,AFLAC 2039
US001055AY85,AFLAC 18/49
US001055AF96,AFLAC 2040
US001055AR35,AFLAC 16/46
US00131M2B87,AIA GROUP 14/44 MTN REGS
US00131MAE30,AIA GROUP 16/46 MTN REGS
US00138GAA76,AIG LIFE HLDGS 13/30
US020039DC48,ALLTEL CORP. 02/32
US00185AAG94,AON PLC 14/44
US00185AAH77,AON PLC 15/45
US00185AAB08,AON PLC 2042
US037389AU72,AON 2040
USQ04578AE25,APT PIPELINES 15/35 REGS
US00206RBK77,AT + T 13/45
US00206RJZ64,AT + T INC. 20/41
US00206RDR03,AT + T 17/37
US00206RDS85,AT + T 17/47
US00206RDT68,AT + T 17/57
US00206RFU14,AT + T 2050
US00206RAD44,AT + T INC. 07/37
US00206RCP55,AT + T 15/35
US00206RHK14,AT + T INC. 19/39
US00206RJY99,AT + T INC. 20/31
US00206RCG56,AT + T 14/44
US00206RKA94,AT + T INC. 20/51
US00206RKB77,AT + T INC. 20/60
US00206RAG74,AT + T 07/38
US00206RCQ39,AT + T 15/46
US00206RCU41,AT + T 16/47
US001957BD05,AT + T INC. 2031
US00206RAS13,AT + T 09/39
US00206RDH21,AT + T 16/42
US00206RJF01,AT + T INC.  19/41
US00206RDE99,AT + T 2040
US00206RAB87,AT + T INC. 2036
US00206RDF64,AT + T 16/40
US00206RDG48,AT + T 2041
US00206RAN26,AT + T 08/38
US00206RBH49,AT + T 13/42
US00206RDJ86,AT + T  2048
US00206RFW79,AT + T 2037 144A
US00206RHA32,AT + T 2046
US00206RBA95,AT + T 11/41
US00206RDK59,AT + T   16/49
US04650NAB01,AT + T  11/40
US78387GAM50,AT + T INC. 04/34
US78387GAQ64,AT + T INC. 04/34
USU04644CH89,AT + T 18/50 REGS
XS2121367192,AT + T INC. 20/49
XS2091666748,AT + T 19/50
XS2191305544,AT + T 20/50
US17248RAJ59,AT+T MOBILITY 2031
US054536AA57,AXA S.A. 00/30
US05464HAB69,AXIS SPEC.FIN. 14/45
US00287YAR09,ABBVIE 15/35
US00287YAW93,ABBVIE 16/46
US00287YBD04,ABBVIE 18/48
US00287YAV11,ABBVIE 16/36
US00287YAS81,ABBVIE 15/45
US00287YAM12,ABBVIE 2042
USU0029QAR75,ABBVIE 19/39 REGS
USU0029QAS58,ABBVIE 19/49 REGS
US002824AV29,ABBOTT LABS 2039
US002824BN93,ABBOTT LAB   2043
US002824BQ25,ABBOTT LAB 20/30
US002819AC45,ABBOTT LABS 07/37
US002824AY67,ABBOTT LABS 2040
XS1709535097,ADCOP 17/47 REGS
US00386SAB88,ABU DHABI NAT.E.06/36144A
XS0272949016,ABU DHABI NAT.E.06/36REGS
XS2060897506,ABU DH.N.E. 19/49 MTN
US942683AH65,ALLERGAN 12/42
US00507VAN91,ACTIVISION BLIZZ. 2047
US007944AG63,ADV.HEA.S.W. 19/49
US00817YAP34,AETNA 14/44
US00817YAG35,AETNA 2037
US00817YAF51,AETNA 2036
US00817YAM03,AETNA 12/42
US008916AG32,AGRIUM 06/36
US008916AJ70,AGRIUM 2041
US008916AM00,AGRIUM 2043
USC0104DAB94,AIR CDA PTT17-1 17/31 A
USC0104DAA12,AIR CDA PTT17-1 17/31 AA
USF0183JHR52,AIR LIQUIDE FIN.16/46REGS
US009158BA32,AIR PR.+CHEM 20/50
US010392EZ75,ALABAMA PWR 2038
US010392FB98,ALABAMA PWR 09/39
US010392EC80,ALABAMA PWR 2033
US010392FL70,ALABAMA PWR 2044
US010392FT07,ALABAMA PWR 19/49
US010392FJ25,ALABAMA PWR 2042
US010392FP84,ALABAMA PWR 16/46
US010392EE47,ALABAMA PWR 2033 V
US010392FF03,ALABAMA PWR 2041
US010392FD54,ALABAMA PWR 2041
US010392FM53,ALABAMA PWR 2045
US010392FR41,ALABAMA PWR 17/47
US010392FG85,ALABAMA PWR 2042
US010392FS24,ALABAMA PWR 18/48
US012725AD95,ALBEMARLE 2044
US012873AH83,ENCANA 2030
US013104AL86,NEW ALBERTSONS 2031
US015271AS81,ALEX.REAL ES 19/50
US015271AN94,ALEXANDRIA REAL ES. 18/30
US015271AR09,ALEX.REAL ES 19/31
US015398AC46,ALFA 2044 144A
USP0156PAC34,ALFA 14/44 REGS
US01609WAW29,ALIBABA GR.HLDG 17/57
US01609WAU62,ALIBABA GR.HLDG 17/37
US01609WAR34,ALIBABA GR.HLDG 15/34
US01609WAV46,ALIBABA GR.HLDG 17/47
USG01719AF39,ALIBABA GR.HLDG14/34 REGS
US00507UAT88,ALLERGAN FNDG 15/35
US00507UAH41,ALLERGAN FNDG 14/44
US00507UAU51,ALLERGAN FNDG 15/45
US370425RZ53,ALLY FINANCIAL 2031
US36186CBY84,ALLY FINANCIAL 08/31
XS1609300121,ALPHAN. ETP 17/37 MTN FLR
US02209SAQ66,ALTRIA GROUP 13/43
US02209SBF92,ALTRIA GRP 19/49
US02209SBG75,ALTRIA GRP 19/59
US02209SAR40,ALTRIA GROUP 13/44
US02209SAH67,ALTRIA GROUP 09/39
US02209SAV51,ALTRIA GROUP 16/46
US02209SBE28,ALTRIA GRP 19/39
US02209SAE37,ALTRIA GROUP 08/38
US02209SAM52,ALTRIA GROUP 12/42
US023135AQ91,AMAZON.COM 14/44
US023135BM78,AMAZON.COM 2057
US023135AP19,AMAZON.COM 14/34
US023135BF28,AMAZON.COM 2037
US023135BT22,AMAZON.COM 20/50
US023135BU94,AMAZON.COM 20/60
US023135BJ40,AMAZON.COM 2047
USU02320AK24,AMAZON.COM 17/57 REGS
USU02320AJ50,AMAZON.COM 17/47 REGS
USU02320AH94,AMAZON.COM 17/37 REGS
US02361DAN03,AMEREN ILLINOIS CO. 14/44
US02361DAR17,AMEREN ILLINOIS CO. 17/47
US02361DAT72,AMEREN ILLINOIS CO. 18/49
US02361DAQ34,AMEREN ILLINOIS CO. 15/46
US02360FAB22,UNION EL. 2037
US023761AA74,AM.AIRL.PTT.17-1AA 2030AA
US025537AP67,AM.EL.POWER 20/50
US025816AZ26,AMER. EXPRESS 08/38
US025816BF52,AMER. EXPRESS 2042
US025932AL88,AMER. FINL GRP 2047
US026874AZ07,AMER. INTL GRP 06/36
US026874DA29,AMER. INTL GRP 14/44
US026874DE41,AMER. INTL GRP 15/35
US026874DF16,AMER. INTL GRP 15/45
US026874BS54,AMER. INTL GRP 09/68FLR
US026874DL83,AMER. INTL GRP 18/48
US026874BE68,AMER. INTL GRP 07/87
US026874DC84,AMER. INTL GRP 15/35
US026874DM66,AMER. INTL GRP 18/48 FLR
US026874CW57,AMER. INTL GRP 12/37
US026874DP97,AM.INT.GROUP 20/50
US026874DB02,AMER. INTL GRP 15/55
US026874DR53,AM.INT.GROUP 20/30
US030096AH45,AMERICAN STORES 2037
US03027XBD12,AMERN TOWER 20/50
US03040WAM73,AMER.WATER.CAP. 2045
US03040WAT27,AMER.WATER.CAP. 18/48
US03040WAD74,AMER.WATER.CAP. 2037
US03040WAJ45,AMER.WATER.CAP. 2042
US03040WAV72,AME.WAT.CAP. 19/49
US03073EAN58,AMERI.BERGEN 15/45
US03073EAQ89,AMERI.BERGEN 17/47
US031162BZ23,AMGEN 15/45
US031162CS70,AMGEN 20/50
US031162BK53,AMGEN 11/41
US031162CW82,AMGEN 20/31
US031162AY66,AMGEN  08/38
US031162BC38,AMGEN 2040
US031162BH25,AMGEN 2042
US031162BE93,AMGEN 2041
US031162BP41,AMGEN 12/43
US031162CC29,AMGEN  2048 144A
US031162AW01,AMGEN  2037
US031162BA71,AMGEN  09/39
US031162CR97,AMGEN 20/40
US02364WAW55,AMERICA MOVIL 10/40
US02364WBE49,AMERICA MOVIL 12/42
US02364WAJ45,AMERICA MOVIL 05/35
US02364WAP05,AMERICA MOVIL 07/37
US02364WBG96,AMERICA MOVIL 19/49
US032479AD91,ANADARKO FIN. 2031 B
US032511AY39,ANADARKO PET. 06/36
US032511BP13,ANADARKO PET. 2046
US032510AC36,ANADARKO PET. 2040
US032511BK26,ANADARKO PET. 2044
US032654AK16,ANALOG DEVICES 15/45
US032654AP03,ANALOG DEVICES 16/36
US03350WAB54,ANDEAVOR/TESORO 17/47
US03512TAB70,ANGLOGLD AS.HLDGS 10/40
US035198AE02,ANGOLA 19/49 MTN 144A
US035198AC46,"ANGOLA, REP. 2048 144A"
XS1819680528,"ANGOLA, REP. 18/48 REGS"
XS2083302500,ANGOLA 19/49 MTN REGS
US035229CN10,ANHEUSER-BUSCH COS. 2043
US035229CQ41,ANHEUSER-BUSCH COS. 2033
US035229CG68,ANHEUSER-BUSCH COS. 2031
US035229CL53,ANHEUSER-BUSCH COS. 2041
US035229DA89,ANHEUSER-BUSCH COS. 2036
US035229CJ08,ANHEUSER-BUSCH COS. 2032
US035229CM37,ANHEUSER-BUSCH COS. 2042
US035229DC46,ANHEUSER-BUSCH COS. 2037
US035229CF85,ANHEUSER-BUSCH COS. 2030
US03522AAH32,ANH.B.CO/IB 19/36
US03522AAJ97,ANH.B.CO/IB 19/46
US03524BAF31,ANHEUSER-BUSCH IN. 14/44
US035242AM81,ANHEUSER-BUSCH IN. 16/36
US035242AB27,ANHEUSER-BUSCH IN. 13/43
US035242AN64,ANHEUSER-BUSCH IN. 16/46
US03523TBF49,ANH.-BUSCH INBEV 11/39
US035240AM26,ANH.-BUSCH INBEV 18/38
US035240AN09,ANH.-BUSCH INBEV 18/48
US03523TBU16,ANH.-BU.INB. 19/39
US035240AR13,ANH.-BU.INB. 19/31
US03523TBJ60,ANH.-BUSCH INBEV 11/39
US035240AS95,ANH.-BU.INB. 20/40
US03523TBV98,ANH.-BU.INB. 19/49
US03523TBT43,ANH.-BUSCH INBEV 17/48
US03523TBQ04,ANH.-BUSCH INBEV 12/42
US03523TAP30,ANH.-BUSCH INBEV 10/40
US035240AP56,ANH.-BUSCH INBEV 18/58
US036752AK91,ANTHEM 19/49
US036752AD58,ANTHEM 17/47
US036752AH62,ANTHEM 18/48
US94973VAL18,ANTHEM 06/36
US94973VAN73,ANTHEM 07/37
US94973VBK26,ANTHEM 14/44
US94973VBF31,ANTHEM 13/44
US94973VBB27,ANTHEM 12/43
US94973VAH06,ANTHEM 05/34
US94973VBL09,ANTHEM 14/54
US94973VAY39,ANTHEM 12/42
US94973VAT44,ANTHEM 2040
US037411AW56,APACHE 2040
US037411AY13,APACHE 2042
US037411BG97,APACHE 19/49
US037411AR61,APACHE 07/37
US037411BC83,APACHE 12/44
US037411BA28,APACHE 12/43
USU0044VAC01,APOLLO MAN.HLD 18/48 REGS
US037735CK16,APPALACHIAN PWR 2037 P
US037735CT25,APPALACHIAN PWR 2044 U
US037735CM71,APPALACHIAN PWR 2038 Q
US037735CG04,APPALACHIAN PWR 2036 N
US037735BZ93,APPALACHIAN PWR 2033 H
US037735CE55,APPALACHIAN PWR 2035
US037735CV70,APPALACHIAN PWR 2045 W
US037833CH12,APPLE 17/47
US037833CD08,APPLE 16/46
US037833AL42,APPLE 13/43
US037833BH21,APPLE 15/45
US037833DQ02,APPLE 19/49
US037833DD98,APPLE 17/47
US037833AT77,APPLE 14/44
US037833BA77,APPLE 15/45
US037833BW97,APPLE 16/36
US037833DG20,APPLE 17/47
US037833BX70,APPLE 16/46
US038222AP03,APP.MATERIAL 20/50
US038222AK16,APPLIED MATERIALS 15/35
US03835VAF31,APTIV 16/46
US03938LAS34,ARCELORMITTAL 2041
US03938LAP94,ARCELORMITTAL 2039
US03939AAA51,ARCH CAP.GRP 20/50
US03937LAA35,ARCH CAP. GRP 2034
US039483AT92,ARCHER DAN. MID. 2032
US039483AS10,ARCHER DAN. MID. 2031
US039483AU65,ARCHER DAN. MID. 2035
US039483BH46,ARCHER DAN. MID. 12/43
US039483AX05,ARCHER DAN. MID. 2038
US039483BQ45,ARCHER DAN. MID. 18/49
US039483BM31,ARCHER DAN. MID. 2047
ARARGE03E113,ARGENTINA 2033 DISC
ARARGE03E097,ARGENTINA 2038 PAR
ARARGE320416,ARGENTINA 2037
US040114GK09,ARGENTINA 2038 PAR
US040114HR43,ARGENTINA 18/48
US040114HN39,ARGENTINA 18/2117
USP04808AN44,ARGENTINA 17/2117 REGS
USP04808AF10,ARGENTINA 16/46 REGS C P2
XS0501194756,ARGENTINA 10/33 DISCOUNTS
XS1389124774,ARGENTUM NETHERL.16/56MTN
XS1261170515,ARGENTUM NETH.15/50FLRMTN
XS1423777215,ARGENTUM NETH.16/52FLRMTN
XS1757449753,ARGENTUM NETH.18/48FLRMTN
US040555CX04,ARIZONA PUBL.SERV. 2048
US040555CK82,ARIZONA PUBL.SERV. 2036
US040555CH53,ARIZONA PUBL.SERV. 2035
US040555CF97,ARIZONA PUBL.SERV. 2033
US040555CM49,ARIZONA PUBL.SERV. 2041
US040555CN22,ARIZONA PUBL.SERV. 2042
US041239CP71,ARKLE MASTER I. 12/60 2A1
US041239BV58,ARKLE MASTER I. 10/60 MTN
US044209AM68,ASHLAND 2043
US046003HV48,ASSOC. CORP. N.A. 2037
US04621XAK46,ASSURANT INC. 18/48 FLR
US04621XAD03,ASSURANT INC. 2034
US04622DAA90,ASSURED GUAR.HLD.2066 FLR
US04621WAA80,ASSURED GUAR.HLDGS 2034
US046353AU26,ASTRAZENECA 18/48
US046353AD01,ASTRAZENECA PLC 07/37
US046353AM00,ASTRAZENECA PLC 15/45
US046353AG32,ASTRAZENECA PLC 12/42
US048825BB81,ATL. RICHFLD 2032   01.03
US048825AY93,ATL. RICHFLD 2031   01.05
US048825AZ68,ATL. RICHFLD 2031   01.08
US049560AS49,ATMOS ENERGY 19/49
US049560AQ82,ATMOS ENERGY 19/49
US049560AP00,ATMOS ENERGY 18/48
GB00BYWLQZ51,AUDLEY FDG 16/36 MTN
US052528AL09,A.N.Z.BKG.GR 20/30 FLR
USQ0426RNE46,A.N.Z. BKG GRP 20/30 FLR
XS0595723932,A.N.Z. BKG GRP 11/31 MTN
US05348EBE86,AVALONBAY COMM. 2048 MTN
US054303AZ59,AVON PRODUCTS 13/43
US05526DBK00,B.A.T. CAPIT 19/49
US05526DBF15,B.A.T. CAP. 17/47
US05526DBQ79,B.A.T. CAPIT 20/50
US05526DBD66,B.A.T. CAP. 18/37
USU05526AM76,B.A.T. CAP. 17/47 REGS
USU05632AH41,BAE SYSTEMS HLDGS 14/44
US05523RAC16,BAE SYSTEMS  2041 144A
USP16259AN67,BBVA BANCOM 19/34 FLR
USP16259AM84,BBVA BANC.TEX. 18/33 FLR
US05541VAF31,BG ENERGY CAP. 2041 144A
USG1163HBA35,BG ENERGY CAP. 11/41 REGS
US055451AW83,BHP BILLITON F. 2075 FLR
US055451AR98,BHP BILLITON F. 12/42
US055451AV01,BHP BILLITON F. 13/43
USQ12441AB91,BHP BILLITON F. 15/75 FLR
USQ12441AA19,BHP BILLITON F. 15/75 FLR
US09659T2A84,BNP PARIBAS 2033 MTN 144A
US09659X2K76,BNP PARIBAS 20/31 FLR MTN
US09660V2A05,BNP PARIBAS 18/33MTN REGS
US09659W2K94,BNP PARIBAS 20/31 FLR MTN
US10373QBG47,BP CAP.MK.AM 20/50
USG06905AF32,BACARDI 18/38 REGS
USG06905AG15,BACARDI 18/48 REGS
XS1110833123,BAHRAIN 14/44 REGS
XS1675862103,BAHRAIN 17/47 REGS
XS2058948451,BAHRAIN 19/31 MTN REGS
US057224AZ09,BAKER HUGHES HLDGS 2040
US05723KAF75,BAK.HUG./CO-O. 18/47
USU05693AC75,BAK.HUG./CO-O. 17/47 REGS
US059165EK25,BALTIMORE GAS EL. 18/48
US059165EC09,BALTIMORE GAS EL. 07/36
US059165EJ51,BALTIMORE GAS EL.17/47
XS1824263260,BBVA 18/33 MTN
US05962GAF63,BCO MERCANT.D.N. 2031 FLR
USP14008AC36,BCO MERCANT.D.N. 16/31FLR
USY0606WCA63,BANGK.BK HK 19/34FLR REGS
US06051GHS12,BK AMERICA 19/50 FLR MTN
US06051GHV41,BK AMERICA 19/30 FLR
US06051GJE08,BK AMERICA 20/41 FLR
US06050XA944,BANK AMERI. 2038
US060505DL55,BANK AMERI. 2037
US06050WHJ71,BK OF AMER.CORP 2040
US06051GGG82,BANK AMERI. 2048 FLR MTN
US06051GFG91,BK OF AMER.CORP 14/44 MTN
US06051GJB68,BK AMERICA 20/31 FLR MTN
US06051GEN51,BK OF AMER.CORP 2042 MTN
US06051GHA04,BANK AMERI. 2049 FLR
US06051GFQ73,BK OF AMER.CORP 2045 MTN
US06051GFC87,BK OF AMER.CORP 14/44 MTN
US06051GGM50,BANK AMERI.17/38 FLR MTN
US06051GHU67,BK AMERICA  19/40 FLR
US06051GJA85,BK AMERICA 20/51 FLR
US63858SBC26,BK OF AMER.CORP 2037 MTN
US06050TJZ66,BK OF AMER.NA 2036 MTN
US06368BGS16,BK MONTREAL 17/32 FLR
XS1315101953,BK MONTREAL 15/45 ZO
XS0614696218,BARC 12/42 ZO MTN
XS0989772362,BARC 14/44 ZO MTN
US06738EBM66,BARCLAYS 20/31 FLR
US06738EAJ47,BARCLAYS 2045
US06738EAV74,BARCLAYS 17/47
XS1397877652,BARCLAYS 16/36 MTN
XS1414837572,BARCLAYS 16/41 MTN
US06849UAD72,BARRIK (PD) AUSTR. 09/39
US067901AH18,BARRICK GOLD 2042
US067901AA64,BARRICK GOLD CORP.04/34 A
US725906AN18,BARRICK GOLD 03/35
US725906AH40,BARRICK GOLD 2033
USP1619PAB42,BARRICK ITL (BB)06/36REGS
US06849RAK86,BARRICK N.A.FIN.2043
US06849RAC60,BARRICK N.A.FIN. 08/38
US06849RAG74,BARRICK N.A.FIN. 11/41
USU06865AA44,BASIN EL.POWER 17/47 REGS
US07177MAN39,BAXALTA 2045
US071813BG33,BAXTER INTL 13/43
US071813BE84,BAXTER INTL 2042
US071813AX74,BAXTER INTL 2037
US07274NAN30,BAY.US FI.II. 2038 144A
US07274NAQ60,BAY.US FI.II. 2048 144A
USU07265AG34,BAY.US FI.II. 18/38 REGS
USU07265AH17,BAY.US FI.II. 18/48 REGS
USU07265AX66,BAY.US FI.II. 18/44 REGS
USU07265AZ15,BAY.US FI.II. 18/64 REGS
DE000BLB7T41,BAY.LDSBK.IS. 19/33
DE000BLB7UA4,BAY.LDSBK.IS. 19/32
US072863AC76,BAYL.SCOTT+WHITE HDGS2045
US349631AN19,BEAM INC.      2036
US075887BG35,"BECTON,DICKINS. 2044"
US075887BX67,"BECTON,DICKINS. 2047"
US075887BM03,"BECTON,DICKINS. 15/44"
US075896AC47,BED BATH + BEY. 14/44
US075896AB63,BED BATH + BEY. 14/34
XS2120882183,BELARUS 20/31 REGS
USP16394AG62,"BELIZE, GOV.OF 13/34 REGS"
US0778FPAB50,BELL CANADA 19/49
US0778FPAA77,BELL CANADA 2048 MTN
US078167BA02,BELL TEL. PENNSYL. 2031
US078167AZ61,BELL TEL. PENNSYL. 2030
US079860AD40,BELLSOUTH CORP. 01/31
US079860AK82,BELLSOUTH CORP. 04/34
US079860AE23,BELLSOUTH CORP. 04/34
US079867AN74,BELLSOUTH TELECOM. 2045
US079867AP23,BELLSOUTH TELECOM. 2095
US079857AF50,BELLSOUTH 2097
US084659AQ40,BERKSHIRE H.E. 2049 144A
US084659AR23,BERKSH.HATH. 19-49
US084659AP66,BERKSHIRE H.E. 2048
US084659AF84,BERKSHIRE HATH.ERGY 2045
US59562VAP22,BERKSHIRE HATH.ERGY 07/37
US59562VAM90,BERKSHIRE HATH.ERGY 06/36
US59562VBD82,BERKSHIRE HATH.ERGY 2043
US59562VAR87,BERKSHIRE HATH.ERGY 2037
USU0740LAL90,BERKSH.HATH. 20/50 REGS
USU0740LAK18,BERKSH.HATH. 20/30 REGS
USU0740LAH88,BERKSHIRE H.E. 18/49 REGS
US084664BV29,BERKSHIRE HATH.FIN.13/43
US084664CR08,BERK.HATH.F. 19/49
US084664CQ25,BERKSHIRE HATH.FIN.18/48
US084664BL47,BERKSHIRE HATH. FIN.10/40
US084664BU46,BERKSHIRE HATH.FIN.12/42
US084670BK32,BERKSHIRE HATHAWAY 13/43
US12614QAK13,CPC INTL 2097 F MTN
US09062XAD57,BIOGEN INC. 15/45
US092113AQ27,BLACK HILLS 18/33
USU09254AD28,BLACKST.HLDGS FIN. 15/45
USU09254AC45,BLACKST.HLDGS FIN. 14/44
USU0925QAD35,BLACKST.HLDGS FIN. 17/47
USU0925QAF82,BLACKST. HFC 19/49 REGS
US097023CX16,BOEING 20/60
US097023CE35,BOEING CO. 19/39
US097023CJ22,BOEING 19/34
US097023AN51,BOEING CO. 2043     15.10
US097023AQ82,BOEING CO. 2042
US097023CK94,BOEING 19/49
US097023AX34,BOEING CO. 2039
US097023AG01,BOEING CO. 2031     15.11
US097023CF00,BOEING CO. 19/59
US097023BS30,BOEING CO. 16/46
US097023BV68,BOEING CO. 17/47
US097023AS49,BOEING CO. 2038
US097023BL86,BOEING CO. 15/45
US097023CV59,BOEING 20/40
US097023AK13,BOEING CO. 2043     15.04
US097023AU94,BOEING CO. 2033
US097023BK04,BOEING CO. 2035
US097023CW33,BOEING 20/50
US097023AE52,BOEING CO. 2031
US097023BA22,BOEING CO. 09/40
US097023BZ72,BOEING CO. 18/48
US097023BY08,BOEING CO. 18/38
US097023CB95,BOEING CO. 18/48
USC10602AJ68,BOMBARDIER INC.04/34 REGS
US099724AH99,BORGWARNER INC. 15/45
US10103DAC02,BOSTON MED.CENT. 2047
US101137AT41,BOSTON SCIEN 19/39
US101137AL15,BOSTON SCIENTIFIC 2040
US101137AE71,BOSTON SCIENTIFIC 2035
US101137AU14,BOSTON SCIEN 19/49
US105756BW95,BRAZIL 14/45
US105756BB58,BRAZIL 04/34
US105756BK57,BRAZIL 06/37
US105756BR01,BRAZIL 09/41
US105756CB40,BRAZIL 19/50
US10554CAA09,BRASKEM AMERICA FIN. 2041
USU1065PAA94,BRASKEM AMERICA FIN.11/41
US10554TAE55,BRASKEM NLDS 19/50 144A
USN15516AE23,BRASKEM NLDS 19/50 REGS
US10922NAF06,BRIGHTHOUSE FI. 2047
USU6225NAB83,BRIGHTHOUSE FI.17/47 REGS
US110122AU20,BRISTOL-MYERS 12/42
US110122AQ18,BRISTOL-MYERS 08/38
US110122AX68,BRISTOL-MYERS 13/44
US110122AP35,BRISTOL-MYERS 2036
USU11009BC71,BRISTOL-MYERS 19/39 REGS
USU11009BD54,BRISTOL-MYERS 19/49 REGS
USU1105EAA65,BRITISH AIRW.18-1A 18/33A
USU1105WAA63,BRITISH AIRW.18-1A 18/33A
US111021AE12,BRIT. TELECOMM. 00/30
