,ISIN,NAME
19014,CH0479514280,Deutsche Bahn Finance GmbH SF-Med.Term Nts.v.2019(2034)
19015,XS2022093517,OMV AG EO-Medium-Term Notes 2019(34)
19016,XS2021470898,Transurban Finance Co. Pty Ltd EO-Medium-Term Nts 2019(19/34)
19017,XS2024716099,Deutsche Telekom AG MTN v.2019(2034)
19018,XS1641623381,Heathrow Funding Ltd. EO-FLR MTN 2017(32.34) S.35
19019,XS1645518736,Annington Funding PLC LS-Medium-Term Nts 2017(17/34)
19020,US577778CE17,Macy&#39;s Inc. DL-Notes 2004(04/34)
19021,US075896AB63,Bed Bath &amp; Beyond Inc. DL-Notes 2014(14/34)
19022,DE000A2YNZY4,Daimler AG Medium Term Notes v.19(34)
19023,XS2049616894,Siemens Finan.maatschappij NV EO-Medium-Term Notes 2019(34)
19024,XS2049146215,Vier Gas Transport GmbH Med.Term.Notes v.2019(19/34)
19025,DE000A2R7JE1,Vonovia Finance B.V. EO-Medium-Term Nts 2019(34/34)
19026,FR0013409174,VINCI S.A. LS-Med.-T. Nts 2019(19/34)
19027,FR0013447638,La Poste 34
19028,US87927VAM00,Telecom Italia Capital S.A. DL-Notes 2004(04/34)
19029,US260543CK73,"Dow Chemical Co., The DL-Notes 2014(14/34)"
19030,XS2057845518,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2019(34)
19031,FR0012199081,RTE R&#233;seau de Transp.d&#39;Electr. EO-Med. Term Notes 2014(14/34)
19032,XS2058888616,EXOR N.V. EO-Notes 2019(19/34)
19033,XS1028941893,Merck &amp; Co. Inc. EO-Notes 2014(14/34)
19034,XS2066706735,ENEL Finance Intl N.V. EO-Med.-Term Notes 2019(19/34)
19035,FR0013457058,Action Logement Services SAS EO-Medium-Term Nts 2019(34)
19036,US92343VCQ59,Verizon Communications Inc. DL-Notes 2014(14/34)
19037,US35671DBJ37,Freeport-McMoRan Inc. DL-Notes 2014(14/34)
19038,XS2081016763,BP Capital Markets PLC EO-Medium-Term Nts 2019(34)
19039,USG01719AF39,Alibaba Group Holding Ltd. DL-Notes 2014(14/34) Reg.S
19040,US01609WAR34,Alibaba Group Holding Ltd. DL-Notes 2015(15/34)
19041,DE000A254P69,LEG Immobilien AG Medium Term Notes v.19(19/34)
19042,XS1143270343,Vodafone Group PLC EO-Med.-Term Notes 2014(34)
19043,US81180WAN11,Seagate HDD Cayman DL-Notes 2014(14/34)
19044,US49456BAG68,Kinder Morgan Inc. DL-Notes 2014(14/34)
19045,XS2089229806,Merlin Properties SOCIMI S.A. EO-Medium-T.Notes 2019(19/34)
19046,US023135AP19,Amazon.com Inc. DL-Notes 2014(14/34)
19047,US254687DZ66,"Walt Disney Co., The DL-Notes 2019(34)"
19048,US026874DC84,American International Grp Inc DL-Notes 2015(15/35)
19049,BE6301511034,Anheuser-Busch InBev S.A./N.V. EO-Medium-Term Nts 2018(18/35)
19050,US097023CP81,Boeing Co. DL-Notes 2019(19/35)
19051,XS1884008928,National Grid Electr.Trans.PLC LS-Medium T. Nts 2019(19/35)
19052,XS2112475921,Prologis Euro Finance LLC EO-Notes 2020(20/35)
19053,XS0211568331,Bank of Scotland PLC EO-FLR Med.-T. Nts 2005(35)
19054,XS0210172721,NB Finance Ltd. EO-FLR Med.-Term Nts 2005(35)
19055,US594918BC73,Microsoft Corp. DL-Notes 2015(15/35)
19056,XS2117454871,Telenor ASA EO-Medium-Term Nts 2020(20/35)
19057,XS1190624202,Equinor ASA EO-Medium-Term Nts 2015(15/35)
19058,XS1193213953,Telia Company AB EO-Med.-Term Notes 2015(15/35)
19059,XS0211284491,Co&#246;peratieve Rabobank U.A. EO-FLR Med.-Term Nts 2005(35)
19060,US02364WAJ45,Am&#233;rica M&#243;vil S.A.B. de C.V. DL-Notes 2005(05/35)
19061,US984121CL51,Xerox Corp. DL-Notes 2015(15/35)
19062,XS1197273755,Mondelez International Inc. EO-Notes 2015(15/35)
19063,XS1197833137,"Coca-Cola Co., The EO-Notes 2015(15/35)"
19064,US65334HAE27,CNOOC Petroleum N. America ULC DL-Notes 2005(05/35)
19065,FR0012602779,Engie S.A. EO-Med.-Term Notes 2015(15/35)
19066,XS1196380031,AT &amp; T Inc. EO-Notes 2015(15/35)
19067,US00507UAT88,Allergan Funding SCS DL-Notes 2015(15/35)
19068,XS1200679667,Berkshire Hathaway Inc. EO-Notes 2015(15/35)
19069,US37045VAH33,General Motors Co. DL-Notes 2014(14/35)
19070,US822582BE14,Shell International Finance BV DL-Notes 2015(15/35)
19071,CH0270191007,Novartis AG SF-Anl. 2015(35)
19072,XS2170609072,GlaxoSmithKline Cap. PLC LS-Medium-Term Nts 2020(20/35)
19073,US00287YAR09,AbbVie Inc. DL-Notes 2015(15/35)
19074,FR0013512449,Suez 35
19075,XS1226748512,Bristol-Myers Squibb Co. EO-Notes 2015(15/35)
19076,US00206RCP55,AT &amp; T Inc. DL-Notes 2015(15/35)
19077,USP7807HAQ85,Petr&#243;leos de Venezuela S.A. DL-Notes 2012(33-35) Reg.S
19078,US747525AJ27,QUALCOMM Inc. DL-Notes 2015(15/35)
19079,XS1412266907,Johnson &amp; Johnson EO-Notes 2016(16/35)
19080,US706451BG56,Petr&#243;leos Mexicanos (PEMEX) DL-Bonds 2006(06/35)
19081,US59156RAM07,MetLife Inc. DL-Notes 2005(05/35)
19082,US655422AV53,Glencore Canada Corp. DL-Debts 2005(35)
19083,US20030NAF87,Comcast Corp. DL-Notes 2005(05/35)
19084,US177342AL65,Frontier Communications Corp. DL-Debts. 1995(35)
19085,US026874DE41,American International Grp Inc DL-Notes 2015(15/35)
19086,US91324PCQ37,UnitedHealth Group Inc. DL-Notes 2015(15/35)
19087,US50077LAL09,Kraft Heinz Foods Co. DL-Notes 2016(16/35)
19088,XS2102380776,Deutsche Bahn Finance GmbH Medium-Term Notes 2020(35)
19089,US126650CM08,CVS Health Corp. DL-Notes 2015(15/35)
19090,US84265VAA35,Southern Copper Corp. DL-Notes 2006(06/35)
19091,XS1720052254,Emi.SembCorp Wtr a.Pwr Co.PJSC DL-Bonds 2017(17/29-35) Reg.S
19092,USY71548AX22,PTT PCL DL-Notes 2005(35) Reg.S
19093,US931142CB75,Walmart Inc. DL-Notes 2005(35)
19094,US375558BG78,Gilead Sciences Inc. DL-Notes 2015(15/35)
19095,USP3143NAG99,Corp.Nacion.del Cobre de Chile DL-Notes 2005(35) Reg.S
19096,US038222AK16,Applied Materials Inc. DL-Notes 2015(15/35)
19097,US42824CAX74,Hewlett Packard Enterprise Co. DL-Notes 2016(16/35)
19098,US161175AZ73,Charter Com.Oper.LLC/Cap.Corp. DL-Notes 2016(17/35)
19099,XS1405769727,Verizon Communications Inc. LS-Notes 2016(16/35)
19100,US594918BK99,Microsoft Corp. DL-Notes 2015(15/35)
19101,US36164QNA21,GE Capital Internat. Funding DL-Med.-T. Nts 2016(35)
19102,US406216BJ98,Halliburton Co. DL-Notes 2015(15/35)
19103,US58013MEZ32,McDonald&#39;s Corp. DL-Medium-Term Nts 2015(15/35)
19104,US92826CAE21,VISA Inc. DL-Notes 2015(15/35)
19105,US254687EB89,"Walt Disney Co., The DL-Notes 2019(19/35)"
19106,US92343VCV45,Verizon Communications Inc. DL-Notes 2015(15/36)
19107,US88163VAD10,Teva Pharmaceutical Fin.Co.LLC DL-Notes 2006(06/36)
19108,US035242AM81,Anheuser-Busch InBev Fin. Inc. DL-Notes 2016(16/36)
19109,US03522AAH32,An.Bu.Cos.LLC/An.Bu.I.B.Ww.Inc DL-Notes 2019(19/36)
19110,US037833BW97,Apple Inc. DL-Notes 2016(16/36)
19111,US478160BU72,Johnson &amp; Johnson DL-Notes 2016(16/36)
19112,XS1377228959,Motability Operations Grp PLC LS-Medium-Term Notes 2016(36)
19113,XS1960589155,Heathrow Funding Ltd. EO-FLR Med.-T. Nts 19(34.36) A
19114,BE6285457519,Anheuser-Busch InBev N.V./S.A. EO-Medium-Term Nts 2016(16/36)
19115,XS1757830085,Dwr Cymru (Financing) Ltd. LS-Med.-T. Nts 18(19/36) Cl.B7
19116,US37045VAK61,General Motors Co. DL-Notes 2016(16/36)
19117,US59562VAM90,Berkshire Hathaway Energy Co. DL-Notes 2006(06/36)
19118,FR0013152907,RTE R&#233;seau de Transp.d&#39;Electr. EO-Medium-Term Nts 2016(16/36)
19119,XS1401197253,Unibail-Rodamco-Westfield SE EO-Medium-Term Nts 2016(16/36)
19120,US925524AX89,ViacomCBS Inc. DL-Debts 2006(06/36)
19121,XS1408421763,Philip Morris Internat. Inc. EO-Notes 2016(16/36)
19122,US00287YAV11,AbbVie Inc. DL-Notes 2016(16/36)
19123,XS2022425024,SNCF R&#233;seau EO-Medium-Term-Notes 2019(36)
19124,XS1420379551,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2016(36)
19125,US29078EAA38,Embarq Corp. DL-Notes 2006(06/36)
19126,XS1432384409,TenneT Holding B.V. EO-Med.-Term Notes 2016(16/36)
19127,US842587CW55,The Southern Co. DL-Notes 2016(16/36)
19128,US501797AM65,L Brands Inc. DL-Notes 2016(16/36)
19129,USU2526DAE95,Dell Intern. LLC/EMC Corp. DL-Notes 2016(16/36) Reg.S
19130,US68389XBH70,Oracle Corp. DL-Notes 2016(16/36)
19131,US20030NBT72,Comcast Corp. DL-Notes 2016(16/36)
19132,US87927VAR96,Telecom Italia Capital S.A. DL-Notes 2006(06/36)
19133,US594918BS26,Microsoft Corp. DL-Notes 2016(16/36)
19134,US375558BJ18,Gilead Sciences Inc. DL-Notes 2016(16/36)
19135,US539830AR02,Lockheed Martin Corp. DL-Notes 2006(06/36)
19136,XS1485643610,"Coca-Cola Co., The EO-Notes 2016(16/36)"
19137,XS1629866432,AT &amp; T Inc. EO-Notes 2017(17/36)
19138,FR0013213303,Electricit&#233; de France (E.D.F.) EO-Med.-Term Notes 2016(16/36)
19139,USP3143NAH72,Corp.Nacion.del Cobre de Chile DL-Notes 2006(36) Reg.S
19140,XS1708168890,Verizon Communications Inc. LS-Notes 2017(17/36)
19141,XS1513062411,Merck &amp; Co. Inc. EO-Notes 2016(16/36)
19142,XS1515222468,Equinor ASA EO-Medium-Term Nts 2016(16/36)
19143,US959802AH24,Western Union Co. DL-Notes 2007(07/36)
19144,US91911TAH68,Vale Overseas Ltd. DL-Notes 2006(06/36)
19145,US002824BG43,Abbott Laboratories DL-Notes 2016(16/36)
19146,XS1529684349,Gas Networks Ireland EO-Med.-Term Notes 2016(16/36)
19147,US032654AP03,Analog Devices Inc. DL-Notes 2016(16/36)
19148,US717081EC37,Pfizer Inc. DL-Notes 2016(16/36)
19149,US437076AS19,"Home Depot Inc., The DL-Notes 2006(06/36)"
19150,US037411AR61,Apache Corp. DL-Notes 2007(07/37)
19151,US013817AK77,Howmet Aerospace Inc. DL-Notes 2007(07/37)
19152,US594918BZ68,Microsoft Corp. DL-Notes 2017(17/37)
19153,US92857WAQ33,Vodafone Group PLC DL-Notes 2007(07/37)
19154,US00206RDR03,AT &amp; T Inc. DL-Notes 2017(17/37)
19155,US478160CF96,Johnson &amp; Johnson DL-Notes 2017(17/37)
19156,US742718DF34,"Procter &amp; Gamble Co., The DL-Notes 2007(07/37)"
19157,US20030NAM39,Comcast Corp. DL-Notes 2006(06/37)
19158,US92343VDU52,Verizon Communications Inc. DL-Notes 2017(17/37)
19159,FR0011225150,Electricit&#233; de France (E.D.F.) LS-Notes 2012(37)
19160,XS0294367205,Petr&#243;leos de Venezuela S.A. DL-Notes 2007(07/37)
19161,US65334HAG74,CNOOC Petroleum N. America ULC DL-Notes 2007(37)
19162,US59562VAP22,Berkshire Hathaway Energy Co. DL-Notes 2007(07/37)
19163,XS1612543394,General Electric Co. EO-Notes 2017(17/37)
19164,BE6295395956,Anheuser-Busch InBev S.A./N.V. LS-Medium-Term Nts 2017(17/37)
19165,XS1388864503,SNCF R&#233;seau EO-Medium-Term-Notes 2016(37)
19166,XS1619568998,Unibail-Rodamco-Westfield SE EO-Medium-Term Nts 2017(17/37)
19167,US912909AD03,United States Steel Corp. DL-Notes 2007(07/37)
19168,XS0308427581,DP World PLC DL-Med.-Term Nts 2007(37)Reg.S
19169,DE000A2GSCX1,Daimler AG Medium Term Notes v.17(37)
19170,XS1651072099,Thermo Fisher Scientific Inc. EO-Notes 2017(17/37)
19171,FR0013269966,Infra Park S.A.S. EO-Bonds 2017(17/37)
19172,US36962G3A02,General Electric Co. DL- Med.-Term Notes 2007(37)
19173,USN57445AB99,Minejesa Capital B.V. DL-Notes 2017(32-37) Reg.S
19174,US931142CK74,Walmart Inc. DL-Notes 2007(37)
19175,US478160AN49,Johnson &amp; Johnson DL-Notes 2007(07/37)
19176,US20030NAV38,Comcast Corp. DL-Notes 2007(07/37)
19177,US05526DBD66,B.A.T. Capital Corp. DL-Notes 2018(18/37)
19178,US00206RFW79,AT &amp; T Inc. DL-Notes 2018(18/37)
19179,XS0316524130,Gaz Capital S.A. DL-Loan Par.MTN 07(07/37)Reg.S
19180,US023135BF28,Amazon.com Inc. DL-Notes 2017(17/37)
19181,US00206RAD44,AT &amp; T Inc. DL-Notes 2007(07/37)
19182,USL2967VCZ69,ENEL Finance Intl N.V. DL-Notes 2007(07/37) Reg.S
19183,US25470DAS80,Discovery Communications LLC DL-Notes 2017(17/37)
19184,FR0013284270,Engie S.A. EO-Med.-Term Notes 2017(17/37)
19185,USU38266AA75,Goodman US Finance Four LLC DL-Notes 2017(17/37) Reg.S
19186,US58013MEC47,McDonald&#39;s Corp. DL-Medium-Term Nts 2007(07/37)
19187,FR0013290749,RTE R&#233;seau de Transp.d&#39;Electr. EO-Medium-Term Nts 2017(17/37)
19188,FR0010535567,Veolia Environnement S.A. LS-Med.-Term Nts 2007(37)
19189,XS0327443627,E.ON Intl Finance B.V. LS-Medium-Term Notes 2007(37)
19190,XS1707075245,Nestl&#233; Finance Intl Ltd. EO-Med.-Term Notes 2017(17/37)
19191,XS1716245094,Philip Morris Internat. Inc. EO-Notes 2017(17/37)
19192,USG87621AL52,Tesco PLC DL-Notes 2007(07/37) Reg.S
19193,USC98874AE77,Glencore Finance (Canada) Ltd. DL-Notes 2007(07/37) Reg.S
19194,XS1718417717,BASF SE MTN v.2017(2017/2037)
19195,US68389XBP96,Oracle Corp. DL-Notes 2017(17/37)
19196,US254687EH59,"Walt Disney Co., The DL-Notes 2019(19/37)"
19197,US02364WAP05,Am&#233;rica M&#243;vil S.A.B. de C.V. DL-Notes 2007(07/37)
19198,XS1721422902,Vodafone Group PLC EO-Medium-Term Notes 2017(37)
19199,US01609WAU62,Alibaba Group Holding Ltd. DL-Notes 2017(18/37)
19200,US36962G3P70,General Electric Co. DL-Medium-Term Notes 2008(38)
19201,US494550AW68,Kinder Morgan En.Partners L.P. DL-Notes 2007(07/38)
19202,XS1708335978,Verizon Communications Inc. EO-Notes 2017(17/38)
19203,US478160CL64,Johnson &amp; Johnson DL-Notes 2017(17/38)
19204,XS0876756452,Standard Chartered PLC LS-Medium-Term Notes 2013(38)
19205,US88032XAH70,Tencent Holdings Ltd. DL-Med.-Term Nts18(18/38)Reg.S
19206,XS1952158472,Morhomes PLC LS-Med.-T. Nts 2019(19/38.40)
19207,XS0350890470,GE Capital Europ.Fund.Unltd.Co EO-Medium-Term Notes 2008(38)
19208,US20030NCJ81,Comcast Corp. DL-Notes 2018(18/38)
19209,US097023BY08,Boeing Co. DL-Notes 2018(18/38)
19210,US58013MEF77,McDonald&#39;s Corp. DL-Medium-Term Nts 2008(08/38)
19211,US87938WAV54,Telefonica Emisiones S.A.U. DL-Notes 2018(18/38)
19212,XS1574954530,Citigroup Glob.Mkts Hldgs Inc. MN-Zo Medium-Term Nts 2018(38)
19213,US893830AT68,Transocean Inc. DL-Notes 2007(07/38)
19214,XS1785813251,Chubb INA Holdings Inc. EO-Notes 2018(18/38)
19215,FR0013324373,Sanofi S.A. EO-Medium-Term Nts 2018(18/38)
19216,DE000A19X8C0,Vonovia Finance B.V. EO-Medium-Term Nts 2018(18/38)
19217,US126650CY46,CVS Health Corp. DL-Notes 2018(18/38)
19218,XS1789759195,Richemont Intl Holding S.A. EO-Notes 2018(18/38)
19219,XS1586228824,BNG Bank N.V. EO-Medium-Term Notes 2017(38)
19220,US37045VAP58,General Motors Co. DL-Notes 2017(17/38)
19221,US931142CM31,Walmart Inc. DL-Notes 2008(38)
19222,US24702RAF82,Dell Inc. DL-Notes 2008(08/38)
19223,US035240AM26,Anheuser-Busch InBev Ww Inc. DL-Notes 2018(18/38)
19224,US55336VAM28,MPLX L.P. DL-Notes 2018(18/38)
19225,US68389XAE58,Oracle Corp. DL-Notes 2008(08/38)
19226,US370334CH52,General Mills Inc. DL-Notes 2018(18/38)
19227,US06051GGM50,Bank of America Corp. DL-FLR Med.-T.Nts 2017(17/38)
19228,USN3033QAU69,E.ON Intl Finance B.V. DL-Notes 2008(08/38) Reg.S
19229,FR0013333002,Unibail-Rodamco SE EO-Medium-Term Nts 2018(18/38)
19230,US46625HHF01,JPMorgan Chase &amp; Co. DL-Notes 2008(38)
19231,US00206RAN26,AT &amp; T Inc. DL-Notes 2008(08/38)
19232,USG06905AF32,Bacardi Ltd. DL-Notes 2018(18/38) Reg.S
19233,US89352HAX70,TransCanada PipeLines Ltd. DL-Notes 2018(18/38)
19234,US20825CAP95,ConocoPhillips DL-Notes 2008(08/38)
19235,US718172AC39,Philip Morris Internat. Inc. DL-Notes 2008(38)
19236,XS2180009081,AT &amp; T Inc. EO-Notes 2020(20/38)
19237,US49271VAC46,Keurig Dr Pepper Inc. DL-Notes 2019(19/38)
19238,US92857WBL37,Vodafone Group PLC DL-Notes 2018(18/38)
19239,US92334NAC74,Veolia Environnement S.A. DL-Notes 2008(08/38)
19240,US87927VAV09,Telecom Italia Capital S.A. DL-Notes 2008(08/38)
19241,US706451BR12,Petr&#243;leos Mexicanos (PEMEX) DL-Notes 2009(09/38)
19242,US29278NAD57,Energy Transfer Operating L.P. DL-Notes 2018(18/38)
19243,USN2557FFM16,Deutsche Telekom Intl Fin.B.V. DL-Notes 2018(18/38) Reg.S
19244,US07274NAN30,Bayer US Finance II LLC DL-Notes 2018(18/38) 144A
19245,USU07265AG34,Bayer US Finance II LLC DL-Notes 2018(18/38) Reg.S
19246,US931142EB57,Walmart Inc. DL-Notes 2018(18/38)
19247,US61744YAL20,Morgan Stanley DL-FLR Notes 2017(17/38)
19248,US46647PAJ57,JPMorgan Chase &amp; Co. DL-FLR Notes 2017(17/38)
19249,US606822BB97,Mitsubishi UFJ Finl Grp Inc. DL-Notes 2018(38)
19250,XS1769041606,Novartis Finance S.A. EO-Notes 2018(18/38)
19251,FR0013357860,Cie G&#233;nle &#201;ts Michelin SCpA EO-Obl. 2018(18/38)
19252,US907818EV64,Union Pacific Corp. DL-Notes 2018(18/38)
19253,US406216AW19,Halliburton Co. DL-Notes 2008(08/38)
19254,US717081EJ89,Pfizer Inc. DL-Notes 2018(18/38)
19255,XS2051734981,National Grid Electr.Trans.PLC LS-Medium T. Nts 2019(19/38)
19256,USF2893TAV82,Electricit&#233; de France (E.D.F.) DL-Notes 2018(18/38) Reg.S
19257,USU74078CC58,Nestl&#233; Holdings Inc. DL-Notes 2018(18/38) Reg.S
19258,FR0013368172,RTE R&#233;seau de Transp.d&#39;Electr. EO-Medium-Term Nts 2018(18/38)
19259,FR0013371549,A&#233;roports de Paris S.A. EO-Obl. 2018(18/38)
19260,US20030NCL38,Comcast Corp. DL-Notes 2018(18/38)
19261,XS1900752905,"Procter &amp; Gamble Co., The EO-Bonds 2018(18/38)"
19262,US38148YAA64,"Goldman Sachs Group Inc., The DL-FLR Notes 2017(18/38)"
19263,US205887CD22,ConAgra Brands Inc. DL-Notes 2018(18/38)
19264,US913017CW70,Raytheon Technologies Corp. DL-Notes 2018(18/38)
19265,XS1910948675,Volkswagen Intl Finance N.V. EO-Notes 2018(38)
19266,XS0408304995,GE Capital UK Funding Unltd.Co LS-Medium-Term Notes 2009(39)
19267,US03523TBF49,Anheuser-Busch InBev Ww Inc. DL-Notes 2011(11/39)
19268,US8935268Z94,TransCanada PipeLines Ltd. DL-Notes 2009(09/39)
19269,US03523TBU16,Anheuser-Busch InBev Ww Inc. DL-Notes 2019(19/39)
19270,US172967LU33,Citigroup Inc. DL-FLR Notes 2018(18/39)
19271,USF2893TAC02,Electricit&#233; de France (E.D.F.) DL-Notes 2009(39) Reg.S
19272,US50076QAR74,Kraft Heinz Foods Co. DL-Notes 2012(39)
19273,US58013MEH34,McDonald&#39;s Corp. DL-Medium-Term Nts 2009(09/39)
19274,US20825CAQ78,ConocoPhillips DL-Notes 2009(09/39)
19275,US031162BA71,Amgen Inc. DL-Notes 2009(39)
19276,US02209SBE28,Altria Group Inc. DL-Notes 2019(19/39)
19277,US00206RAS13,AT &amp; T Inc. DL-Notes 2009(09/39)
19278,XS1955187932,Siemens Finan.maatschappij NV EO-Medium-Term Notes 2019(39)
19279,US00206RHK14,AT &amp; T Inc. DL-Notes 2019(19/39)
19280,US097023CE35,Boeing Co. DL-Notes 2019(19/39)
19281,US101137AT41,Boston Scientific Corp. DL-Notes 2019(19/39)
19282,US606822BE37,Mitsubishi UFJ Finl Grp Inc. DL-Notes 2019(39)
19283,XS1960678685,Medtronic Global Holdings SCA EO-Notes 2019(19/39)
19284,US58933YAV74,Merck &amp; Co. Inc. DL-Notes 2019(19/39)
19285,US717081CY74,Pfizer Inc. DL-Notes 2009(09/39)
19286,US92343VDR24,Verizon Communications Inc. DL-Notes 2017(17/39)
19287,US571748BH49,Marsh &amp; McLennan Cos. Inc. DL-Notes 2019(19/39)
19288,US532457BS64,Eli Lilly and Company DL-Notes 2019(19/39)
19289,US882508BF00,Texas Instruments Inc. DL-Notes 2019(19/39)
19290,US717081EU35,Pfizer Inc. DL-Notes 2019(19/39)
19291,DE000A2LQRS3,Deutsche Telekom AG MTN v.2019(2039)
19292,USU57346AD76,Mars Inc. DL-Notes 2019(19/39) Reg.S
19293,XS1982113463,Saudi Arabian Oil Co. DL-Med.-Term Nts 2019(39)Reg.S
19294,US61744YAR99,Morgan Stanley DL-FLR Med.-T. Nts 2018(18/39)
19295,US38141GXA74,"Goldman Sachs Group Inc., The DL-FLR Notes 2018(18/39)"
19296,US654902AC90,Nokia Oyj DL-Notes 2009(09/39)
19297,US459200KB68,Intl Business Machines Corp. DL-Notes 2019(19/39)
19298,XS1843436145,Fidelity Natl Inform.Svcs Inc. EO-Notes 2019(19/39)
19299,XS2002019060,Vodafone Group PLC EO-Medium-Term Notes 2019(39)
19300,XS2004381245,Total Capital Intl S.A. EO-Medium-Term Nts 2019(19/39)
19301,US594918AD65,Microsoft Corp. DL-Notes 2009(39)
19302,XS2002491863,TenneT Holding B.V. EO-Med.-Term Notes 2019(19/39)
19303,XS2008925344,Unilever PLC EO-Medium-Term Notes 2019(39)
19304,XS2010331101,John Deere Cash Mgmt S.a.r.L. EO-Medium-Term Notes 2019(39)
19305,US88732JAU25,Time Warner Cable LLC DL-Debts 2009(09/39)
19306,USU11009BC71,Bristol-Myers Squibb Co. DL-Notes 2019(19/39) Reg.S
19307,US404119BY43,HCA Inc. DL-Notes 2019(19/39)
19308,XS2013626010,Zurich Finance (Ireland) DAC EO-Medium-Term Nts 2019(39/39)
19309,XS2014278944,Berkshire Hathaway Fin. Corp. LS-Notes 2019(19/39)
19310,XS2015329498,Investor AB EO-Med.-Term Notes 2019(19/39)
19311,FR0013428513,Engie S.A. EO-Medium-Term Nts 2019(19/39)
19312,XS2193666125,Deutsche Bahn Finance GmbH Medium-Term Notes 2020(39)
19313,XS2020583618,Telefonica Emisiones S.A.U. EO-Medium-Term Nts 2019(19/39)
19314,XS2020670936,Medtronic Global Holdings SCA EO-Notes 2019(19/39)
19315,XS0437306904,innogy Finance B.V. LS-Medium-Term Notes 2009(39)
19316,XS0438844093,EnBW International Finance BV EO-Medium-Term Notes 2009(39)
19317,US68389XAH89,Oracle Corp. DL-Notes 2009(09/39)
19318,XS1084874533,Robert Bosch GmbH MTN v.2014(2039)
19319,US94106LBJ70,Waste Management Inc. (Del.) DL-Notes 2019(19/39)
19320,US65334HAJ14,CNOOC Petroleum N. America ULC DL-Notes 2009(09/39)
19321,XS2035474555,Philip Morris Internat. Inc. EO-Notes 2019(19/39)
19322,US91324PDT66,UnitedHealth Group Inc. DL-Notes 2019(19/39)
19323,US674599CX16,Occidental Petroleum Corp. DL-Notes 2019(19/39)
19324,XS2051362312,AT &amp; T Inc. EO-Notes 2019(19/39)
19325,US156700AM80,CenturyLink Inc. DL-Notes  2009(09/39) Ser.P
19326,XS2050406177,DH Europe Finance II S.&#224; r.L. EO-Notes 2019(19/39)
19327,XS2052321093,Verizon Communications Inc. EO-Notes 2019(19/39)
19328,XS2058557260,Thermo Fisher Scientific Inc. EO-Notes 2019(19/39)
19329,USL2967VED30,ENEL Finance Intl N.V. DL-Notes 2009(09/39) Reg.S
19330,DE000A2R8NE1,Vonovia Finance B.V. EO-Medium-Term Nts 2019(19/39)
19331,US03938LAP94,ArcelorMittal S.A. DL-Notes 2009(09/39)
19332,US06849UAD72,Barrick (PD)Austr.Fin. Pty Ltd DL-Notes 2009(09/39)
19333,US25271CAL63,Diamond Offshore Drilling DL-Notes 2009(09/39)
19334,XS2064302735,PepsiCo Inc. EO-Notes 2019(19/39)
19335,US20030NCY58,Comcast Corp. DL-Notes 2019(19/39)
19336,XS2078735433,Shell International Finance BV EO-Medium-Term Notes 2019(39)
19337,US91911TAK97,Vale Overseas Ltd. DL-Notes 2009(09/39)
19338,XS2078409716,Colgate-Palmolive Co. EO-Med.-Terms Nts. 2019(19/39)
19339,US23291KAJ43,DH Europe Finance II S.&#224; r.L. DL-Notes 2019(19/39)
19340,USU0029QAR75,AbbVie Inc. DL-Notes 2019(19/39) Reg.S
19341,USM00020AA12,ACWA Power Mgmt a.Inv.One Ltd. DL-Bonds 2017(17/39) Reg.S
19342,US984121CB79,Xerox Corp. DL-Notes 2009(09/39)
19343,XS0473964509,AEGON N.V. LS-Medium-Term Notes 2009(39)
19344,DE000A2SBDF7,JAB Holdings B.V. EO-Notes 2019(39)
19345,US40049JAZ03,Grupo Televisa S.A.B. de C.V. DL-Notes 2010(10/40)
19346,US084664BL47,Berkshire Hathaway Fin. Corp. DL-Notes 2010(10/40)
19347,US71645WAQ42,Petrobras Global Finance B.V. DL-Notes 2009(09/40)
19348,USF2893TAE67,Electricit&#233; de France (E.D.F.) DL-Notes 2010(40) Reg.S
19349,US50076QAN60,Kraft Heinz Foods Co. DL-Notes 2012(40)
19350,XS2115092012,Intl Business Machines Corp. EO-Notes 2020(20/40)
19351,XS2114852721,Comcast Corp. EO-Notes 2020(20/40)
19352,US031162CR97,Amgen Inc. DL-Notes 2020(20/40)
19353,US031162BC38,Amgen Inc. DL-Notes 2010(10/40)
19354,XS2122933695,"Dow Chemical Co., The EO-Notes 2020(20/40)"
19355,US30231GBF81,Exxon Mobil Corp. DL-Notes 2020(20/40)
19356,US742718FJ38,"Procter &amp; Gamble Co., The DL-Notes 2020(20/40)"
19357,US654106AL77,NIKE Inc. DL-Notes 2020(20/40)
19358,US02364WAW55,Am&#233;rica M&#243;vil S.A.B. de C.V. DL-Notes 2010(10/40)
19359,US931142CS01,Walmart Inc. DL-Notes 2010(40)
19360,US126650DK33,CVS Health Corp. DL-Notes 2020(20/40)
19361,US67066GAG91,NVIDIA Corp. DL-Notes 2020(20/40)
19362,BE6320936287,Anheuser-Busch InBev S.A./N.V. EO-Medium-Term Nts 2020(20/40)
19363,XS0499449261,Orsted A/S LS-Medium-Term Notes 2010(40)
19364,US03512TAB70,AngloGold Ashanti Holdings PLC DL-Notes 2010(10/40)
19365,US96950FAF18,"Williams Companies Inc., The DL-Notes 2010(10/40)"
