ISIN,NAME
XS1204091588,Millicom Intl Cellular S.A. DL-Notes 2015(15/25) Reg.S
XS1204140971,Nordea Mortgage Bank PLC EO-Med.-Term Cov. Bds 2015(27)
XS1204154410,Crédit Agricole S.A. EO-Bonds 2015(27)
XS1204254715,NN Group N.V. EO-Medium-Term Notes 2015(22)
XS1204434028,International Game Technology EO-Notes 2015(15/23)
XS1205548164,WPP Finance Deutschland GmbH Medium Term Notes v.15(30)
XS1205616268,APT Pipelines Ltd. EO-Med.-Term Notes 2015(15/22)
XS1205616698,APT Pipelines Ltd. EO-Med.-Term Notes 2015(15/27)
XS1205617829,APT Pipelines Ltd. LS-Med.-Term Notes 2015(15/30)
XS1205618470,Vattenfall AB EO-FLR Cap. Secs 2015(27/77)
XS1205619288,Bausch Health Companies Inc. EO-Notes 2015(18/23) Reg.S
XS1205625251,Vattenfall AB SK-FLR Cap. Secs 15(22/77)
XS1205627547,Vattenfall AB SK-FLR Cap. Secs 2015(22/77)
XS1205680785,Coöperatieve Rabobank U.A. LS-Medium-Term Notes 2015(22)
XS1206411230,Coca-Cola European Partn. PLC EO-Notes 2015(15/30)
XS1206510569,Obrascón Huarte Lain S.A. EO-Notes 2015(18/23)
XS1206978543,Australia & N. Z. Bkg Grp Ltd. SD-FLR Med.-Term Nts 15(22/27)
XS1207005023,Statkraft AS EO-Medium-Term Nts 2015(29/30)
XS1207058733,Repsol Intl Finance B.V. EO-FLR Securities 2015(25/75)
XS1207079499,Emirates NBD PJSC EO-Medium-Term Notes 2015(22)
XS1207449684,European Investment Bank EO-Medium-Term Notes 2015(25)
XS1207450005,Agence Française Développement EO-Medium-Term Notes 2015(31)
XS1207654853,"Armenien, Republik DL-Notes 2015(25) Reg.S"
XS1207683522,Nationwide Building Society EO-M.-T.Mortg.Cov.Bds 2015(27)
XS1208855616,Bulgarien EO-Medium-Term Notes 2015(22)
XS1208855889,Bulgarien EO-Medium-Term Notes 2015(27)
XS1208856341,Bulgarien EO-Medium-Term Notes 2015(35)
XS1209947271,"Polen, Republik EO-Medium-Term Notes 2015(27)"
XS1210338015,Aktia Bank PLC EO-Cov. Med.-Term Nts 2015(22)
XS1210362239,Aabar Investments PJSC EO-Exch. Bonds 2015(22)
XS1210422074,Akbank T.A.S. DL-Med.-T. Nts 2015(25)Reg.S
XS1211040917,Teva Pharmac.Fin.NL II B.V. EO-Notes 2015(15/23)
XS1211044075,Teva Pharmac.Fin.NL II B.V. EO-Notes 2015(15/27)
XS1211308231,AA Bond Co Ltd. LS-Bonds 2015(15/22) Reg.S
XS1212470972,Schaeffler Finance B.V. EO-Notes 2015(15/25) Reg.S
XS1212747361,Lloyds Bank PLC LS-Med.-Term Cov. Bds 2015(22)
XS1213831362,STADA Arzneimittel AG Inh.-Schuldv.v.2015(2022)
XS1214673722,ArcelorMittal S.A. EO-Medium-Term Notes 2015(21)
XS1215181980,Koninklijke DSM N.V. EO-Medium-Term Nts 2015(15/25)
XS1215290922,DVB Bank SE MTN-IHS v.2015(2021)
XS1216020161,Centrica PLC EO-FLR Med.-T. Nts 2015(21/76)
XS1216647716,VOLKSW. FINANCIAL SERVICES AG Med.Term Notes v.15(21)
XS1217882171,Kommunal Landspensjonskasse EO-FLR Nts 2015(25/45)
XS1218287230,CS Group Funding (GG) Ltd. EO-Medium-Term Notes 2015(22)
XS1218289103,Mexiko EO-Med.-Term Nts 2015(15/2115)
XS1218319702,Unibail-Rodamco-Westfield SE EO-Medium-Term Nts 2015(15/25)
XS1218363270,Unibail-Rodamco-Westfield SE EO-Medium-Term Nts 2015(15/30)
XS1218446059,Nederlandse Waterschapsbank NV DL-Med.-Term Nts 2015(22)Reg.S
XS1218809389,International Bank Rec. Dev. EO-Medium-Term Notes 2015(30)
XS1218821756,ABN AMRO Bank N.V. EO-Medium-Term Notes 2015(25)
XS1218982251,Landwirtschaftliche Rentenbank DL-MTN Ser.1114 v.15(23)
XS1219462543,Red Eléctrica Financ. S.A.U. EO-Medium-Term Notes 2015(25)
XS1219498141,RWE AG FLR-Sub.Anl. v.2015(2020/2075)
XS1219499032,RWE AG FLR-Sub.Anl. v.2015(2025/2075)
XS1219588560,Japan Finance Organ.f.Municip. DL-Med.-Term Nts 2015(22)Reg.S
XS1219642441,Commonwealth Bank of Australia EO-FLR Med.-T. Nts 2015(22/27)
XS1219963672,FMO-Ned.Fin.-Maat.is v.Ontw.NV EO-Medium-Term Notes 2015(22)
XS1219971774,Standard Chartered PLC DL-Notes 2015(25) Reg.S
XS1220083551,Grand City Properties S.A. EO-Bonds 2015(15/25)
XS1220923996,Santander UK PLC EO-Med.-T.Cov. Bds 2015(22)
XS1221105759,SPCM S.A. EO-Notes 2015(15/23) Reg.S
XS1221677476,Wells Fargo & Co. LS-Medium-Term Notes 2015(22)
XS1222422856,Achmea Bank N.V. EO-Medium-Term Notes 2015(22)
XS1222431097,NIBC Bank N.V. EO-Mortg. Cov. MTN 2015(22)
XS1222454032,Länsförsäkringar Hypotek AB EO-Cov.Med.-T.Nts 2015(22)
XS1222590488,EDP Finance B.V. EO-Medium-Term Notes 2015(25)
XS1222591023,Bertelsmann SE & Co. KGaA FLR-Sub.Anl. v.2015(2023/2075)
XS1222594472,Bertelsmann SE & Co. KGaA FLR-Sub.Anl. v.2015(2027/2075)
XS1223216497,"Toronto-Dominion Bank, The EO-Med.-Term Cov.Bds 2015(22)"
XS1223837250,General Mills Inc. EO-Notes 2015(15/27)
XS1223842847,Redexis Gas Finance B.V. EO-Med.-Term Notes 2015(15/27)
XS1224002474,Van Lanschot Kempen W.M. NV EO-MT Covered Bonds 2015(22)
XS1224031903,European Investment Bank TN-Medium-Term Notes 2015(20)
XS1224445202,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2015(30)
XS1224955408,BHP Billiton Finance Ltd. EO-Med.-T. Notes 2015(15/30)
XS1225004115,Sparebanken Vest Boligkred. AS EO-Med.-Term Hyp.Pf. 2015(22)
XS1225004461,BHP Billiton Finance Ltd. EO-Med.-T. Notes 2015(15/22)
XS1225626461,Smiths Group PLC EO-Notes 2015(23/23)
XS1225626974,Nationwide Building Society LS-Medium-Term Notes 2015(22)
XS1226306253,Leeds Building Society EO-Medium-Term Notes 2015(22)
XS1227247191,"Zypern, Republik EO-Medium-Term Notes 2015(22)"
XS1227287221,Crown European Holdings S.A. EO-Notes 2015(15/25) Reg.S
XS1227593933,European Investment Bank NK-Medium-Term Notes 2015(22)
XS1227684062,"Nordrhein-Westfalen, Land DL-MTN LSA v.15(25) Reihe 1358"
XS1227748214,BNG Bank N.V. EO-Medium-Term Notes 2015(25)
XS1228148158,Bank of Irel.Mortgage Bank PLC EO-Medium-Term Notes 2015(22)
XS1231153096,Silverback Finance DAC EO-Notes 2015(15/15-37)
XS1231153765,Silverback Finance DAC EO-Notes 2015(15/25-39)
XS1232126810,Votorantim Cimentos Intl S.A. EO-Notes 2015(15/22) Reg.S
XS1232146412,Caterpillar Intl Finance Ltd. EO-Medium-Term Notes 2015(20)
XS1233299459,MAHLE GmbH MTN v.2015(2022)
XS1233732194,Michelin Luxembourg SCS EO-Notes 2015(15/22)
XS1233734562,Michelin Luxembourg SCS EO-Notes 2015(15/27)
XS1233786950,International Bank Rec. Dev. MN-Medium-Term Notes 2015(25)
XS1234248919,Würth Finance International BV EO-Med.-T. Nts 2015(15/22)
XS1234370127,3M Co. EO-Med.-Term Nts 2015(15/23) F
XS1234953575,Illinois Tool Works Inc. EO-Notes 2015(15/23)
XS1236685613,"Chile, Republik EO-Bonds 2015(30)"
XS1237184533,Adecco Intl Fin. Serv. B.V. EO-Medium-T.Notes 2015(15/22)
XS1237271009,McDonald's Corp. EO-Medium-Term Nts 2015(22)
XS1237271421,McDonald's Corp. EO-Medium-Term Nts 2015(27)
XS1238805102,International Bank Rec. Dev. RC-Zero Med.-T.Nts 2015(35)
XS1238901166,General Electric Co. EO-Notes 2015(15/23)
XS1238902057,General Electric Co. EO-Notes 2015(15/27)
XS1239401216,Swedbank AB EO-Medium-Term Notes 2015(22)
XS1239586594,ESB Finance DAC EO-Medium-Term Nts 2015(15/27)
XS1240750767,Eli Lilly and Company EO-Notes 2015(15/22)
XS1240751062,Eli Lilly and Company EO-Notes 2015(15/26)
XS1240751229,Eli Lilly and Company EO-Notes 2015(15/30)
XS1240964483,Wells Fargo & Co. EO-Medium-Term Notes 2015(25)
XS1241546420,Nationwide Building Society EO-Medium-Term Notes 2015(22)
XS1241577490,Unilever N.V. EO-Medium-Term Notes 2015(23)
XS1241581096,TenneT Holding B.V. EO-Med.-Term Notes 2015(15/27)
XS1241581179,TenneT Holding B.V. EO-Med.-Term Notes 2015(15/21)
XS1242327168,BRF S.A. EO-Notes 2015(15/22) Reg.S
XS1242413679,Aviva PLC EO-FLR Med.-T. Nts 2015(25/45)
XS1243251375,Eurogrid GmbH MTN v.2015(2025/2025)
XS1243995641,Council of Europe Developm.Bk EO-Medium-Term Notes 2015(25)
XS1244539760,Motability Operations Grp PLC EO-Medium-Term Notes 2015(23)
XS1244682487,"Buenos Aires, Province of... DL-Bonds 2015(20-21) Reg.S"
XS1244815111,CMA CGM S.A. EO-Notes 2015(15/21) Reg.S
XS1245290181,Zürcher Kantonalbank EO-FLR Notes 2015(22/27)
XS1245432742,"Ägypten, Arabische Republik DL-Med-T. Nts 2015(25) Reg.S"
XS1245960684,Gabun DL-Bonds 2015(25) Reg.S
XS1246658501,Royal Bank of Canada EO-Asst Cov.MT.Scs15(22) Reg.S
XS1246732249,Landesbank Baden-Württemberg SMT Inh.-Schuldv. 15(25)
XS1246782269,Skandinaviska Enskilda Banken EO-Med.-Term Cov. Bds 2015(22)
XS1247736793,European Investment Bank EO-Medium-Term Notes 2015(24)
XS1247796185,Sealed Air Corp. EO-Notes 2015(15/23) Reg.S
XS1248348721,"Swedish Covered Bond Corp.,The EO-Medium-Term Notes 2015(22)"
XS1249493948,Archer Daniels Midland Co. EO-Notes 2015(15/23)
XS1250867642,Deutsche Wohnen SE Anleihe v.2015(2015/2020)
XS1251078009,Douglas GmbH IHS v.2015(2018/2022) REG S
XS1251078694,Kirk Beauty One GmbH IHS v.2015(2018/2023) REG S
XS1252209249,Bank of China Ltd. (Hongkong) DL-Med.-Term Nts 2015(25)Reg.S
XS1253503210,Daimler AG Medium Term Notes v.15(20)
XS1253558388,Kraft Heinz Foods Co. EO-Notes 2015(15/23)
XS1254119750,RWE AG FLR-Nachr.-Anl. v.15(26/75)
XS1254428896,HSBC Holdings PLC EO-Medium-Term Notes 2015(25)
XS1261170515,Argentum Netherlands B.V. DL-FLMTN LPN 15(25/50)Swiss Re
XS1263054519,"Kasachstan, Republik DL-Notes 2015(25) Reg.S"
XS1263139856,"Kasachstan, Republik DL-Notes 2015(45) Reg.S"
XS1263854801,Lloyds Bank PLC EO-Med.-T.Mortg.Cov.Bds 15(20)
XS1263878818,Westpac Banking Corp. EO-Mortg. Cov. MTN 2015(21)
XS1264600310,ABN AMRO Bank N.V. DL-Notes 2015(25) Reg.S
XS1264790939,"Bank of Nova Scotia, The EO-M.-T. Mortg.Cov.Bds 15(20)"
XS1265778933,Cellnex Telecom S.A. EO-Medium-Term Notes 2015(22)
XS1265805090,"Goldman Sachs Group Inc., The EO-Medium-Term Notes 2015(23)"
XS1265810686,AIB Mortgage Bank EO-Med.-Term Cov.Secs 2015(20)
XS1266660122,SoftBank Group Corp. DL-Notes 2015(15/25)
XS1266660635,SoftBank Group Corp. DL-Notes 2015(15/22)
XS1266661013,SoftBank Group Corp. EO-Notes 2015(15/27)
XS1266662334,SoftBank Group Corp. EO-Notes 2015(15/25)
XS1266662763,SoftBank Group Corp. EO-Notes 2015(15/22)
XS1266734349,Warner Media LLC EO-Notes 2015(15/23) Reg.S
XS1268430201,"Indonesien, Republik EO-Med.-T. Nts 2015(25) Reg.S"
XS1268460885,Nationwide Building Society EO-M.-T.Mortg.Cov.Bds 2015(20)
XS1268471494,Synlab Unsecured Bondco PLC EO-Notes 2015(15/23) Reg.S
XS1268496640,Eurofins Scientific S.E. EO-Bonds 2015(15/23)
XS1269175466,Apple Inc. LS-Notes 2015(15/29)
XS1269176191,Apple Inc. LS-Notes 2015(15/42)
XS1269854870,Urenco Finance N.V. EO-Med.-Term Notes 2015(22/22)
XS1270460691,Bank of Montreal EO-M.-T. Mortg.Cov.Bds 15(20)
XS1270771006,KA Finanz AG EO-Medium-Term Nts 2015(20)
XS1271698612,European Investment Bank EO-Medium-Term Notes 2015(22)
XS1271836600,Deutsche Lufthansa AG FLR-Sub.Anl.v.2015(2021/2075)
XS1272154565,Royal Bank of Canada EO-FLR Med.-Term Nts 2015(20)
XS1272810844,Kreditanst.f.Wiederaufbau DL-MTN v.15(23)
XS1273507100,Volkswagen Leasing GmbH Med.Term Nts.v.15(20)
XS1274034658,Coöperatieve Rabobank U.A. NK-Medium-Term Notes 2015(21)
XS1274823571,European Investment Bank RC-Medium-Term Notes 2015(25)
XS1277337678,Swedbank AB EO-FLR Med.-Term Nts 2015(20)
XS1280394229,BNG Bank N.V. EO-Medium-Term Notes 2015(22)
XS1280783983,Lloyds Bank PLC EO-Medium-Term Notes 2015(22)
XS1280834992,European Investment Bank EO-Medium-Term Notes 2015(23)
XS1284550941,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2015(25)
XS1284557284,Kreditanst.f.Wiederaufbau NK-Med.Term Nts. v.15(20)
XS1284570626,Merck Financial Services GmbH Med.-Term Nts.v.2015 (22/22)
XS1285867419,SpareBank 1 Boligkreditt AS EO-M.-T. Mortg.Cov.Bds 15(22)
XS1285892870,OP-Asuntoluottopankki Oyj EO-Cov. Med.-Term Nts 2015(22)
XS1287714502,"Toronto-Dominion Bank, The EO-FLR Med.-Term Nts 2015(20)"
XS1287779208,SSE PLC EO-Medium-Term Notes 2015(23)
XS1287843905,Royal Bank of Canada EO-Asst Cov.MT.Scs15(20) Reg.S
XS1287931601,Danske Bank AS EO-Mortg. Covered MTN 2015(20)
XS1288040055,European Investment Bank EO-Medium-Term Notes 2015(20)
XS1288335521,Toyota Motor Credit Corp. EO-Medium-Term Notes 2015(21)
XS1288342659,American Honda Finance Corp. EO-Med.-Term Nts 2015(15/22) A
XS1288467605,"Polen, Republik EO-Medium-Term Notes 2015(25)"
XS1288852939,Heineken N.V. EO-Med.-T. Nts 2015(15/21)
XS1288858548,Bque Fédérative du Cr. Mutuel EO-Medium-Term Notes 2015(25)
XS1288903278,Wells Fargo & Co. EO-Medium-Term Notes 2015(22)
XS1289193176,ManpowerGroup Inc. EO-Notes 2015(15/22)
XS1290729208,Telefonica Emisiones S.A.U. EO-Medium-Term Notes 2015(21)
XS1290850707,Bank of America Corp. EO-Medium-Term Notes 2015(22)
XS1292384960,Apple Inc. EO-Notes 2015(15/24)
XS1292389415,Apple Inc. EO-Notes 2015(15/27)
XS1292468045,Shell International Finance BV EO-Medium-Term Notes 2015(25)
XS1292474282,Nordic Investment Bank EO-Medium-Term Notes 2015(22)
XS1293087703,Koninklijke DSM N.V. EO-Medium-Term Nts 2015(15/22)
XS1293505639,ASR Nederland N.V. EO-FLR Bonds 2015(25/45)
XS1294537458,Sparebanken Vest Boligkred. AS EO-Med.-Term Hyp.Pf. 2015(20)
XS1296948588,Swedbank Hypotek AB EO-Med.-Term Cov. Bds 2015(20)
XS1297977115,SR-Boligkreditt A.S. EO-Mortg. Covered MTN 2015(20)
XS1298418184,BAWAG P.S.K. EO-Medium-Term Bonds 2015(20)
XS1298431799,ABN AMRO Bank N.V. EO-Cov. Med.-Term Nts 15(30)
XS1300812077,"Swedish Covered Bond Corp.,The EO-Medium-Term Notes 2015(20)"
XS1303467077,Hazine Müste.Varl.Kiralama AS DL-Certificates 2016(21) Reg.S
XS1306382364,"Polen, Republik EO-Medium-Term Notes 2015(21)"
XS1306411726,Deutsche Bahn Finance GmbH EO-FLR Med.-Term Nts 2015(23)
XS1308350237,Nordea Mortgage Bank PLC EO-M.-T. Mortg.Cov.Bds 15(22)
XS1308351714,Bank of Irel.Mortgage Bank PLC EO-M.-T. Mtg Cov.Nts 2015(21)
XS1309436753,BHP Billiton Finance Ltd. EO-FLR Med.-T. Notes 15(21/76)
XS1309436910,BHP Billiton Finance Ltd. EO-FLR Med.-T. Notes 15(24/79)
XS1309437215,BHP Billiton Finance Ltd. LS-FLR Med.-T. Notes 15(22/77)
XS1309518998,Deutsche Bahn Finance GmbH EO-Medium-Term Notes 2015(25)
XS1310493744,JPMorgan Chase & Co. EO-Medium-Term Notes 2015(22)
XS1311459694,Kreditanst.f.Wiederaufbau Med.Term Nts. v.15(20)
XS1312891549,Rumänien EO-Med.-T. Nts 2015(25) Reg.S
XS1312891895,Rumänien EO-Med.-T. Nts 2015(35) 144A
XS1313004928,Rumänien EO-Med.-T. Nts 2015(35) Reg.S
XS1313654623,"Libanon, Republik DL-Med.-Term Nts 2015(35)"
XS1314150878,Skandinaviska Enskilda Banken EO-Cov.Med.-Term Nts 2015(23)
XS1314318301,"Procter & Gamble Co., The EO-Bonds 2015(15/23)"
XS1314336204,European Investment Bank CD-Med.-Term Nts 2015(20)Reg.S
XS1315077476,BNG Bank N.V. EO-Medium-Term Notes 2015(20)
XS1315101011,Eurogrid GmbH MTN v.2015(2023/2023)
XS1316037545,Santander Consumer Finance SA EO-Medium-Term Nts 2015(20)
XS1316420089,Deutsche Bahn Finance GmbH EO-Medium-Term Notes 2015(30)
XS1317305198,Carnival Corp. EO-Notes 2015(15/22)
XS1317439559,Nordea Bank Abp EO-FLR Med.-T. Nts 2015(20/25)
XS1317725726,FCE Bank PLC EO-Medium-Term Notes 2015(20)
XS1317969944,Corporación Andina de Fomento EO-Medium-Term Notes 2015(20)
XS1318364731,Yorkshire Building Society EO-Med.-Term Cov. Bds 2015(22)
XS1319647068,Barclays PLC EO-FLR Med.-T. Nts 2015(20/25)
XS1319652902,Nestlé Finance Intl Ltd. EO-Medium-Term Nts.2015(15/23)
XS1319814577,Fedex Corp. EO-Notes 2016(16/23)
XS1319820541,Fedex Corp. EO-Notes 2016(16/27)
XS1319820897,Southern Gas Corridor DL-Notes 2016(26) Reg.S
XS1321424670,Sky Ltd. EO-Med. Term Notes 2015(15/25)
XS1321466911,National Australia Bank Ltd. EO-Mortg.Cov.Med.-T.Bds 15(22)
XS1321920735,Nykredit Realkredit A/S EO-FLR MTN 2015(22/27)
XS1321956333,BMW Finance N.V. EO-Medium-Term Notes 2015(20)
XS1321976950,CBD (Cayman) Ltd. DL-Med.-Term Nts 2015(20)
XS1322048619,Amadeus Capital Markets S.A.U. EO-Med.-Term Nts 2015(21/21)
XS1323028479,Vodafone Group PLC EO-Med.-Term Notes 2015(20)
XS1323052180,alstria office REIT-AG Anleihe v.2015(2015/2021)
XS1323463056,United Parcel Service Inc. EO-FLR Notes 2015(20)
XS1323910684,Magna International Inc. EO-Notes 2015(15/23)
XS1324217733,ING Bank N.V. EO-Medium-Term Notes 2015(20)
XS1324397964,Stadshypotek AB EO-Med.-T. Hyp.-Pfandbr.15(21)
XS1324446092,A.P.Møller-Mærsk A/S EO-Med.-Term Notes 2015(15/22)
XS1324535514,Landwirtschaftliche Rentenbank Med.T.Nts. Ser.1126 v.15(22)
XS1324928750,B.A.T. Intl Finance PLC EO-Medium-Term Nts 2015(22/22)
XS1325080890,Santander UK PLC EO-Medium-Term Notes 2015(20)
XS1325825211,Booking Holdings Inc. EO-Notes 2015(15/22)
XS1327027998,Mastercard Inc. EO-Notes 2015(15/22)
XS1327151228,Aegon Bank N.V. EO-Med.-Term Cov.Bds 2015(20)1
XS1327531486,SKF AB EO-Notes 2015(15/22)
XS1328173080,CRH Funding B.V. EO-Med.-Term Nts 2015(15/24)
XS1328242406,Grenke Finance PLC EO-Medium-Term Notes 2015(20)
XS1328699878,Swedbank AB EO-Medium-Term Notes 2015(21)
XS1330300341,ISS Global A/S EO-Med.-Term Notes 2015(15/21)
XS1330434389,Heineken N.V. EO-Med.-T. Nts 2015(15/24)
XS1330948818,Banco Santander S.A. EO-Medium-Term Notes 2015(22)
XS1330978567,Ball Corp. EO-Notes 2015(15/23)
XS1332520292,Commerzbank AG DL-MiniMax Anl. IHS360 15(20)
XS1333139746,Svenska Handelsbanken AB EO-Medium-Term Nts 2015(22)
XS1333193875,Goodyear Europe B.V. EO-Notes 2015(15/23) Reg.S
XS1333702691,Westpac Banking Corp. EO-Medium-Term Nts 2015(21)
XS1333704713,"Lettland, Republik EO-Med.-Term Nts 2015(20)"
XS1334225361,Repsol Intl Finance B.V. EO-Medium-Term Notes 2015(20)
XS1335427958,Kommunalbanken AS RC-Zo Med.-T. Nts 2015(28)
XS1342506158,International Bank Rec. Dev. EO-Medium-Term Notes 2016(36)
XS1342516629,BNG Bank N.V. EO-Medium-Term Notes 2016(26)
XS1342860167,European Investment Bank MN-Medium-Term Notes 2016(21)
XS1344745481,DNB Boligkreditt A.S. EO-Mortg. Covered MTN 2016(21)
XS1344751968,ABN AMRO Bank N.V. EO-Cov. Med.-Term Nts 16(26)
XS1345331299,BNP Paribas S.A. EO-Medium-Term Notes 2016(23)
XS1346089359,Lloyds Bank PLC EO-Med.-Term Cov.Bds 2016(21)
XS1346115295,Bque Fédérative du Cr. Mutuel EO-Medium-Term Notes 2016(26)
XS1346201616,"Polen, Republik EO-Medium-Term Notes 2016(26)"
XS1346201889,"Polen, Republik EO-Medium-Term Notes 2016(36)"
XS1346228577,AXA S.A. EO-FLR M.-T.Nts 2016(27/47)
XS1346254573,ABN AMRO Bank N.V. EO-FLR Med.-T. Nts 2016(23/28)
XS1346315200,Banco Bilbao Vizcaya Argent. EO-Medium-Term Notes 2016(21)
XS1346557637,Erste Group Bank AG EO-Med.-T. Hyp.Pfandb.2016(23)
XS1346622803,Daimler Canada Finance Inc. NK-Medium-Term Notes 2016(21)
XS1346650929,Royal Bank of Canada EO-FLR Med.-Term Nts 2016(21)
XS1346652891,"Chile, Republik EO-Bonds 2016(26)"
XS1346872580,Mondelez International Inc. EO-Notes 2016(16/23)
XS1347564970,OP Yrityspankki Oyj EO-Medium-Term Notes 2016(21)
XS1347679448,European Investment Bank SK-Medium-Term Notes 2016(26)
XS1347758663,Landwirtschaftliche Rentenbank Med.T.Nts.  v.16(24)
XS1348774644,Dexia Crédit Local S.A. EO-Medium-Term Notes 2016(23)
XS1349367547,European Bank Rec. Dev. RL-Zo Med-Term Nts 2016(26)
XS1351716896,Kreditanst.f.Wiederaufbau SK-Anleihe v.16(21)
XS1357027496,Commonwealth Bank of Australia EO-Mortg.Cov.Med.-T.Nts 16(21)
XS1357663050,AIB Mortgage Bank EO-Mortg.Cov. MTN 2016(23)
XS1361548693,Swedbank Hypotek AB EO-M.-T. Mortg.Cov.Bds 16(21)
XS1361554584,European Investment Bank EO-Medium-Term Notes 2016(36)
XS1361603209,Nederlandse Waterschapsbank NV EO-Medium-Term Notes 2016(21)
XS1362319284,Skandinaviska Enskilda Banken EO-Med.-Term Cov. Bds 2016(21)
XS1362349943,FCE Bank PLC EO-Medium-Term Notes 2016(21)
XS1362373224,"Goldman Sachs Group Inc., The EO-Medium-Term Notes 2016(31)"
XS1363560977,BMW Finance N.V. EO-Medium-Term Notes 2016(22)
XS1368470156,Nordea Bank Abp EO-Medium-Term Notes 2016(23)
XS1368543135,Stadshypotek AB EO-Med.-T. Hyp.-Pfandbr.16(23)
XS1368576572,ING Bank N.V. EO-Medium-Term Notes 2016(21)
XS1368698251,BNG Bank N.V. EO-Medium-Term Notes 2016(23)
XS1369278251,Amgen Inc. EO-Notes 2016(16/22)
XS1369278764,Amgen Inc. EO-Notes 2016(16/26)
XS1369322927,Mexiko EO-Medium-Term Nts 2016(16/22)
XS1369323149,Mexiko EO-Medium-Term Nts 2016(16/31)
XS1370669639,Skandinaviska Enskilda Banken EO-Medium-Term Notes 2016(21)
XS1370695477,Banco Santander S.A. EO-Medium-Term Notes 2016(21)
XS1371532547,Macquarie Bank Ltd. EO-Mortg. Covered MTN 2016(21)
XS1371715118,Roche Finance Europe B.V. EO-Med.-Term Notes 2016(16/23)
XS1372838240,Vodafone Group PLC EO-Medium-Term Notes 2016(21)
XS1372838679,Vodafone Group PLC EO-Med.-Term Notes 2016(23)
XS1372839214,Vodafone Group PLC EO-Med.-Term Notes 2016(26)
XS1372911690,Deutsche Bahn Finance GmbH EO-Medium-Term Notes 2016(26)
XS1374414891,Nationwide Building Society EO-M.-T.Mortg.Cov.Bds 2016(21)
XS1374751201,Royal Bank of Canada EO-M.-T.Mtg.Cov.Bds16(21)Reg.S
XS1375841159,Intl Business Machines Corp. EO-Notes 2016(16/21)
XS1375841233,Intl Business Machines Corp. EO-Notes 2016(16/24)
XS1375956569,BP Capital Markets PLC EO-Medium-Term Notes 2016(22)
XS1375957294,BP Capital Markets PLC EO-Medium-Term Notes 2016(25)
XS1376323652,Dt.Apotheker- u. Ärztebank MTN-HPF Nts.v.16(23)A.1370
XS1376614118,Unibail-Rodamco-Westfield SE EO-Medium-Term Nts 2016(16/26)
XS1376845860,Nestlé Holdings Inc. DL-Medium-Term Notes 2016(21)
XS1377237869,SpareBank 1 Boligkreditt AS EO-M.-T. Mortg.Cov.Bds 16(23)
XS1377508996,"Montenegro, Republik EO-Notes 2016(21) Reg.S"
XS1377679961,British Telecommunications PLC EO-Med.-Term Notes 2016(16/26)
XS1377680381,British Telecommunications PLC EO-Med.-Term Notes 2016(16/21)
XS1377681272,British Telecommunications PLC EO-Med.-Term Notes 2016(16/23)
XS1377682676,Coca Cola HBC Finance B.V. EO-Medium-Term Notes 2016(24)
XS1377745937,Covestro AG Medium Term Notes v.16(16/24)
XS1377763161,Covestro AG Medium Term Notes v.16(16/21)
XS1377941106,"Bank of Nova Scotia, The EO-M.-T. Mortg.Cov.Bds 16(23)"
XS1378880253,BNP Paribas S.A. EO-Medium-Term Notes 2016(26)
XS1379122101,América Móvil S.A.B. de C.V. EO-Notes 2016(16/24)
XS1379158048,Petróleos Mexicanos (PEMEX) EO-Med.-Term Notes 2016(16/23)
XS1379171140,Morgan Stanley EO-Medium-Term Notes 2016(24)
XS1379182006,HSBC Holdings PLC EO-Medium-Term Notes 2016(22)
XS1379184473,HSBC Holdings PLC EO-Medium-Term Notes 2016(27)
XS1379591271,DVB Bank SE MTN-IHS v.2016(2021)
XS1379610675,Landwirtschaftliche Rentenbank Med.T.Nts.v.16(26)
XS1379630608,Dexia Crédit Local S.A. EO-Medium-Term Notes 2016(21)
XS1379779827,Securitas AB EO-Medium-Term Notes 2016(22)
XS1380334141,Berkshire Hathaway Inc. EO-Notes 2016(16/24)
XS1380394806,Ferrari N.V. EO-Notes 2016(16/23)
XS1382368113,"Royal Bk of Scotld Grp PLC,The EO-Medium-Term Notes 2016(23)"
XS1382379318,Lb.Hessen-Thüringen GZ MTN OPF Ser.H292 v.16(22)
XS1382385471,Fluor Corp. (New) EO-Notes 2016(16/23)
XS1382693452,Bulgarien EO-Medium-Term Notes 2016(23)
XS1382696398,Bulgarien EO-Medium-Term Notes 2016(28)
XS1382784509,Coöperatieve Rabobank U.A. EO-Medium-Term Notes 2016(26)
XS1382791975,Deutsche Telekom Intl Fin.B.V. EO-Medium-Term Notes 2016(28)
XS1382792197,Deutsche Telekom Intl Fin.B.V. EO-Medium-Term Notes 2016(23)
XS1383922876,Sappi Papier Holding GmbH EO-Notes 2016(16/23) Reg.S
XS1384064587,Banco Santander S.A. EO-Med.-T. Notes 2016(16/26)
XS1385051112,Barclays PLC EO-Medium-Term Notes 2016(21)
XS1385945131,Bque Fédérative du Cr. Mutuel EO-Medium-Term Notes 2016(26)
XS1386139841,Nederlandse Waterschapsbank NV DL-Med.-Term Nts 2016(26)Reg.S
XS1387174375,HeidelbergCement AG Medium Term Notes v.16(22/23)
