Identifier,Identifier_Status,Name,ISIN,Ticker,Country,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Conversion_Terms,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Issuer_ID,SPV_Issuer,SPV_Issuer_ID,Borrower,Borrower_ID,Amount,Floating,Ref_Rate,Margin,Current_Rate,Listing,Integral_Multiple,Nominal,Nominal_Intl_Bonds,Min_Settlement_Amt,Outstanding_Principal_Amt,Amt,Amt_Outstanding,Oustanding_Face_Val_Amt
239039,Valid,"International bonds: CM International Capital, 3.8% 2aug2020, USD (XS1459405673)",XS1459405673,CHMINV 3.8 08/02/20 EMTN,Hong Kong,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Boom Up Investments,51185,CM International Capital,55195,"500,000,000 USD",No,,,3.80%,"SGX, 4N7B","1,000 USD",,"1,000 USD","200,000 USD","200,000 USD","500,000,000 USD","450,000,000 USD","450,000,000 USD"
239043,Valid,"Domestic bonds: Tver Concession Company, 01 (4-01-36510-R-001P, RU000A0JWQP3, ТКК об. 01)",RU000A0JWQP3,TVERCO 11.5 08/11/65 1,Russia,outstanding,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Tver Concession Company,68233,,,,,"8,500,000,000 RUB",No,,,11.50%,"Moscow Exchange, RU000A0JWQP3 (Third level, 09/08/2017)",,"10,000 RUB",,,"10,000 RUB","8,500,000,000 RUB",,"8,500,000,000 RUB"
239365,Valid,"International bonds: Sable Permian Resources Finance, 7.375% 1nov2021, USD (USU02567AC67, U02567AC6)",USU02567AC67,AMEPER 7.375 11/01/21 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Sable Permian Resources Finance,49763,"600,000,000 USD",No,,,7.38%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","600,000,000 USD","526,069,000 USD","526,069,000 USD"
239373,Valid,"International bonds: Sable Permian Resources Finance, 13% 30nov2020, USD (USU02567AE24, U02567AE2)",USU02567AE24,AMEPER 13 11/30/20 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Sable Permian Resources Finance,49763,"530,000,000 USD",No,,,13%,,"1,000 USD",,"1,000 USD","1,000 USD","1,000 USD","530,000,000 USD","460,000,000 USD","460,000,000 USD"
240817,Valid,"International bonds: Dean Foods, 6.5% 15mar2023, USD (USU24044AB24, U24044AB2)",USU24044AB24,DF 6.5 03/15/23 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Dean Foods,33731,"700,000,000 USD",No,,,6.50%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","700,000,000 USD",,"700,000,000 USD"
240851,Valid,"International bonds: Energy Future Holdings, 10.875% 1nov2017, USD (USU29191AA82, U29191AA8)",USU29191AA82,TXU 10.875 11/01/17 REGS,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Energy Future Holdings,69727,"2,000,000,000 USD",No,,,10.88%,,"1,000 USD",,"1,000 USD","2,000 USD",,"2,000,000,000 USD","33,259,000 USD",
240929,Valid,"International bonds: Sable Permian Resources Finance, 7.125% 1nov2020, USD (USU02567AB84, U02567AB8)",USU02567AB84,AMEPER 7.125 11/01/20 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Sable Permian Resources Finance,49763,"650,000,000 USD",No,,,7.13%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","650,000,000 USD","592,958,000 USD","592,958,000 USD"
240957,Valid,"Domestic bonds: Horsehead, 9% 1jun2017, USD (US440694AG27, 440694AG2)",,,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Horsehead,44517,,,,,"40,000,000 USD",No,,,9%,,"1,000 USD","2,000 USD",,,,"40,000,000 USD","195,000,000 USD",
241041,Valid,"International bonds: BI-LO, 8.625% 15sep2018, USD (USU0900WAA54, U0900WAA5)",USU0900WAA54,BILOLF 8.625 09/15/18 REGS,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,BI-LO,45187,"475,000,000 USD",No,,,8.63%,,"1,000 USD",,"1,000 USD","1,000 USD",0 USD,"475,000,000 USD",,
241187,Valid,"International bonds: IronGate Energy Services, 11% 1jul2018, USD (USU4609JAA08, U4609JAA0)",USU4609JAA08,IRONGT 11 07/01/18 REGS,USA,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,IronGate Energy Services,69819,"210,000,000 USD",No,,,11%,,"1,000 USD",,"1,000 USD","1,000 USD",0 USD,"210,000,000 USD",,
241243,Valid,"International bonds: Jack Cooper Holdings, 9.25% 1jun2020, USD (US466355AF15, 466355AF1)",US466355AF15,JKCOOP 9.25 06/01/20,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Jack Cooper Holdings,69831,"375,000,000 USD",No,,,9.25%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"375,000,000 USD",,
241439,Valid,"Domestic bonds: McClatchy, 7.15% 1nov2027, USD (US499040AH64, 499040AH6)",US499040AH64,MNIQQ 7.15 11/01/27,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,McClatchy,40351,,,,,"100,000,000 USD",No,,,7.15%,,"1,000 USD","1,000 USD",,,"1,000 USD","100,000,000 USD","7,105,000 USD","7,105,000 USD"
241521,Valid,"International bonds: Light Tower Rentals, 8.125% 1aug2019, USD (USU5409RAA15, U5409RAA1)",USU5409RAA15,LHTTWR 8.125 08/01/19 REGS,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Light Tower Rentals,69899,"330,000,000 USD",No,,,8.13%,,"1,000 USD",,"1,000 USD","1,000 USD","1,000 USD","330,000,000 USD",,
241587,Valid,"International bonds: Roan Resources, 12% 15dec2020, USD (US536022AN67, 536022AN6)",US536022AN67,,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Roan Resources,23729,"1,000,000,000 USD",No,,,12%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"1,000,000,000 USD",,
241679,Valid,"International bonds: Neiman Marcus Group LTD LLC, 8% 15oct2021, USD (USU5689PAA67, U5689PAA6)",USU5689PAA67,NMG 8 10/15/21 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Neiman Marcus Group LTD LLC,142725,"960,000,000 USD",No,,,8%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","960,000,000 USD","80,680,000 USD","80,680,000 USD"
241691,Valid,"International bonds: Neiman Marcus Group LTD LLC, 8.75% 15oct2021, USD (USU5689PAB41, U5689PAB4)",USU5689PAB41,NMG 8.75 10/15/21 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Neiman Marcus Group LTD LLC,142725,"600,000,000 USD",Yes,,,,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","600,000,000 USD","56,583,530 USD","56,583,530 USD"
241801,Valid,"International bonds: Tonon, 7.25% 24jan2020, USD (USL9116PAF01, L9116PAF0)",USL9116PAF01,TONOBZ 9.25 01/24/20 REGs,Brazil,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Tonon Luxembourg S.A.,74401,Tonon,28597,"300,000,000 USD",Yes,,,9.25%,Irish S.E.,"200,000 USD",,"200,000 USD","200,000 USD","200,000 USD","300,000,000 USD","290,207,790 USD",
242049,Valid,"International bonds: Petroplus Holdings, 7% 1may2017, USD (USG7053RAB09, G7053RAB0)",USG7053RAB09,PPHNSW 7 05/01/17 REGS,Switzerland,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Petroplus Finance,47651,Petroplus Holdings,123643,"600,000,000 USD",No,,,7%,Irish S.E.,"75,000 USD",,"75,000 USD","75,000 USD","75,000 USD","600,000,000 USD",,
242051,Valid,"International bonds: Petroplus Holdings, 9.375% 15sep2019, USD (USG7053TAA81, G7053TAA8)",USG7053TAA81,PPHNSW 9.375 09/15/19 REGS,Switzerland,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Petroplus Finance,47651,Petroplus Holdings,123643,"400,000,000 USD",No,,,9.38%,Irish S.E.,"100,000 USD",,"100,000 USD","100,000 USD",,"400,000,000 USD",,
242067,Valid,"International bonds: Pacific Drilling, 5.375% 1jun2020, USD (USL7257QAB07, L7257QAB0)",USL7257QAB07,PACD 5.375 06/01/20 REGS,USA,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Pacific Drilling,52461,"750,000,000 USD",No,,,5.38%,Irish S.E.,"1,000 USD",,"1,000 USD","50,000 USD",0 USD,"750,000,000 USD",,
242287,Valid,"Domestic bonds: Midstates Petroleum, 12% 1jun2020, USD (US59804VAH87, 59804VAH8)",US59804VAH87,MPO 12 06/01/20,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Midstates Petroleum,40363,,,,,"524,121,000 USD",Yes,,,10%,,"1,000 USD","2,000 USD",,,,"524,121,000 USD",,
242359,Valid,"Domestic bonds: Reliant Energy Mid-Atlantic Power Holdings, 9.681% 2jul2026, USD (ABS) (US75952AAJ60, 75952AAJ6)",US75952AAJ60,GENONE 9.681 07/02/26 C,USA,outstanding,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Reliant Energy Mid-Atlantic Power Holdings,70065,,,,,"220,000,000 USD",No,,,,,"1,000 USD","1,000 USD",,,"1,000 USD","220,000,000 USD",,"220,000,000 USD"
242363,Valid,"International bonds: Rex Energy, 1% 1oct2020, USD (US761565AG55, 761565AG5)",,,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Rex Energy,39727,"631,395,430 USD",No,,,8%,,1 USD,,1 USD,"2,000 USD",0 USD,"631,395,430 USD","587,602,030 USD",
242403,Valid,"International bonds: rue21, 9% 15oct2021, USD (USU7500KAA08, U7500KAA0)",USU7500KAA08,RUE 9 10/15/21 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,rue21,70085,"250,000,000 USD",No,,,9%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","250,000,000 USD","239,200,000 USD","239,200,000 USD"
242435,Valid,"International bonds: Si TV, 10.375% 1jul2019, USD (USU82774AA52, U82774AA5)",USU82774AA52,NUVOTV 10.375 07/01/19 REGS,USA,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Si TV,70109,"240,000,000 USD",No,,,10.38%,,"1,000 USD",,"1,000 USD","1,000 USD",0 USD,"240,000,000 USD",,
242673,Valid,"International bonds: Energy Future Holdings, 6.55% 15nov2034, USD (USU88969AD93, U88969AD9)",USU88969AD93,TXU 6.55 11/15/34 REGS,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Energy Future Holdings,69727,"750,000,000 USD",No,,,6.55%,,"1,000 USD",,"1,000 USD","1,000 USD",0 USD,"750,000,000 USD",,
242677,Valid,"International bonds: Ultra Petroleum, 5.75% 15dec2018, USD (USC93125AA79, C93125AA7)",USC93125AA79,UPL 5.75 12/15/18 REGS,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Ultra Petroleum,40977,"450,000,000 USD",No,,,5.75%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"450,000,000 USD",0 USD,
242819,Valid,"International bonds: ETX Energy, 12.5% 15may2019, USD (USU64169AB86, U64169AB8)",USU64169AB86,NGREFN 11.75 05/15/19 REGS,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,ETX Energy,70133,"365,000,000 USD",No,,,12.50%,,"1,000 USD",,"1,000 USD","1,000 USD","1,000 USD","365,000,000 USD",,
242855,Valid,"Domestic bonds: Lumbermens Mutual Casualty, 8.3% 1dec2037, USD (US550060AC15, 550060AC1)",US550060AC15,KEMPER 8.3 12/01/37,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Lumbermens Mutual Casualty,70175,,,,,"200,000,000 USD",No,,,8.30%,,"1,000 USD","1,000 USD",,,"1,000 USD","200,000,000 USD",,"200,000,000 USD"
243247,Valid,"Domestic bonds: RGS Nedvizhimost, BO-P06 (4B02-06-36440-R-001P, RU000A0JWT67, РГСНдвБOП6)",RU000A0JWT67,RGSNED 0 09/14/21 BOP6,Russia,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,RGS Nedvizhimost,37043,,,,,"3,000,000,000 RUB",No,,,,"Moscow Exchange, RU000A0JWT67 (Delisting, 02/01/2018)",,"1,000 RUB",,,"1,000 RUB","3,000,000,000 RUB","2,500,000,000 RUB","2,500,000,000 RUB"
243383,Valid,"International bonds: Optima Specialty Steel, 12.5% 15dec2016, USD (USU6830VAA99, U6830VAA9)",USU6830VAA99,OPTSTL 12.5 12/15/16 REGS,USA,redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Optima Specialty Steel,70241,"175,000,000 USD",No,,,12.50%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"175,000,000 USD","161,662,000 USD",
243471,Valid,"International bonds: PDVSA, 6% 28oct2022, USD (XS1126891685)",XS1126891685,PDVSA 6 10/28/22,Venezuela,outstanding,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,PDVSA,12638,"3,000,000,000 USD",No,,,6%,,1 USD,,1 USD,100 USD,100 USD,"3,000,000,000 USD",,"3,000,000,000 USD"
243915,Valid,"International bonds: Alpha Natural Resources, 7.5% 1aug2020, USD (USU02013AB35, U02013AB3)",USU02013AB35,ANR 7.5 08/01/20 REGs,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Alpha Natural Resources,37953,"231,647,000 USD",No,,,7.50%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","231,647,000 USD",,"231,647,000 USD"
243921,Valid,"International bonds: Cenveo Corp, 6% 15may2024, USD (US15671BAM37, 15671BAM3)",,,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Cenveo Corp,41945,"104,484,000 USD",No,,,6%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","104,484,000 USD",,"104,484,000 USD"
243931,Valid,"International bonds: ETX Energy, 10% 15nov2019, USD (USU64169AA04, U64169AA0)",USU64169AA04,NGREFN 10 11/15/19 REGS,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,ETX Energy,70133,"135,000,000 USD",No,,,10%,,100 USD,,100 USD,100 USD,100 USD,"135,000,000 USD","152,042,890 USD",
243933,Valid,"Domestic bonds: NTFC Capital, 7.875% 15jun2026, USD (US665810AB31, 665810AB3)",US665810AB31,NT 7.875 06/15/26,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,NTFC Capital,70335,,,,,"150,000,000 USD",No,,,7.88%,,"1,000 USD","1,000 USD",,,"1,000 USD","150,000,000 USD",,"150,000,000 USD"
243947,Valid,"International bonds: PetroQuest Energy, 10% 15feb2021, USD (USU7167UAB09, U7167UAB0)",USU7167UAB09,PQUE 10 02/15/21 RegS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,PetroQuest Energy,51301,"144,674,000 USD",No,,,10%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","144,674,000 USD","7,000,000 USD","7,000,000 USD"
243993,Valid,"International bonds: Midstates Petroleum, 10% 1jun2020, USD (US59804VAG05, 59804VAG0)",US59804VAG05,MPO 10 06/01/20,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Midstates Petroleum,40363,"624,996,000 USD",No,,,10%,NYSE,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"624,996,000 USD",,
244083,Valid,"International bonds: KCA Deutag UK Finance, 7.25% 15may2021, USD (USG5222MAA39, G5222MAA3)",USG5222MAA39,KCADEU 7.25 05/15/21 REGS,United Kingdom,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,KCA Deutag UK Finance,70299,"348,785,000 USD",No,,,7.25%,Luxembourg S.E.,"1,000 USD",,"1,000 USD","200,000 USD","200,000 USD","348,785,000 USD",,"348,785,000 USD"
244107,Valid,"International bonds: Walter Energy, 8.5% 15apr2021, USD (US93317QAF28, 93317QAF2)",US93317QAF28,WLTG 8.5 04/15/21,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Walter Energy,37341,"450,000,000 USD",No,,,8.50%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","450,000,000 USD","383,275,000 USD","383,275,000 USD"
244131,Valid,"International bonds: Lightstream Resources, 8.625% 1feb2020, USD (USC72377AB77, C72377AB7)",USC72377AB77,LTSCN 8.625 02/01/20 REGS,Canada,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Lightstream Resources,70301,"900,000,000 USD",No,,,8.63%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"900,000,000 USD","253,946,000 USD",
244307,Valid,"Domestic bonds: Hyflux, 6% perp., SGD (SG31B4000005)",SG31B4000005,HYFSP V6 PERP,Singapore,outstanding,Coupon bonds,2 time(s) per year,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Hyflux,36211,,,,,"500,000,000 SGD",Yes,4Y SGD Swap rate,6.2,,"SGX, BTWZ","1,000 SGD","1,000 SGD",,,"1,000 SGD","500,000,000 SGD",,"500,000,000 SGD"
244615,Valid,"International bonds: Texas Competitive Electric Holdings, 10.5% 1nov2016, USD (US882330AH60, 882330AH6)",US882330AH60,TXU 10.5 11/01/16,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Texas Competitive Electric Holdings,54113,"1,748,925,000 USD",Yes,,,,,"1,000 USD",,"1,000 USD","2,000 USD",,"1,748,925,000 USD","1,747,973,770 USD",
244617,Valid,"International bonds: Texas Competitive Electric Holdings, 15% 1apr2021, USD (US882330AQ69, 882330AQ6)",US882330AQ69,TXU 15 04/01/21 B,USA,outstanding,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Texas Competitive Electric Holdings,54113,"1,234,780,000 USD",No,,,15%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","1,234,780,000 USD",,"1,234,780,000 USD"
244725,Valid,"International bonds: Ditech Holding, 7.875% 15dec2021, USD (US93317WAC64, 93317WAC6)",US93317WAC64,DHCP 7.875 12/15/21,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Ditech Holding,42411,"574,961,000 USD",No,,,7.88%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"574,961,000 USD","538,623,000 USD",
244739,Valid,"Domestic bonds: PSN Property Management, 01 (4-01-36515-R, RU000A0JWTJ0, ПСНПрМдж 1)",RU000A0JWTJ0,PSNPMG V13 09/10/26 1,Russia,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,PSN Property Management,70503,,,,,"10,000,000,000 RUB",No,,,9.50%,"Moscow Exchange, RU000A0JWTJ0 (Third level, 09/21/2016)",,"1,000 RUB",,,"1,000 RUB","10,000,000,000 RUB",,"10,000,000,000 RUB"
244747,Valid,"International bonds: UCI International, 8.625% 15feb2019, USD (US90266DAB73, 90266DAB7)",US90266DAB73,UCII 8.625 02/15/19,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,UCI International,69329,"400,000,000 USD",No,,,8.63%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","400,000,000 USD",,
244907,Valid,"Domestic bonds: Texas Competitive Electric Holdings, 15% 1apr2021, USD (US882330AP86, 882330AP8)",US882330AP86,TXU 15 04/01/21,USA,outstanding,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Texas Competitive Electric Holdings,54113,,,,,"335,905,000 USD",No,,,15%,,"1,000 USD","1,000 USD",,,"1,000 USD","335,905,000 USD",,"335,905,000 USD"
244999,Valid,"Domestic bonds: Santa Maria Offshore, 8.875% 3jul2018, USD (NO0010683832)",NO0010683832,LATOFF 8.875 10/15/22,Bermuda,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Santa Maria Offshore,70687,,,,,"370,000,000 USD",No,,,8.88%,Luxembourg S.E.,1 USD,1 USD,,,1 USD,"370,000,000 USD",,
245041,Valid,"Domestic bonds: Biogas Nord AG, 7.55% 25sep2017, EUR (DE000A1PGZ41)",DE000A1PGZ41,BGNORD 7.55 09/25/17,Germany,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Biogas Nord AG,70617,,,,,"10,000,000 EUR",No,,,7.55%,,,"1,000 EUR",,,,"10,000,000 EUR",,
245215,Valid,"Domestic bonds: Dewan Housing Finance Corporation, 8.83% 16aug2019, INR (INE202B07HL1)",INE202B07HL1,DEWHIN 8.83 08/16/19 1B,India,redeemed,Coupon bonds,12 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Dewan Housing Finance Corporation,70739,,,,,"160,948,000 INR",No,,,8.83%,National Stock Exchange of India,"1,000 INR","1,000 INR",,,0 INR,"160,948,000 INR",,
245217,Valid,"Domestic bonds: Dewan Housing Finance Corporation, 8.93% 16aug2026, INR (INE202B07HP2)",INE202B07HP2,DEWHIN 8.93 08/16/26 3B,India,outstanding,Coupon bonds,12 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Dewan Housing Finance Corporation,70739,,,,,"445,396,000 INR",No,,,8.93%,National Stock Exchange of India,"1,000 INR","1,000 INR",,,"1,000 INR","445,396,000 INR",,"445,396,000 INR"
245373,Valid,"Domestic bonds: Dewan Housing Finance Corporation, 8.88% 16aug2021, INR (INE202B07HN7)",INE202B07HN7,DEWHIN 8.88 08/16/21 2B,India,outstanding,Coupon bonds,12 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Dewan Housing Finance Corporation,70739,,,,,"107,594,000 INR",No,,,8.88%,National Stock Exchange of India,"1,000 INR","1,000 INR",,,"1,000 INR","107,594,000 INR",,"107,594,000 INR"
245385,Valid,"International bonds: Jones Energy Holdings, 9.25% 15mar2023, USD (US48019TAE47, 48019TAE4)",US48019TAE47,JONE 9.25 03/15/23,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Jones Energy Holdings,54909,"250,000,000 USD",No,,,9.25%,NYSE,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"250,000,000 USD","150,000,000 USD",
246557,Valid,"International bonds: Aptiv Corp, 7.125% 1may2029, USD (US247126AC93, 247126AC9)",US247126AC93,DPHIQ 7.125 05/01/29,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Aptiv Corp,34323,"500,000,000 USD",No,,,7.13%,,"1,000 USD",,"1,000 USD","1,000 USD",0 USD,"500,000,000 USD",,
246771,Valid,"International bonds: Phones4u, 9.5% 1apr2018, GBP (XS0609574016)",XS0609574016,PHONLN 9.5 04/01/18 REGS,United Kingdom,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Phones4u Finance,72293,Phones4u,72291,"430,000,000 GBP",No,,,9.50%,Irish S.E.,"1,000 GBP",,"1,000 GBP","100,000 GBP","100,000 GBP","430,000,000 GBP",0 GBP,
246777,Valid,"International bonds: Phones4u, 10% 1apr2019, GBP (XS0973226862)",XS0973226862,PHOSHC 10 04/01/19 REGS,United Kingdom,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Phones4u,72291,"205,000,000 GBP",Yes,,,,Irish S.E.,1 GBP,,1 GBP,"100,000 GBP","100,000 GBP","205,000,000 GBP",,
246895,Valid,"International bonds: Haikou Meilan International Airport, 5.25% 6sep2019, USD (XS1485001348)",XS1485001348,MEILAN 5.25 09/06/19,China,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Haikou Meilan International Airport,50531,"200,000,000 USD",No,,,5.25%,"SGX, 4Q8B","1,000 USD",,"1,000 USD","200,000 USD","200,000 USD","200,000,000 USD",,
248853,Valid,"Domestic bonds: Lumbermens Mutual Casualty, 9.15% 1jul2026, USD (US550060AA58, 550060AA5)",,KEMPER 9.15 07/01/26 +AI,USA,outstanding,Coupon bonds,2 time(s) per year,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Lumbermens Mutual Casualty,70175,,,,,"400,000,000 USD",No,,,9.15%,,"1,000 USD","1,000 USD",,,"1,000 USD","400,000,000 USD",,"400,000,000 USD"
