Identifier,ISIN,Issuer,Coupon,Maturity,Subordinated,Currency,Next Interest Date
250740478,MX0MGO0000P2,"Mexiko,Staat","7,750 %",29.05.2031,Nein,Mexikanischer  Peso,10.12.2020
255850490,FR0013421799,BPCE SFH,"0,625 %",29.05.2031,Nein,Euro,29.05.2021
295412115,DE000LB13N87,Landesbank Baden-W&#252;rttemberg,"0,950 %",29.05.2031,Nein,Euro,29.05.2021
295619763,US00206RJY99,AT &amp; T Inc.,"2,750 %",01.06.2031,Nein,US Dollar,01.12.2020
99442580,XS0630584166,Time Warner Cable LLC,"5,750 %",02.06.2031,Nein,Britisches Pfund,02.06.2021
162034779,XS1421915049,3M Co.,"1,500 %",02.06.2031,Nein,Euro,19.05.2021
295954502,US172967MS77,Citigroup Inc.,"2,572 %",03.06.2031,Nein,US Dollar,03.12.2020
257590907,XS1843434793,Illinois Tool Works Inc.,"1,000 %",05.06.2031,Nein,Euro,02.06.2021
162448798,DE000LB1A6Z2,Landesbank Baden-W&#252;rttemberg,"1,380 %",06.06.2031,Nein,Euro,06.06.2021
253955421,DE000BLB7T66,Bayerische Landesbank,"1,100 %",06.06.2031,Nein,Euro,06.06.2021
258368304,FR0013425154,MMS USA Financing Inc.,"1,750 %",13.06.2031,Nein,Euro,13.06.2021
162546997,XS1428782160,ESB Finance Ltd.,"1,875 %",14.06.2031,Nein,Euro,14.06.2021
246591555,XS1843443786,Altria Group Inc.,"3,125 %",15.06.2031,Nein,Euro,01.06.2021
259344043,XS2012102914,Chubb INA Holdings Inc.,"1,400 %",15.06.2031,Nein,Euro,15.06.2021
293898968,DE000LB13MQ4,Landesbank Baden-W&#252;rttemberg,"0,730 %",16.06.2031,Nein,Euro,16.06.2021
297539528,XS2190201983,"Kroatien, Staat","1,500 %",17.06.2031,Nein,Euro,17.06.2021
254738993,DE000LB118Y5,Landesbank Baden-W&#252;rttemberg,"0,900 %",18.06.2031,Nein,Euro,18.06.2021
257799070,AU0000047003,"Australien, Staat","1,500 %",21.06.2031,Nein,Australischer Dollar,14.12.2020
68848995,CH0127181029,"Schweiz, Staat","2,250 %",22.06.2031,Nein,Schweizer Franken,22.06.2021
124898235,BE0000335449,"Belgien, Staat","1,000 %",22.06.2031,Nein,Euro,22.06.2021
298660089,FR0013519261,La Mondiale,"2,125 %",23.06.2031,Ja,Euro,23.06.2021
256191714,DE000BLB7VV8,Bayerische Landesbank,"1,000 %",27.06.2031,Nein,Euro,27.06.2021
161590526,DE000BLB32D5,Bayerische Landesbank,"1,550 %",30.06.2031,Nein,Euro,30.06.2021
273187971,CH0132163434,Kraftwerke Linth-Limmern AG,"2,875 %",30.06.2031,Nein,Schweizer Franken,30.06.2021
259731632,XS1843433985,Fiserv Inc.,"3,000 %",01.07.2031,Nein,Britisches Pfund,01.07.2021
260229156,XS2019976070,Enexis Holding N.V.,"0,750 %",02.07.2031,Nein,Euro,02.07.2021
260354391,XS2020670852,Medtronic Global Holdings SCA,"1,000 %",02.07.2031,Nein,Euro,02.07.2021
260367538,FR0013431277,BNP Paribas S.A.,"1,625 %",02.07.2031,Nein,Euro,02.07.2021
260508357,XS1843433639,"Chile, Staat","0,830 %",02.07.2031,Nein,Euro,02.07.2021
260367507,DE000LB2CKP2,Landesbank Baden-W&#252;rttemberg,"0,660 %",03.07.2031,Nein,Euro,03.07.2021
260939747,XS2023644540,Merck Financial Services GmbH,"0,875 %",05.07.2031,Nein,Euro,05.07.2020
260229181,XS2019815062,Omnicom Finance Holdings PLC,"1,400 %",08.07.2031,Nein,Euro,08.07.2020
299538103,US25160PAE79,Deutsche Bank AG,"5,882 %",08.07.2031,Ja,US Dollar,08.01.2021
257822063,DE000LB119D7,Landesbank Baden-W&#252;rttemberg,"0,550 %",09.07.2031,Nein,Euro,09.07.2020
164773293,XS1441837546,Deutsche Bahn Finance GmbH,"0,875 %",11.07.2031,Nein,Euro,11.07.2020
187068129,CH0336352742,Pfandbriefbank schweizerischer Hypothekarinstitute AG,"0,125 %",15.07.2031,Nein,Schweizer Franken,15.07.2020
94272422,US345370CA64,Ford Motor Co.,"7,450 %",16.07.2031,Nein,US Dollar,16.07.2020
261666932,XS2027596530,"Rum&#228;nien, Staat","2,124 %",16.07.2031,Nein,Euro,16.07.2020
261669948,DE000BLB7Y28,Bayerische Landesbank,"0,710 %",17.07.2031,Nein,Euro,17.07.2020
262038318,DE000LB2CLB0,Landesbank Baden-W&#252;rttemberg,"0,415 %",17.07.2031,Nein,Euro,17.07.2020
258739948,DE000BLB7WV6,Bayerische Landesbank,"0,850 %",18.07.2031,Nein,Euro,18.07.2020
169005698,DE000NRW0JQ3,Land Nordrhein-Westfalen,"0,625 %",21.07.2031,Nein,Euro,21.07.2020
262733250,XS2033262622,JPMorgan Chase &amp; Co.,"1,001 %",25.07.2031,Nein,Euro,25.07.2020
167703239,XS1463101680,Vodafone Group PLC,"1,600 %",29.07.2031,Nein,Euro,29.07.2020
263580452,XS2035474126,Philip Morris International Inc.,"0,800 %",01.08.2031,Nein,Euro,01.08.2020
50323290,USP17625AD98,"Venezuela, Staat","11,950 %",05.08.2031,Nein,US Dollar,05.08.2020
262959746,XS2034629134,FedEx Corp.,"1,300 %",05.08.2031,Nein,Euro,05.08.2020
263584064,DE000BLB70T1,Bayerische Landesbank,"0,500 %",06.08.2031,Nein,Euro,06.08.2020
261234762,DE000BLB7YN9,Bayerische Landesbank,"0,650 %",08.08.2031,Nein,Euro,08.08.2020
164522438,DE000BLB3387,Bayerische Landesbank,"1,350 %",11.08.2031,Nein,Euro,11.08.2020
77337876,US91086QAG38,"Mexiko,Staat","8,300 %",15.08.2031,Nein,US Dollar,15.08.2020
174454082,US17453BAJ08,Frontier Communications Corp.,"9,000 %",15.08.2031,Nein,US Dollar,15.08.2020
294710559,XS2177580508,E.ON SE,"0,875 %",20.08.2031,Nein,Euro,20.08.2020
271742746,AU3SG0001993,Queensland Treasury Corp.,"1,750 %",21.08.2031,Nein,Australischer Dollar,14.08.2020
261919810,DE000LB13CU7,Landesbank Baden-W&#252;rttemberg,"0,450 %",22.08.2031,Nein,Euro,22.08.2020
263253872,DE000LB13D71,Landesbank Baden-W&#252;rttemberg,"0,300 %",27.08.2031,Nein,Euro,27.08.2020
263242119,DE000BLB70C7,Bayerische Landesbank,"0,650 %",29.08.2031,Nein,Euro,29.08.2020
271248420,CH0330938900,-,"0,000 %",01.09.2031,Nein,Schweizer Franken,31.08.2018
266602233,XS2049782639,Total Capital International S.A.,"1,405 %",03.09.2031,Nein,Britisches Pfund,03.09.2020
266603254,DE000A2YN2V0,Hochtief AG,"1,250 %",03.09.2031,Nein,Euro,03.09.2020
266890955,XS2050806434,Western Power Distribution East Midlands PLC,"1,750 %",09.09.2031,Nein,Britisches Pfund,09.09.2020
88064715,XS0969846269,Nederlandse Waterschapsbank N.V.,"3,000 %",11.09.2031,Nein,Euro,11.09.2020
264725252,DE000LB13DG4,Landesbank Baden-W&#252;rttemberg,"0,100 %",11.09.2031,Nein,Euro,11.09.2020
267527400,XS2051655095,Coca-Cola European Partners PLC,"0,700 %",12.09.2031,Nein,Euro,12.09.2020
152772862,US492386AT42,Kerr-McGee Corp.,"7,875 %",15.09.2031,Nein,US Dollar,15.09.2020
168179323,DE000BLB35P2,Bayerische Landesbank,"1,250 %",15.09.2031,Nein,Euro,15.09.2020
170738620,US891160MJ94,The Toronto-Dominion Bank,"3,625 %",15.09.2031,Ja,US Dollar,15.09.2020
267660608,XS2052313827,LYB International Finance II B.V.,"1,625 %",17.09.2031,Nein,Euro,17.09.2020
267660610,FR0013447232,Covivio S.A.,"1,125 %",17.09.2031,Nein,Euro,17.09.2020
267263179,XS2050406094,DH Europe Finance II S.&#224; r.L.,"0,750 %",18.09.2031,Nein,Euro,18.09.2020
264828328,DE000BLB71V5,Bayerische Landesbank,"0,400 %",19.09.2031,Nein,Euro,19.09.2020
266667928,DE000LB13DV3,Landesbank Baden-W&#252;rttemberg,"0,100 %",25.09.2031,Nein,Euro,25.09.2020
268227275,XS2055079904,-,"1,823 %",25.09.2031,Nein,Euro,25.09.2020
268480448,XS2056399855,Telenor ASA,"0,625 %",25.09.2031,Nein,Euro,25.09.2020
171397209,FR0013203825,Klepierre S.A.,"1,250 %",29.09.2031,Nein,Euro,29.09.2020
193442976,DE000BLB44H1,Bayerische Landesbank,"1,070 %",30.09.2031,Nein,Euro,31.12.2020
233781901,IT0005216616,Credit Agricole Cariparma S.p.A.,"1,000 %",30.09.2031,Nein,Euro,30.09.2020
265805387,CH0488506681,Swiss Prime Site AG,"0,375 %",30.09.2031,Nein,Schweizer Franken,30.09.2020
269660417,XS2058948451,"Bahrain, Staat","5,625 %",30.09.2031,Nein,US Dollar,30.09.2020
268480435,XS2056374353,Mondelez International Holdings Netherlands B.V.,"0,875 %",01.10.2031,Nein,Euro,01.10.2020
269412761,XS2058556619,Thermo Fisher Scientific Inc.,"0,875 %",01.10.2031,Nein,Euro,01.10.2020
270261305,XS2056558088,Kasikornbank PCL [HongKong Branch],"3,343 %",02.10.2031,Ja,US Dollar,02.10.2020
269475475,XS2060691040,Nederlandse Gasunie N.V.,"0,375 %",03.10.2031,Nein,Euro,03.10.2020
171693071,DE000A2BPA51,BASF SE,"0,875 %",06.10.2031,Nein,Euro,06.10.2020
170268390,DE000BLB4QQ5,Bayerische Landesbank,"1,150 %",13.10.2031,Nein,Euro,13.10.2020
270318707,FR0013452620,Suez S.A.,"0,500 %",14.10.2031,Nein,Euro,14.10.2020
267523512,XS2010044209,Schlumberger Finance B.V.,"0,500 %",15.10.2031,Nein,Euro,15.10.2020
172687687,XS1505554771,Telefonica Emisiones S.A.U.,"1,930 %",17.10.2031,Nein,Euro,17.10.2020
267837297,DE000LB13E39,Landesbank Baden-W&#252;rttemberg,"0,250 %",17.10.2031,Nein,Euro,17.10.2020
270496017,XS2057070182,CK Hutchison Group Telecom Finance SA,"1,500 %",17.10.2031,Nein,Euro,17.10.2020
270774001,XS2064786754,"Elfenbeink&#252;ste, Staat","5,875 %",17.10.2031,Nein,Euro,17.10.2020
270390043,DE000LB2CNQ4,Landesbank Baden-W&#252;rttemberg,"0,200 %",21.10.2031,Nein,Euro,21.10.2020
270390044,DE000LB2CNR2,Landesbank Baden-W&#252;rttemberg,"0,200 %",21.10.2031,Nein,Euro,21.10.2020
270501562,DE000LB2CNP6,Landesbank Baden-W&#252;rttemberg,"0,150 %",21.10.2031,Nein,Euro,21.10.2020
137444792,HU0000403001,"Ungarn, Staat","3,250 %",22.10.2031,Nein,Ungarischer Forint,21.10.2020
229360175,DE000LB1QEG6,Landesbank Baden-W&#252;rttemberg,"1,100 %",23.10.2031,Nein,Euro,23.10.2020
173098279,XS1508404651,de Volksbank N.V.,"0,750 %",24.10.2031,Nein,Euro,24.10.2020
271681280,FR0013456449,Pernod-Ricard S.A.,"0,875 %",24.10.2031,Nein,Euro,24.10.2020
272148850,XS2069959398,"Indonesien, Staat","1,400 %",30.10.2031,Nein,Euro,30.10.2020
269522386,DE000BLB74T3,Bayerische Landesbank,"0,350 %",31.10.2031,Nein,Euro,31.10.2020
272389580,XS2075937370,Eli Lilly &amp; Co.,"0,625 %",01.11.2031,Nein,Euro,01.11.2020
173843889,DE000LB1DQB9,Landesbank Baden-W&#252;rttemberg,"3,205 %",03.11.2031,Nein,Euro,03.11.2020
272536957,DE000A2YPFU9,Daimler AG,"1,125 %",06.11.2031,Nein,Euro,06.11.2020
269809027,DE000LB13EA5,Landesbank Baden-W&#252;rttemberg,"0,300 %",07.11.2031,Nein,Euro,07.11.2020
273377380,,[],,,,,
273188006,XS2078735276,Shell International Finance B.V.,"0,500 %",08.11.2031,Nein,Euro,08.11.2020
174005597,XS1514051694,SNCF Reseau,"1,000 %",09.11.2031,Nein,Euro,09.11.2020
273188003,XS2078533218,"China, Staat","0,500 %",12.11.2031,Nein,Euro,12.11.2020
159608267,XS0330497149,AstraZeneca PLC,"5,750 %",13.11.2031,Nein,Britisches Pfund,13.11.2020
273299662,XS2079716937,Apple Inc.,"0,500 %",15.11.2031,Nein,Euro,15.11.2020
172324883,DE000BLB4RU5,Bayerische Landesbank,"1,200 %",17.11.2031,Nein,Euro,17.11.2020
235877152,XS1910948592,Volkswagen International Finance N.V.,"4,125 %",17.11.2031,Nein,Britisches Pfund,17.11.2020
175692204,CH0343366792,"Bern, Kanton","0,050 %",18.11.2031,Nein,Schweizer Franken,18.11.2020
268367453,XS2055647213,Abbvie Inc.,"1,250 %",18.11.2031,Nein,Euro,04.11.2020
273956516,XS2080785343,Temasek Financial I Ltd.,"0,500 %",20.11.2031,Nein,Euro,20.11.2020
285209632,XS1720805537,"Libanon, Staat","7,150 %",20.11.2031,Nein,US Dollar,20.11.2020
271024772,DE000BLB75X2,Bayerische Landesbank,"0,550 %",21.11.2031,Nein,Euro,21.11.2020
175347264,US961214DF70,Westpac Banking Corp.,"4,322 %",23.11.2031,Ja,US Dollar,23.11.2020
232107048,DE000LB11785,Landesbank Baden-W&#252;rttemberg,"1,200 %",24.11.2031,Nein,Euro,24.11.2020
273964290,DE000LB2CPL0,Landesbank Baden-W&#252;rttemberg,"0,200 %",26.11.2031,Nein,Euro,26.11.2020
273964291,DE000LB2CPM8,Landesbank Baden-W&#252;rttemberg,"0,250 %",26.11.2031,Nein,Euro,26.11.2020
274948154,FR0013463676,EssilorLuxottica S.A.,"0,750 %",27.11.2031,Nein,Euro,27.11.2020
275073027,XS2080771806,"Marokko, Staat","1,500 %",27.11.2031,Nein,Euro,27.11.2020
204242354,CH0387879049,"Genf, Region","0,500 %",28.11.2031,Nein,Schweizer Franken,28.11.2020
118860685,XS1146286205,Verizon Communications Inc.,"2,625 %",01.12.2031,Nein,Euro,16.11.2020
175899923,FR0013221389,Caisse Francaise de Financement Local,"1,125 %",01.12.2031,Nein,Euro,01.12.2020
273956556,DE000BLB7735,Bayerische Landesbank,"0,710 %",01.12.2031,Nein,Euro,29.11.2020
275318951,XS2087643651,Stryker Corp.,"1,000 %",03.12.2031,Nein,Euro,03.12.2020
275800748,CH0461238963,Pfandbriefzentrale der schweizerischen Kantonalbanken,"0,100 %",03.12.2031,Nein,Schweizer Franken,03.12.2020
181659662,CH0343366784,Givaudan SA,"0,625 %",05.12.2031,Nein,Schweizer Franken,05.12.2020
169294354,XS0276809927,East Japan Railway Co.,"4,750 %",08.12.2031,Nein,Britisches Pfund,08.12.2020
181660668,CH0344583833,Emissionszentrale f&#252;r gemeinn&#252;tzige Wohnbautr&#228;ger EGW,"0,400 %",09.12.2031,Nein,Schweizer Franken,09.12.2020
273033596,DE000BLB77N9,Bayerische Landesbank,"0,650 %",12.12.2031,Nein,Euro,12.12.2020
185616646,XS0140198044,Prudential PLC,"6,125 %",19.12.2031,Nein,Britisches Pfund,19.12.2020
174618735,DE000BLB4S52,Bayerische Landesbank,"1,400 %",22.12.2031,Nein,Euro,22.12.2020
237006781,DE000LB123N8,Landesbank Baden-W&#252;rttemberg,"1,200 %",22.12.2031,Nein,Euro,22.12.2020
253966605,DE000LB2CHG7,Landesbank Baden-W&#252;rttemberg,-,24.12.2031,Nein,US Dollar,-
275193324,DE000LB13FQ8,Landesbank Baden-W&#252;rttemberg,"0,400 %",31.12.2031,Nein,Euro,31.12.2020
32819921,DE000LBW6CJ0,Landesbank Baden-W&#252;rttemberg,"0,000 %",02.01.2032,Nein,Euro,-
72053076,XS0730243150,Orsted A/S,"4,875 %",12.01.2032,Nein,Britisches Pfund,12.01.2021
179219717,XS1548458014,ABN AMRO Bank N.V.,"1,125 %",12.01.2032,Nein,Euro,12.01.2021
189905805,FR0013260551,Societe des Autoroutes Paris-Rhin-Rhone,"1,625 %",13.01.2032,Nein,Euro,13.01.2021
172738286,XS1484645616,K&#228;rntner Ausgleichszahlungs-Fonds,"0,000 %",14.01.2032,Nein,Euro,-
279050197,XS2099546488,Credit Agricole S.A.,"0,875 %",14.01.2032,Nein,Euro,14.01.2021
279056000,XS2102357105,BMW Finance N.V.,"0,875 %",14.01.2032,Nein,Euro,14.01.2021
82563937,US345370BV11,Ford Motor Co.,"8,900 %",15.01.2032,Nein,US Dollar,15.07.2020
152772708,US28368EAE68,El Paso Corp.,"7,750 %",15.01.2032,Nein,US Dollar,15.07.2020
180288597,US718286BD89,"Philippinen, Staat","6,375 %",15.01.2032,Nein,US Dollar,15.07.2020
242851245,FR0013396538,Orange S.A.,"3,250 %",15.01.2032,Nein,Britisches Pfund,15.01.2021
274292640,XS2079842642,"&#196;gypten, Staat","7,053 %",15.01.2032,Nein,US Dollar,15.07.2020
279112192,FR0013476611,BNP Paribas S.A.,"1,125 %",15.01.2032,Ja,Euro,15.01.2021
297283716,FR0013517059,Veolia Environnement S.A.,"0,800 %",15.01.2032,Nein,Euro,15.01.2021
276231584,DE000BLB79Q8,Bayerische Landesbank,"0,650 %",16.01.2032,Nein,Euro,16.01.2021
177152510,DE000BLB4UG8,Bayerische Landesbank,"1,650 %",19.01.2032,Nein,Euro,19.01.2021
178001586,DE0001892057,Deutsche Bank AG,"0,000 %",20.01.2032,Nein,Italienische Lire,-
277411384,DE000LB13J34,Landesbank Baden-W&#252;rttemberg,"0,450 %",21.01.2032,Nein,Euro,21.01.2021
180351233,XS1555168365,Thames Water Utilities Finance PLC,"2,625 %",24.01.2032,Nein,Britisches Pfund,24.01.2021
280270802,XS2108490090,Public Storage,"0,875 %",24.01.2032,Nein,Euro,24.01.2021
180361702,FR0013233236,AXA Bank Europe SCF,"1,250 %",26.01.2032,Nein,Euro,26.01.2021
282284471,US168863DN50,"Chile, Staat","2,550 %",27.01.2032,Nein,US Dollar,27.07.2020
282284784,US168863DN50,"Chile, Staat","2,550 %",27.01.2032,Nein,US Dollar,27.07.2020
280400418,XS2109812508,"Rum&#228;nien, Staat","2,000 %",28.01.2032,Nein,Euro,28.01.2021
280414400,DE000LB2CQF0,Landesbank Baden-W&#252;rttemberg,"0,540 %",29.01.2032,Nein,Euro,29.01.2021
180203077,XS1554373834,Fresenius Finance Ireland PLC,"3,000 %",30.01.2032,Nein,Euro,30.01.2021
244675213,XS1885951621,Credit Agricole Corporate and Investment Bank,"2,000 %",30.01.2032,Nein,Euro,30.01.2021
178110591,DE000BLB4UU9,Bayerische Landesbank,"1,550 %",02.02.2032,Nein,Euro,02.02.2021
180908388,FR0013234986,Credit Agricole Home Loan SFH,"1,375 %",03.02.2032,Nein,Euro,03.02.2021
280712566,XS2109766472,"Saudi Arabien, Staat","2,750 %",03.02.2032,Nein,US Dollar,03.08.2020
281007693,DE000LB2CQ22,Landesbank Baden-W&#252;rttemberg,"0,500 %",05.02.2032,Nein,Euro,05.02.2021
278395069,DE000BLB8BQ8,Bayerische Landesbank,"0,700 %",06.02.2032,Nein,Euro,06.02.2021
282138565,CH0521333655,Deutsche Telekom AG,"0,435 %",06.02.2032,Nein,Schweizer Franken,06.02.2021
280712581,XS2053759291,Credit Agricole CIB Financial Solutions,"0,750 %",07.02.2032,Nein,Euro,07.02.2021
181793965,XS1562584158,African Development Bank,"0,000 %",09.02.2032,Nein,Mexikanischer  Peso,-
124440264,XS1186176571,Heathrow Funding Ltd.,"1,500 %",11.02.2032,Nein,Euro,28.01.2021
241851415,DE000LB125Z7,Landesbank Baden-W&#252;rttemberg,"1,000 %",11.02.2032,Nein,Euro,11.02.2021
282138578,XS2115091808,International Business Machines Corp.,"0,650 %",11.02.2032,Nein,Euro,11.02.2021
279074226,DE000LB13JM9,Landesbank Baden-W&#252;rttemberg,"0,400 %",12.02.2032,Nein,Euro,12.02.2021
185434421,XS1566179039,"Nigeria, Bundesrepublik","7,875 %",16.02.2032,Nein,US Dollar,02.08.2020
182613309,CH0352595893,Pfandbriefzentrale der schweizerischen Kantonalbanken,"0,500 %",20.02.2032,Nein,Schweizer Franken,20.02.2021
282005885,XS2114852564,Comcast Corp.,"0,750 %",20.02.2032,Nein,Euro,20.02.2021
282531541,XS2118273601,Siemens Financieringsmaatschappij N.V.,"0,500 %",20.02.2032,Nein,Euro,20.02.2021
60744814,GR0133010232,"Griechenland, Staat","3,650 %",24.02.2032,Nein,Euro,24.02.2021
283045383,DE000BLB8YV0,Bayerische Landesbank,"0,550 %",24.02.2032,Nein,Euro,24.02.2021
283282579,XS2123970241,V.F. Corp.,"0,625 %",25.02.2032,Nein,Euro,25.02.2021
280576654,DE000BLB8WW2,Bayerische Landesbank,"0,770 %",27.02.2032,Nein,Euro,27.02.2021
283713755,ES0413900608,Banco Santander S.A.,"0,100 %",27.02.2032,Nein,Euro,27.02.2021
97455715,US25468PBW59,TWDC Enterprises 18 Corp.,"7,000 %",01.03.2032,Nein,US Dollar,31.08.2020
227341846,IT0005094088,"Italien, Staat","1,650 %",01.03.2032,Nein,Euro,01.09.2020
281143132,DE000LB13JY4,Landesbank Baden-W&#252;rttemberg,"0,450 %",04.03.2032,Nein,Euro,04.03.2021
180687646,DE000BLB4V08,Bayerische Landesbank,"1,550 %",08.03.2032,Nein,Euro,08.03.2021
285560724,XS2126094049,Honeywell International Inc.,"0,750 %",10.03.2032,Nein,Euro,10.03.2021
286387609,XS2116701348,National Grid Gas Finance PLC,"0,750 %",11.03.2032,Nein,Euro,11.03.2021
244844359,DE000LB12767,Landesbank Baden-W&#252;rttemberg,"1,100 %",12.03.2032,Nein,Euro,12.03.2021
183848479,XS1578213933,Motability Operations Group PLC,"2,375 %",14.03.2032,Nein,Britisches Pfund,14.09.2020
193987887,US852060AT99,Sprint Capital Corp.,"8,750 %",15.03.2032,Nein,US Dollar,15.09.2020
253391270,US36962GXZ26,General Electric Co.,"6,750 %",15.03.2032,Nein,US Dollar,15.09.2020
283282577,XS2122486066,The Dow Chemical Co.,"1,125 %",15.03.2032,Nein,Euro,15.03.2021
298154033,US65334HAA05,Nexen Energy ULC,"7,875 %",15.03.2032,Nein,US Dollar,15.03.2018
267635598,XS2052320954,Verizon Communications Inc.,"0,875 %",19.03.2032,Nein,Euro,19.03.2021
282697882,DE000BLB8YK3,Bayerische Landesbank,"0,630 %",19.03.2032,Nein,Euro,19.03.2021
283409295,DE000LB13KM7,Landesbank Baden-W&#252;rttemberg,"0,400 %",22.03.2032,Nein,Euro,22.03.2021
184816637,XS1586230481,"Libanon, Staat","7,000 %",23.03.2032,Nein,US Dollar,23.09.2020
280992891,CH0461239136,Pfandbriefzentrale der schweizerischen Kantonalbanken,"0,125 %",23.03.2032,Nein,Schweizer Franken,23.03.2021
250357192,XS1968714540,"Ghana, Staat","8,125 %",26.03.2032,Nein,US Dollar,12.10.2020
268367437,XS2055652056,Abertis Infraestructuras S.A.,"1,875 %",26.03.2032,Nein,Euro,26.03.2021
289402568,XS2147889690,Diageo Finance PLC,"2,500 %",27.03.2032,Nein,Euro,27.03.2021
61511434,BE0000326356,"Belgien, Staat","4,000 %",28.03.2032,Nein,Euro,28.03.2021
271951434,FR0013456621,Unibail-Rodamco SE,"0,875 %",29.03.2032,Nein,Euro,29.03.2021
61588233,EU000A1G0AJ7,European Financial Stability Facility EFSF,"3,875 %",30.03.2032,Nein,Euro,30.03.2021
153098851,ZAG000107004,"S&#252;dafrika, Staat","8,250 %",31.03.2032,Nein,S&#252;dafrikanischer Rand,20.09.2020
289547756,XS2150006562,John Deere Cash Management S.A.,"2,200 %",02.04.2032,Nein,Euro,02.04.2021
289821605,BE6320935271,Anheuser-Busch InBev N.V./S.A.,"2,875 %",02.04.2032,Nein,Euro,02.04.2021
60644888,EU000A1G1Q17,Europ&#228;ische Union,"3,375 %",04.04.2032,Nein,Euro,04.04.2021
289945423,XS2152796426,Airbus SE,"2,375 %",07.04.2032,Nein,Euro,07.04.2021
289991331,FR0013506300,Orange S.A.,"1,625 %",07.04.2032,Nein,Euro,07.04.2021
290286863,XS2135801160,BP Capital Markets PLC,"2,822 %",07.04.2032,Nein,Euro,07.04.2021
290427165,XS2154419118,Shell International Finance B.V.,"1,875 %",07.04.2032,Nein,Euro,07.04.2021
290250393,XS2153409029,Total Capital International S.A.,"1,994 %",08.04.2032,Nein,Euro,08.04.2021
290286886,XS2154348424,OMV AG,"2,375 %",09.04.2032,Nein,Euro,09.04.2021
298369237,XS0146173371,"El Salvador, Staat","8,250 %",10.04.2032,Nein,US Dollar,10.04.2018
183023131,DE000BLB4XZ2,Bayerische Landesbank,"1,500 %",12.04.2032,Nein,Euro,12.04.2021
248147068,DE000LB13AE5,Landesbank Baden-W&#252;rttemberg,"1,200 %",12.04.2032,Nein,Euro,12.04.2021
162034818,XS1422953932,European Investment Bank (EIB),"1,000 %",14.04.2032,Nein,Euro,14.04.2021
289821597,XS2010032451,Thermo Fisher Scientific Inc.,"2,375 %",15.04.2032,Nein,Euro,15.04.2021
291048249,FR0013507878,Capgemini S.A.,"2,375 %",15.04.2032,Nein,Euro,15.04.2021
159678020,XS0627336323,Western Power Distribution West Midlands PLC,"5,750 %",16.04.2032,Nein,Britisches Pfund,16.04.2021
186259624,FR0013252228,UNEDIC - Union Nationale Interprofessionnelle pur l&#39;Emploi dans l&#39;Industrie et le Commerce,"1,500 %",20.04.2032,Nein,Euro,20.04.2021
291395246,FR0013508694,La Poste,"1,375 %",21.04.2032,Nein,Euro,21.04.2021
291501894,XS2126170161,-,"1,625 %",22.04.2032,Nein,Euro,22.04.2021
292545754,US91087BAK61,"Mexiko,Staat","4,750 %",27.04.2032,Nein,US Dollar,27.10.2020
292670079,XS2161992511,"Ungarn, Staat","1,625 %",28.04.2032,Nein,Euro,28.04.2021
288462072,DE000LB13L63,Landesbank Baden-W&#252;rttemberg,"0,500 %",29.04.2032,Nein,Euro,29.04.2021
250519929,DE000LB11827,Landesbank Baden-W&#252;rttemberg,"1,000 %",30.04.2032,Nein,Euro,30.04.2021
160173025,EU000A1U9969,Europ&#228;ischer Stabilit&#228;tsmechanismus ESM,"1,125 %",03.05.2032,Nein,Euro,03.05.2021
292913533,XS2166122486,Air Products &amp; Chemicals Inc.,"0,800 %",05.05.2032,Nein,Euro,05.05.2021
293116076,XS2166755509,Schlumberger Finance B.V.,"2,000 %",06.05.2032,Nein,Euro,06.05.2021
187911371,DE000A11P8V8,Saarland,"1,125 %",10.05.2032,Nein,Euro,10.05.2021
187827680,FR0013255866,Caisse Francaise de Financement Local,"1,250 %",11.05.2032,Nein,Euro,11.05.2021
188151989,XS1611857795,GKN Holdings PLC,"4,625 %",12.05.2032,Nein,Britisches Pfund,12.05.2021
188495429,XS1613116349,LafargeHolcim Sterling Finance B.V.,"3,000 %",12.05.2032,Nein,Britisches Pfund,12.05.2021
215681515,XS1611855237,Heineken N.V.,"2,020 %",12.05.2032,Nein,Euro,12.05.2021
293855152,XS2170362912,Nestle Finance International Ltd.,"0,375 %",12.05.2032,Nein,Euro,12.05.2021
293942708,SK4000017166,"Slowakei, Staat","1,000 %",14.05.2032,Nein,Euro,14.05.2021
293815857,XS2171713006,Eurogrid GmbH,"1,113 %",15.05.2032,Nein,Euro,15.05.2021
294101896,USU3701NAC66,GE Capital Funding LLC,"4,550 %",15.05.2032,Nein,US Dollar,15.11.2020
185616899,DE000BLB4ZP8,Bayerische Landesbank,"1,550 %",17.05.2032,Nein,Euro,17.05.2021
188405554,XS1613374559,Finnvera OYJ,"1,125 %",17.05.2032,Nein,Euro,17.05.2021
188495434,XS1615085864,Westpac Banking Corp.,"1,375 %",17.05.2032,Nein,Euro,17.05.2021
71575567,XS0782697071,&#214;BB-Infrastruktur AG,"3,375 %",18.05.2032,Nein,Euro,18.05.2021
161431095,DE000A168023,"Berlin, Region","1,000 %",19.05.2032,Nein,Euro,19.05.2021
294335764,XS2177021602,Linde Finance B.V.,"0,550 %",19.05.2032,Nein,Euro,19.05.2021
295157917,XS2180008513,AT &amp; T Inc.,"2,050 %",19.05.2032,Nein,Euro,19.05.2021
