Unnamed: 0,Identifier,ISIN,Frequency,Seniority,Issuer,Maturity,Currency,Ins_type,Coupon,Spread
1884.0,XS1916306456,XS1916306456,Semi Annually,Senior Unsecured,Guangzhou Metro Investment Finance BVI Ltd,18-Dec-21,USD,USD,4.3,-
1885.0,XS2178221490,XS2178221490,Semi Annually,Senior Unsecured,Hysan (MTN) Limited,2-Jun-27,USD,USD,2.875,-
1886.0,XS1960762554,XS1960762554,Semi Annually,Senior Unsecured,Greenland Global Investment Ltd,12-Mar-22,USD,USD,7.25,-
1887.0,XS2082780888,XS2082780888,Semi Annually,Senior Unsecured,PCGI Intermediate Holdings II Ltd,22-Nov-24,USD,USD,5.5,-
1888.0,XS1376681067,XS1376681067,Semi Annually,Subordinated,Yapi ve Kredi Bankasi AS,9-Mar-26,USD,USD,8.5,Reset Date: 09Mar2021<br>Reset Rate: USSW5 + 7.400%
1889.0,USY20721AU39,USY20721AU39,Semi Annually,Senior Unsecured,Indonesia Government International Bond,5-May-21,USD,USD,4.875,-
1890.0,NA12100N,SG3254976487,Semi Annually,Senior Unsecured,Singapore Government,1-Apr-42,SGD,SGD,2.75,-
1891.0,XS2017302527,XS2017302527,Semi Annually,Senior Unsecured,Haiguo Xintai Capital Ltd,8-Oct-22,USD,USD,4.3,-
1892.0,XS0538082982,XS0538082982,Semi Annually,Senior Unsecured,Hongkong &amp; Shanghai Banking Corp Ltd/Singapore,9-Sep-25,SGD,SGD,2.174, SORF6M +128.00 BP
1893.0,HK0000121852,HK0000121852,Semi Annually,Unsecured,Hong Kong Government Bond,27-Aug-27,HKD,HKD,0.8,-
1894.0,HK0000274099,HK0000274099,Semi Annually,Senior Unsecured,China Government Bond,30-Nov-20,CNH,CNH,3.4,-
1895.0,XS2190467667,XS2190467667,Semi Annually,Senior Unsecured,Fuqing Investment Management Limited (Keepwell: Ping An Real Estate Company Limited),23-Jun-25,USD,USD,3.25,-
1896.0,XS2159975700,XS2159975700,Semi Annually,Senior Unsecured,Saudi Government International Bond,22-Oct-30,USD,USD,3.25,-
1897.0,XS2066357034,XS2066357034,Semi Annually,First Lien,Jiayuan International Group Ltd,18-Feb-23,USD,USD,13.75,-
1898.0,XS2031924108,XS2031924108,Semi Annually,Senior Unsecured,CIFI Holdings Group Co Ltd,23-Apr-22,CNH,CNH,6.7,-
1899.0,XS2051351893,XS2051351893,Semi Annually,Senior Unsecured,Zhengzhou Real Estate Group Co Ltd,9-Oct-22,USD,USD,3.95,-
1900.0,USG46747AB00,USG46747AB00,Semi Annually,Senior Unsecured,Hutchison Whampoa International 14 Ltd,31-Oct-24,USD,USD,3.625,-
1901.0,XS2035536098,XS2035536098,Semi Annually,Senior Unsecured,Dexin China Holdings Co Ltd,6-Aug-21,USD,USD,12.875,-
1902.0,XS0834399635,XS0834399635,Annually,Senior Unsecured,BHP Billiton Finance Ltd,25-Sep-24,GBP,GBP,3.25,-
1903.0,XS0825795593,XS0825795593,Semi Annually,Senior Unsecured,New World Capital Finance Ltd,6-Sep-22,HKD,HKD,5.0,-
1904.0,HK0000073004,HK0000073004,Semi Annually,Senior Unsecured,China Government Bond,1-Dec-20,CNH,CNH,2.48,-
1905.0,XS0875759184,XS0875759184,Semi Annually,Senior Unsecured,Power Grid Corp of India Ltd,17-Jan-23,USD,USD,3.875,-
1906.0,ZP7710285,SGXF61152512,Semi Annually,Senior Unsecured,Suntec REIT MTN Pte Ltd,5-Feb-27,SGD,SGD,2.95,-
1907.0,MYBUZ1701773,MYBUZ1701773,Semi Annually,Junior Subordinated,Hong Leong Financial Group Bhd,Perpetual,MYR,MYR,5.23,Reset Date: 30 Nov 2022 and every 5 years thereafter <br> Reset Rate: Malaysia Govt Bonds 5 Year Yield + 1.500%
1908.0,AX1631545,XS1952585112,Semi Annually,First Lien,China Aoyuan Group Ltd,19-Feb-23,USD,USD,7.95,-
1909.0,XS1346651737,XS1346651737,Semi Annually,Senior Unsecured,Standard Chartered PLC,15-Jan-21,USD,USD,3.05,-
1910.0,XS1582433428,XS1582433428,Semi Annually,Subordinated,Trafigura Group Pte Ltd,Perpetual,USD,USD,6.875,Reset Date: 21 March 2022 and every 5 years thereafter<br> Reset Rate: USD 5Y SWAP + Initial Spread (4.647%) + Step Up Margin (2%)
1911.0,ZS0947920,XS1982113463,Semi Annually,Senior Unsecured,Saudi Arabian Oil Co,16-Apr-39,USD,USD,4.25,-
1912.0,HK0000299005,HK0000299005,Semi Annually,Senior Unsecured,China Government Bond,7-Apr-36,CNH,CNH,3.9,-
1913.0,NX18100A,SG31B7000002,Semi Annually,Senior Unsecured,Singapore Government,1-May-28,SGD,SGD,2.625,-
1914.0,XS1802140894,XS1802140894,Semi Annually,Junior Subordinated,Phoenix Group Holdings PLC,Perpetual,GBP,GBP,5.75,Reset Date: 26 Apr 2028 and every 5 Years thereafter <br> Reset Rate : Prevailing UK Govt Bonds 5 Year Note Generic Bid Yield + 4.169%
1915.0,XS1064017210,XS1064017210,Quarterly,Senior Unsecured,Far East Horizon Ltd,7-May-21,HKD,HKD,4.65,-
1916.0,ZR7717096,SGXF80233699,Semi Annually,Senior Unsecured,Keppel Corp Ltd,1-Oct-26,SGD,SGD,3.0,-
1917.0,USF8586CBQ45,USF8586CBQ45,Semi Annually,Junior Subordinated,Societe Generale SA,Perpetual,USD,USD,6.75,Reset Date 06 Apr 2028 and every 5 years thereafter<br> Reset Rate: USD 5Y SWAP + 3.929%
1918.0,US9497463664,US9497463664,Quarterly,Preference Share,Wells Fargo &amp; Co,Perpetual,USD,USD,6.0,-
1919.0,XS1753594198,XS1753594198,Semi Annually,Senior Unsecured,ABJA Investment Co Pte Ltd,24-Jul-23,USD,USD,4.45,-
1920.0,AN6331648,XS1619155564,Semi Annually,Unsecured,Senegal Government International Bond,23-May-33,USD,USD,6.25,-
1921.0,HK0000200714,HK0000200714,Semi Annually,Senior Unsecured,China Government Bond,22-May-29,CNH,CNH,4.29,-
1922.0,AN7793309,SG7CG9000007,Semi Annually,Senior Unsecured,FCT MTN Pte Ltd,6-Jun-22,SGD,SGD,2.645,-
1923.0,USY8137FAK40,USY8137FAK40,Semi Annually,Senior Unsecured,Sri Lanka Government International Bond,18-Apr-23,USD,USD,5.75,-
1924.0,XS2075956594,XS2075956594,Semi Annually,Senior Unsecured,HPHT Finance 19 Ltd,5-Nov-24,USD,USD,2.875,-
1925.0,ZP5129322,SGXF50390586,Semi Annually,Senior Unsecured,Singapore Press Holdings Ltd,22-Jan-30,SGD,SGD,3.2,-
1926.0,HK0000220647,HK0000220647,Quarterly,Senior Unsecured,Wharf Finance Ltd,24-Oct-24,HKD,HKD,3.75,-
1927.0,XS2152219973,XS2152219973,Semi Annually,Senior Unsecured,Zhenro Properties Group Limited,10-Mar-24,USD,USD,8.35,-
1928.0,MYBVN1502605,MYBVN1502605,Semi Annually,Senior Unsecured,MMC Corp Bhd,12-Nov-25,MYR,MYR,5.8,-
1929.0,US12634MAB63,US12634MAB63,Semi Annually,Senior Unsecured,CNOOC Finance 2015 USA LLC,5-May-25,USD,USD,3.5,-
1930.0,XS1671789102,XS1671789102,Semi Annually,Senior Unsecured,Olam International Ltd,1-Sep-22,USD,USD,3.65,-
1931.0,XS1798001449,XS1798001449,Semi Annually,Senior Unsecured,Envision Energy Overseas Capital Co Ltd,26-Apr-21,USD,USD,7.5,-
1932.0,HK0000427838,HK0000427838,Semi Annually,Senior Unsecured,China Government Bond,9-Jul-23,CNH,CNH,3.8,-
1933.0,MYBUN1800118,MYBUN1800118,Semi Annually,First Lien,Segi Astana Sdn Bhd,7-Jan-28,MYR,MYR,5.7,-
1934.0,MYBMI1700018,MYBMI1700018,Semi Annually,Senior Unsecured,Malaysia Government Bond,10-Mar-22,MYR,MYR,3.8819999999999997,-
1935.0,XS1765886244,XS1765886244,Semi Annually,Senior Unsecured,Lenovo Group Ltd,29-Mar-23,USD,USD,4.75,-
1936.0,XS1528227744,XS1528227744,Semi Annually,Senior Unsecured,SPIC 2016 US dollar Bond Co Ltd,6-Dec-21,USD,USD,3.0,-
1937.0,XS2181037230,XS2181037230,Semi Annually,Secured,Fantasia Holdings Group Co Ltd,1-Jun-23,USD,USD,11.875,-
1938.0,AU3CB0225233,AU3CB0225233,Semi Annually,Senior Unsecured,AGL Energy Ltd,5-Nov-21,AUD,AUD,5.0,-
1939.0,XS2159975882,XS2159975882,Semi Annually,Senior Unsecured,Saudi Government International Bond,22-Apr-60,USD,USD,4.5,-
1940.0,XS1743535228,XS1743535228,Semi Annually,Senior Unsecured,Longfor Group Holdings Ltd,16-Apr-23,USD,USD,3.9,-
1941.0,XS1591573180,XS1591573180,Semi Annually,Subordinated,EFG International Guernsey Ltd,5-Apr-27,USD,USD,5.0,Reset Rate: 5-year mid swap rate + initial margin <br> Reset Date: Year 5
1942.0,AP7853637,SG7IF5000000,Semi Annually,Senior Unsecured,FH-REIT Treasury Pte Ltd,8-Nov-24,SGD,SGD,3.08,-
1943.0,XS1809258210,XS1809258210,Semi Annually,First Lien,Yanlord Land HK Co Ltd,23-Apr-23,USD,USD,6.75,-
1944.0,USG8201NAC68,USG8201NAC68,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development 2017 Ltd,12-Apr-27,USD,USD,3.625,-
1945.0,SG7GJ4000007,SG7GJ4000007,Semi Annually,Senior Unsecured,Keong Hong Holdings Ltd,15-Sep-21,SGD,SGD,5.75,-
1946.0,XS2085681596,XS2085681596,Annually,Senior Unsecured,First Abu Dhabi Bank PJSC,29-Nov-24,CNH,CNH,3.5,-
1947.0,SG6W27985103,SG6W27985103,Semi Annually,Senior Unsecured,Mapletree Industrial Trust Treasury Co Pte Ltd,7-Sep-22,SGD,SGD,3.65,-
1948.0,XS1957513077,XS1957513077,Semi Annually,Senior Unsecured,Xinhu BVI 2018 Holding Co Ltd,14-Mar-22,USD,USD,11.0,-
1949.0,XS2121187962,XS2121187962,Semi Annually,First Lien,Yuzhou Properties Co Ltd,20-Feb-25,USD,USD,7.7,-
1950.0,USG2176GAA97,USG2176GAA97,Semi Annually,Subordinated,CK Hutchison Capital Securities 17 Ltd,Perpetual,USD,USD,4.0,Reset Date: 12May2022 &amp; every 5 years thereafter <br> Reset Rate: USD 5Y Treasury Rate + 2.070% + respective step up margin
1951.0,XS1485805532,XS1485805532,Semi Annually,Senior Unsecured,Far East Consortium International Ltd,8-Sep-21,USD,USD,3.75,-
1952.0,XS2025483699,XS2025483699,Semi Annually,Senior Unsecured,Haitong International Securities Group Ltd,19-Jul-24,USD,USD,3.375,-
1953.0,XS1234197074,XS1234197074,Semi Annually,Senior Unsecured,CapitaLand Ltd,8-Jun-25,SGD,SGD,2.8,-
1954.0,XS1554372513,XS1554372513,Semi Annually,Senior Unsecured,National Australia Bank Ltd,2-Feb-22,AUD,AUD,2.94,-
1955.0,USY2029SAF12,USY2029SAF12,Semi Annually,Senior Unsecured,Sri Lanka Government International Bond,4-Oct-20,USD,USD,6.25,-
1956.0,AX8711415,SGXF76275712,Semi Annually,Senior Unsecured,Metro Holdings Ltd/Singapore,2-Apr-24,SGD,SGD,4.3,-
1957.0,JK2027148,XS1375202659,Semi Annually,Junior Subordinated,AusNet Services Holdings Pty Ltd,7-Sep-76,SGD,SGD,5.5,Reset Rate = 5Y SGD  SOR + Initial Credit Spread (325.5bps)<br>Reset Date= 7Sep2021 &amp; every 5Y thereafter
1958.0,AQ0787699,SG7JH0000009,Semi Annually,Senior Unsecured,Fragrance Group Ltd,23-Nov-21,SGD,SGD,4.75,-
1959.0,XS2008677341,XS2008677341,Semi Annually,Senior Unsecured,Haimen Zhongnan Investment Development International Co Ltd,18-Jun-22,USD,USD,10.875,-
1960.0,XS1900228971,XS1900228971,Semi Annually,Secured,KWG Group Holdings Ltd,26-Nov-20,USD,USD,9.85,-
1961.0,NX16100F,SG31A8000003,Semi Annually,Senior Unsecured,Singapore Government,1-Jun-26,SGD,SGD,2.125,-
1962.0,AN6287683,XS1618597535,Semi Annually,Senior Unsecured,Logan Property Holdings Co Ltd,23-Feb-23,USD,USD,5.25,-
1963.0,MYBVP1100520,MYBVP1100520,Semi Annually,Senior Unsecured,Westports Holdings Bhd,3-May-23,MYR,MYR,5.15,-
1964.0,USG82016AP45,USG82016AP45,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development (2018) Limited,13-May-30,USD,USD,2.7,-
1965.0,SG1P70918864,SG1P70918864,Semi Annually,Preference Share,City Developments Ltd,Perpetual,SGD,SGD,0.0,-
1966.0,XS2178382318,XS2178382318,Semi Annually,Secured,Redco Properties Group Limited,27-May-23,USD,USD,13.0,-
1967.0,SG7V35954653,SG7V35954653,Semi Annually,Senior Unsecured,Temasek Financial I Ltd,5-Mar-25,SGD,SGD,3.785,-
1968.0,XS1654179925,XS1654179925,Semi Annually,Senior Unsecured,Wing Tai Properties Finance Ltd,Perpetual,SGD,SGD,4.35,Reset Date: 24Aug2027 and every 10 Years thereafter <br> Reset Rate: 10 YR SOR Rate + Initial Credit Spread (208.7 bps) + Step Up Margin (100bps)
1969.0,XS1601199778,XS1601199778,Semi Annually,Senior Unsecured,Rongshi International Finance Ltd,4-May-27,USD,USD,3.625,-
1970.0,USY77108AA93,USY77108AA93,Semi Annually,Senior Unsecured,Xiaomi Best Time International Limited,29-Apr-30,USD,USD,3.375,-
1971.0,USU65478AX42,USU65478AX42,Semi Annually,Senior Unsecured,Nissan Motor Acceptance Corp,14-Sep-21,USD,USD,1.9,-
1972.0,USU74079AN15,USU74079AN15,Semi Annually,Senior Unsecured,Netflix Inc,15-Nov-29,USD,USD,5.375,-
1973.0,XS1775946285,XS1775946285,Semi Annually,First Lien,Modern Land China Co Ltd,5-Mar-21,USD,USD,7.95,-
1974.0,US852061AM20,US852061AM20,Semi Annually,Senior Unsecured,Sprint Communications Inc,15-Nov-21,USD,USD,11.5,-
1975.0,XS1575984734,XS1575984734,Semi Annually,First Lien,China SCE Group Holdings Ltd,10-Mar-22,USD,USD,5.875,-
1976.0,XS1692251413,XS1692251413,Semi Annually,Senior Unsecured,Zhongrong International Resources Co Ltd,26-Oct-20,USD,USD,7.25,-
1977.0,SG57I7996662,SG57I7996662,Semi Annually,Senior Unsecured,Singapore Labour Foundation,25-Sep-23,SGD,SGD,3.2030000000000003,-
1978.0,XS0913601950,XS0913601950,Semi Annually,Senior Unsecured,FTL Capital Ltd,25-Apr-23,USD,USD,4.125,-
1979.0,XS1291333760,XS1291333760,Semi Annually,Subordinated,Santander UK Group Holdings PLC,15-Sep-25,USD,USD,4.75,-
1980.0,AU3CB0253227,AU3CB0253227,Semi Annually,Senior Unsecured,Lloyds Banking Group PLC,23-May-28,AUD,AUD,4.75,-
1981.0,US81180WAN11,US81180WAN11,Semi Annually,Senior Unsecured,Seagate HDD Cayman,1-Dec-34,USD,USD,5.75,-
1982.0,SG6TF8000006,SG6TF8000006,Semi Annually,Senior Unsecured,City Developments Ltd,21-Oct-24,SGD,SGD,3.78,-
1983.0,ZQ1031264,SGXF18839377,Semi Annually,Senior Unsecured,GSH Corp Ltd,21-Oct-22,SGD,SGD,5.2,-
1984.0,XS1716631301,XS1716631301,Semi Annually,Secured,KWG Group Holdings Ltd,10-Nov-24,USD,USD,5.875,-
1985.0,ZQ4762022,SGXF43003080,Semi Annually,Senior Unsecured,AIMS APAC REIT,12-Nov-24,SGD,SGD,3.6,-
1986.0,HK0000153897,HK0000153897,Semi Annually,Senior Unsecured,China Government Bond,27-Jun-23,CNH,CNH,3.16,-
1987.0,XS1079858673,XS1079858673,Semi Annually,Senior Unsecured,HLP Finance Ltd,20-Jun-24,HKD,HKD,4.38,-
1988.0,XS1613685475,XS1613685475,Semi Annually,Senior Unsecured,Qinghai Provincial Investment Group Co Ltd,10-Jul-21,USD,USD,6.4,-
1989.0,MYBVN1701520,MYBVN1701520,Semi Annually,Senior Unsecured,MMC Corp Bhd,27-Apr-27,MYR,MYR,5.64,-
1990.0,AO9204634,SG7FI4000001,Semi Annually,Senior Unsecured,Keppel Land Ltd,5-Sep-23,SGD,SGD,2.843,-
1991.0,USH3698DBZ62,USH3698DBZ62,Semi Annually,Junior Subordinated,Credit Suisse Group AG,Perpetual,USD,USD,7.25,Reset Date: 12Sep2025 and every 5 years thereafter<br>Reset Rate: US 5Y SWAP +  4.332% 
1992.0,USF1R15XK771,USF1R15XK771,Semi Annually,Junior Subordinated,BNP Paribas SA,Perpetual,USD,USD,5.125,Reset Date = 15 Nov 2027 <br> Reset Rate = USD SWAP Semi-Annual 5Y rate + 2.838%
1993.0,N516100Z,SG31B0000009,Semi Annually,Senior Unsecured,Singapore Government,1-Oct-21,SGD,SGD,1.25,-
1994.0,HK0000536729,HK0000536729,Semi Annually,Senior Unsecured,CNI Capital Ltd,1-Nov-22,CNH,CNH,3.97,-
1995.0,XS1233275194,XS1233275194,Semi Annually,Senior Unsecured,Proven Honour Capital Ltd,19-May-25,USD,USD,4.125,-
1996.0,XS1803070520,XS1803070520,Semi Annually,Senior Unsecured,Kunzhi Ltd,17-Oct-20,USD,USD,6.25,-
1997.0,XS2099045515,XS2099045515,Semi Annually,Senior Unsecured,Tower Bersama Infrastructure Tbk PT,21-Jan-23,USD,USD,4.25,-
1998.0,MYBVI2000476,MYBVI2000476,Semi Annually,Secured,Mah Sing Group Bhd,13-Mar-25,MYR,MYR,4.35,-
1999.0,TW000F158019,TW000F158019,Semi Annually,Senior Unsecured,Fubon Bank China Co Ltd,9-Jan-25,CNH,CNH,4.08,-
2000.0,MYBVK1800013,MYBVK1800013,Semi Annually,Senior Unsecured,WCT Holdings Bhd,3-Jan-25,MYR,MYR,5.55,-
2001.0,EI4731473,Not Available,Annually,Senior Unsecured,China Development Bank Corp/Hong Kong,24-Nov-20,HKD,HKD,3.65,-
2002.0,XS2180908001,XS2180908001,Semi Annually,Senior Unsecured,BOC Aviation Limited,2-Dec-23,USD,USD,2.75,-
2003.0,US24023NAA00,US24023NAA00,Semi Annually,Subordinated,DBS Group Holdings Ltd,11-Dec-28,USD,USD,4.52,Reset Date: Year 5.5 (11 Dec 2023)Reset Rate: 5Y USD Swap + Initial Spread (1.590%)
2004.0,HK0000525359,HK0000525359,Semi Annually,Senior Unsecured,Industrial &amp; Commercial Bank of China Ltd/Hong Kong,16-Sep-21,HKD,HKD,2.2,-
2005.0,CAU60901AG70,CAU60901AG70,Semi Annually,Senior Unsecured,Molson Coors International LP,15-Jul-26,CAD,CAD,3.44,-
2006.0,SG6Q76974105,SG6Q76974105,Semi Annually,Senior Unsecured,Housing &amp; Development Board,22-Sep-21,SGD,SGD,1.95,-
2007.0,XS1716791923,XS1716791923,Semi Annually,Senior Unsecured,Far East Consortium International Ltd,13-May-23,USD,USD,4.5,-
2008.0,HK0000504248,HK0000504248,Annually,Unsecured,Cathay Pacific MTN Financing Ltd,20-May-22,HKD,HKD,3.075,-
2009.0,MYBGI1700036,MYBGI1700036,Semi Annually,Unsecured,Malaysia Government Investment Issue,14-Apr-22,MYR,MYR,3.948,-
2010.0,XS1581103428,XS1581103428,Semi Annually,Senior Unsecured,Fortune Star BVI Ltd,23-Mar-22,USD,USD,5.25,-
2011.0,XS2189577906,XS2189577906,Semi Annually,Senior Unsecured,CFLD (Cayman) Investment Ltd,16-Jun-22,USD,USD,6.92,-
2012.0,XS1876053692,XS1876053692,Semi Annually,First Lien,China Aoyuan Group Ltd,7-Sep-21,SGD,SGD,7.15,-
2013.0,XS1867060722,XS1867060722,Semi Annually,Senior Unsecured,Capital Environment Holdings Ltd,11-Sep-21,USD,USD,5.625,-
2014.0,XS1743535491,XS1743535491,Semi Annually,Senior Unsecured,Longfor Group Holdings Ltd,16-Jan-28,USD,USD,4.5,-
2015.0,CH0447353704,CH0447353704,Semi Annually,Junior Subordinated,UBS Group AG,Perpetual,SGD,SGD,5.875,Reset Date: 28 Nov 2023 and every 5 years thereafter<br>Reset Rate: Prevailing 5-year SOR + 360.5 bps
2016.0,AN3180683,SG7AJ6000008,Semi Annually,Senior Unsecured,FCOT Treasury Pte Ltd,3-May-22,SGD,SGD,1.534,S/A SORF6M +88.0000
2017.0,US404280BN80,US404280BN80,Semi Annually,Junior Subordinated,HSBC Holdings PLC,Perpetual,USD,USD,6.25,Reset Date: 23 March 2023 and every 5 years thereafter<br>Reset Rate: The sum of 345.3 bps and the applicable Mid-Market Swap Rate
2018.0,XS1026110475,XS1026110475,Annually,Senior Unsecured,National Australia Bank Ltd,7-May-21,AUD,AUD,5.0,-
2019.0,US718286BN61,US718286BN61,Semi Annually,Senior Unsecured,Philippine Government International Bond,30-Mar-26,USD,USD,5.5,-
2020.0,SG6W82985964,SG6W82985964,Semi Annually,Senior Unsecured,SMRT Capital Pte Ltd,5-Oct-22,SGD,SGD,2.363,-
2021.0,XS1333468301,XS1333468301,Annually,Senior Unsecured,China Overseas Finance Investment Cayman V Ltd,5-Jan-23,USD,USD,0.0,-
2022.0,XS2053056706,XS2053056706,Semi Annually,Senior Unsecured,Joy Treasure Assets Holdings Inc,24-Sep-29,USD,USD,3.5,-
2023.0,HK0000124039,HK0000124039,Annually,Senior Unsecured,Wheelock Finance Ltd,13-Sep-22,HKD,HKD,4.2,-
2024.0,XS1090864528,XS1090864528,Semi Annually,Senior Unsecured,Sino-Ocean Land Treasure Finance I Ltd,30-Jul-24,USD,USD,6.0,-
2025.0,XS1508476055,XS1508476055,Semi Annually,Senior Unsecured,SDOE International Finance I Co Ltd,24-Oct-20,USD,USD,5.45,-
2026.0,XS2090949160,XS2090949160,Semi Annually,First Lien,Ronshine China Holdings Ltd,9-Jun-23,USD,USD,8.1,-
2027.0,XS1629465797,XS1629465797,Semi Annually,Senior Unsecured,Dianjian Haiyu Ltd,Perpetual,USD,USD,3.5,Reset Date 14Jun2022 and every 5 years thereafter <br> Reset Rate: USD 5Y Swap Rate + 6.773% + Step Up Margin (500bps)
2028.0,XS1989143984,XS1989143984,Semi Annually,Senior Unsecured,Zhuzhou City Construction Development Group Co Ltd,24-May-22,USD,USD,5.7,-
2029.0,XS2112787499,XS2112787499,Semi Annually,Senior Unsecured,Hopson Capital International Group Co Ltd,17-Feb-21,USD,USD,6.0,-
2030.0,AO8885938,SG7GI5000008,Semi Annually,Senior Unsecured,OUE CT Treasury Pte Ltd,5-Sep-20,SGD,SGD,3.03,-
2031.0,HK0000188059,HK0000188059,Quarterly,Senior Unsecured,Wheelock Finance Ltd,27-Feb-21,HKD,HKD,4.06,-
2032.0,XS1932866079,XS1932866079,Semi Annually,Senior Unsecured,Oil India Ltd,4-Feb-29,USD,USD,5.125,-
2033.0,XS1405757631,XS1405757631,Semi Annually,Subordinated,Manulife Financial Corp,25-May-26,SGD,SGD,3.85,Reset Date: 25 May 2021Reset Rate: SGD 5Yr SOR + Initial Spread (1.97%)
2034.0,XS0878083517,XS0878083517,Semi Annually,Senior Unsecured,Leading Affluence Ltd,24-Jan-23,USD,USD,4.5,-
2035.0,XS1918227817,XS1918227817,Semi Annually,Senior Unsecured,Nuoxi Capital Ltd,28-Jan-22,USD,USD,7.5,-
2036.0,XS2086495236,XS2086495236,Semi Annually,Senior Unsecured,Tianjin State-Owned Capital Investment &amp; Management Co Ltd,17-Dec-29,USD,USD,1.55,-
2037.0,XS1477558487,XS1477558487,Semi Annually,Senior Unsecured,SIB Sukuk Co III Ltd,8-Sep-21,USD,USD,3.0839999999999996,-
2038.0,XS1548865911,XS1548865911,Semi Annually,Senior Unsecured,BPRL International Singapore Pte Ltd,18-Jan-27,USD,USD,4.375,-
2039.0,XS1143279724,XS1143279724,Semi Annually,Senior Unsecured,Profesional Telekomunikasi Indonesia PT,27-Nov-24,SGD,SGD,3.25,-
2040.0,XS1869582335,XS1869582335,Annually,Subordinated,Commerzbank AG,29-Aug-28,AUD,AUD,5.5,-
2041.0,XS1493332586,XS1493332586,Annually,Unsecured,Cathay Pacific MTN Financing Ltd,23-Sep-21,HKD,HKD,2.35,-
2042.0,XS1635996603,XS1635996603,Semi Annually,Senior Unsecured,RKI Overseas Finance 2017 A Ltd,Perpetual,USD,USD,7.0,-
2043.0,MYBPN1500130,MYBPN1500130,Semi Annually,Subordinated,Krung Thai Bank PCL/Cayman Islands,4-Jul-25,MYR,MYR,5.1,-
2044.0,SG7QJ4000006,SG7QJ4000006,Semi Annually,Senior Unsecured,Housing &amp; Development Board,31-May-30,SGD,SGD,3.08,-
2045.0,AM8870967,SG79G5000002,Semi Annually,Senior Unsecured,AACI REIT MTN Pte Ltd,22-Mar-22,SGD,SGD,3.6,3.6
2046.0,USU51407AB77,USU51407AB77,Semi Annually,Secured,L Brands Inc,1-Jul-25,USD,USD,6.875,-
2047.0,XS1979285571,XS1979285571,Semi Annually,Senior Unsecured,RongXingDa Development BVI Ltd,24-Apr-22,USD,USD,8.0,-
2048.0,XS1642686676,XS1642686676,Semi Annually,Subordinated,SoftBank Group Corp,Perpetual,USD,USD,6.875,Reset Date: 19jul2027<br> Reset Rate: 5Y USD ICE SWAP RATE + 4.854%<br>  Reset Date: 19jul2042<br> Reset Rate: 5Y USD ICE SWAP RATE + 5.604%<br>
2049.0,US455780CR58,US455780CR58,Semi Annually,Senior Unsecured,Indonesia Government International Bond,14-Feb-50,USD,USD,3.5,-
2050.0,HK0000082757,HK0000082757,Quarterly,Senior Unsecured,Sun Hung Kai Properties Capital Market Ltd,22-Jun-26,HKD,HKD,3.92,-
2051.0,XS0831700421,XS0831700421,Semi Annually,Senior Unsecured,CapitaLand Treasury Ltd,20-Sep-22,USD,USD,4.0760000000000005,-
2052.0,XS1940128371,XS1940128371,Semi Annually,First Lien,Country Garden Holdings Co Ltd,25-Apr-22,USD,USD,7.125,-
2053.0,SG7T15943597,SG7T15943597,Semi Annually,Senior Unsecured,SP PowerAssets Ltd,15-May-24,SGD,SGD,4.76,-
2054.0,XS1785422731,XS1785422731,Semi Annually,Senior Unsecured,Agile Group Holdings Ltd,Perpetual,USD,USD,6.875,Reset Date = 07 Mar 2023 and every 5 years thereafter<br> Reset Rate = Prevailing US Treasury Benchmark Rate + initial spread (421.6bps) plus Step Up Margin (500bps)
2055.0,EJ3340654,HK0000331972,Quarterly,Senior Unsecured,Nan Fung Treasury Ltd,29-Aug-22,HKD,HKD,4.425,-
2056.0,ZS0947904,XS1982113208,Semi Annually,Senior Unsecured,Saudi Arabian Oil Co,16-Apr-29,USD,USD,3.5,-
2057.0,USJ77549AC73,USJ77549AC73,Semi Annually,Subordinated,Sumitomo Life Insurance Co,14-Sep-77,USD,USD,4.0,Reset Date = 14 Sep 2027 <br> Reset Rate = ICE LIBOR USD 3M + 2.993%
2058.0,XS1294535833,XS1294535833,Semi Annually,Senior Unsecured,Weichai International Hong Kong Energy Group Co Ltd,30-Sep-20,USD,USD,4.125,-
2059.0,MYBGZ1700048,MYBGZ1700048,Semi Annually,Unsecured,Malaysia Government Investment Issue,8-May-47,MYR,MYR,4.895,-
2060.0,USU6952FAA67,USU6952FAA67,Semi Annually,Subordinated,Pacific Life Insurance Co,24-Oct-67,USD,USD,4.3,Reset Date = 24 Oct 2047 <br> Reset Rate = ICE LIBOR USD 3M + 2.796%
2061.0,MYBUK1301196,MYBUK1301196,Semi Annually,Senior Unsecured,Sabah Development Bank Bhd,27-Nov-20,MYR,MYR,4.6,-
2062.0,US345397WF64,US345397WF64,Semi Annually,Senior Unsecured,Ford Motor Credit Co LLC,20-Sep-22,USD,USD,4.25,-
2063.0,US25468PDV58,US25468PDV58,Semi Annually,Senior Unsecured,TWDC Enterprises 18 Corp,15-Jun-27,USD,USD,2.95,-
2064.0,HK0000085537,HK0000085537,Semi Annually,Unsecured,Hong Kong Government Bond Programme,4-Aug-21,HKD,HKD,2.46,-
2065.0,XS1489814340,XS1489814340,Semi Annually,Junior Subordinated,AXA SA,Perpetual,USD,USD,4.5,-
