Identifier,ISIN,Name,Issuer,Currency,Frequency,Ins_Type,Last_Trading_Day
US29444UBJ43,US29444UBJ43,3% Equinix Inc. (2050),Equinix Inc.,US Dollar,,Fixed,15/07/2050
DE000HLB4DQ7,DE000HLB4DQ7,"0,85% Landesbank Hessen-Thüringen Girozentrale (2025)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,17/03/2025
DE000HSH4QK9,DE000HSH4QK9,"2,875% Hamburg Commercial Bank AG (2024)",Hamburg Commercial Bank AG,Euro,annually,Fixed,10/6/2024
IT0005121592,IT0005121592,"0,875% Credit Agricole Cariparma SpA (2023)",Credit Agricole Cariparma SpA,Euro,annually,Fixed,16/06/2023
DE000LB1B0C3,DE000LB1B0C3,1% Landesbank Baden-Württemberg (2022),Landesbank Baden-Württemberg,Euro,annually,Fixed,12/1/2022
DE000LB0VF24,DE000LB0VF24,"2,55% Landesbank Baden-Württemberg (2022)",Landesbank Baden-Württemberg,Euro,,Fixed,12/1/2022
XS1577951715,XS1577951715,"1,151% Asahi Group Holdings Ltd. (2025)",Asahi Group Holdings Ltd.,Euro,,Fixed,19/09/2025
US48203RAG92,US48203RAG92,"4,5% Juniper Networks Inc (2024)",Juniper Networks Inc,US Dollar,annually,Fixed,15/03/2024
US780097AZ42,US780097AZ42,"6% Royal Bank of Scotland Group Plc, The (2023)","Royal Bank of Scotland Group Plc, The",US Dollar,annually,Fixed,19/12/2023
XS1590565112,XS1590565112,"0,375% HYPO NOE LB  für Niederösterreich und Wien AG (2023)",HYPO NOE LB  für Niederösterreich und Wien AG,Euro,,Fixed,4/4/2023
DE000HLB4C40,DE000HLB4C40,1% Landesbank Hessen-Thüringen Girozentrale (2027),Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,15/02/2027
FR0013344447,FR0013344447,VAR Safran S.A. (2020),Safran S.A.,Euro,,Floating Rate Note,13/07/2020
XS2176621170,XS2176621170,"2,125% ING Groep N.V. (2031)",ING Groep N.V.,Euro,annually,Fixed,26/05/2031
US717081EP40,US717081EP40,"3,6% Pfizer Inc. (2028)",Pfizer Inc.,US Dollar,annually,Fixed,15/09/2028
US842434CT71,US842434CT71,"3,95% SOUTHERN CALIF GAS CO (2050)",SOUTHERN CALIF GAS CO,US Dollar,,Fixed,15/02/2050
XS2025469276,XS2025469276,"1,25% BMW International Investment  B.V. (2022)",BMW International Investment  B.V.,Britische Pfund,annually,Fixed,11/7/2022
USU4866DAC75,USU4866DAC75,"4,75% KFC H.C/Pizz.H.H.LLC/Taco B.A. (2027)",KFC H.C/Pizz.H.H.LLC/Taco B.A.,US Dollar,,Fixed,1/6/2027
USU5464JAB99,USU5464JAB99,"9,625% LSB Industries Inc. (2023)",LSB Industries Inc.,US Dollar,annually,Fixed,1/5/2023
DE000BHY0BH3,DE000BHY0BH3,0 % Hypothekenpfandbrief  Serie 210,Berlin Hyp AG,Euro,,Fixed,10/10/2022
US02665WBG50,US02665WBG50,"1,7% American Honda Finance Corp. (2021)",American Honda Finance Corp.,US Dollar,,Fixed,9/9/2021
US71654QCB68,US71654QCB68,"6,875% Petróleos Mexicanos (PEMEX) (2026)",Petróleos Mexicanos (PEMEX),US Dollar,annually,Fixed,4/8/2026
USQ98229AN94,USQ98229AN94,"4,5% WOODSIDE FINANCE LTD (2029)",WOODSIDE FINANCE LTD,US Dollar,annually,Fixed,4/3/2029
US040114GL81,US040114GL81,"8,28% Argentinien, Republik (2033)","Argentinien, Republik",US Dollar,,Fixed,31/12/2033
US161175BQ65,US161175BQ65,"4,5% Charter Communications Operating, LLC (2024)","Charter Communications Operating, LLC",US Dollar,,Fixed,1/2/2024
DE000HLB4BX7,DE000HLB4BX7,"0,62% Landesbank Hessen-Thüringen Girozentrale (2024)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,18/01/2024
US747525AJ27,US747525AJ27,"4,65% Qualcomm Inc. (2035)",Qualcomm Inc.,US Dollar,,Fixed,20/05/2035
US456837AH61,US456837AH61,"3,95% ING Groep N.V. (2027)",ING Groep N.V.,US Dollar,annually,Fixed,29/03/2027
US37045VAH33,US37045VAH33,5% General Motors Corp. (2035),General Motors Corp.,US Dollar,,Fixed,1/4/2035
FR0013264488,FR0013264488,"0,875% Régie Autonome des Transports Parisiens (2027)",Régie Autonome des Transports Parisiens,Euro,,Fixed,25/05/2027
US30219GAT58,US30219GAT58,"3,05% Express Scripts Holding Co. (2022)",Express Scripts Holding Co.,US Dollar,,Fixed,30/11/2022
US594918BE30,US594918BE30,4% Microsoft Corp. (2055),Microsoft Corp.,US Dollar,,Fixed,12/2/2055
XS1690132847,XS1690132847,VAR L-Bank Baden-Württemberg-Förderbank (2021),L-Bank Baden-Württemberg-Förderbank,US Dollar,,Floating Rate Note,27/09/2021
XS1884813293,XS1884813293,"2,75% Hoist Finance AB (2023)",Hoist Finance AB,Euro,annually,Fixed,3/4/2023
XS1405766541,XS1405766541,7% Kingdom of Bahrain (2028),Kingdom of Bahrain,US Dollar,,Fixed,12/10/2028
XS2051677909,XS2051677909,"1,25% Landwirtschaftliche Rentenbank (2023)",Landwirtschaftliche Rentenbank,Norwegische Krone,annually,Fixed,12/9/2023
XS2020670779,XS2020670779,"0,25% Medtronic Global Holdings SCA (2025)",Medtronic Global Holdings SCA,Euro,,Fixed,2/7/2025
US423074AF08,US423074AF08,"6,375% Kraft Heinz Foods Co. (2028)",Kraft Heinz Foods Co.,US Dollar,,Fixed,15/07/2028
US222213AV22,US222213AV22,"0,25% Council Of Europe Development Bank (2023)",Council Of Europe Development Bank,US Dollar,,Fixed,10/6/2023
FR0010014845,FR0010014845,6% GIE PSA Tresorerie (2033),GIE PSA Tresorerie,Euro,annually,Fixed,19/09/2033
US294429AK16,US294429AK16,"2,3% Equifax Inc. (2021)",Equifax Inc.,US Dollar,,Fixed,1/6/2021
DE000LB0WVB1,DE000LB0WVB1,2% Landesbank Baden-Württemberg (2020),Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2020
FR0012516417,FR0012516417,"2,5% WENDEL (2027)",WENDEL,Euro,annually,Fixed,9/2/2027
XS1512677003,XS1512677003,"1,875% Banque Fédérative du Crédit Mutuel (2026)",Banque Fédérative du Crédit Mutuel,Euro,,Fixed,4/11/2026
XS1717355561,XS1717355561,"1,625% Banque Fédérative du Crédit Mutuel (2027)",Banque Fédérative du Crédit Mutuel,Euro,,Fixed,15/11/2027
XS1936208252,XS1936208252,"1,875% Fresenius SE & Co. KGaA (2025)",Fresenius SE & Co. KGaA,Euro,annually,Fixed,15/02/2025
US58933YAT29,US58933YAT29,"3,7% Merck & Co. Inc. (2045)",Merck & Co. Inc.,US Dollar,annually,Fixed,10/2/2045
AT0000A1LHT0,AT0000A1LHT0,"1,625% NOVOMATIC AG (2023)",NOVOMATIC AG,Euro,annually,Fixed,20/09/2023
DE000A2GSB86,DE000A2GSB86,"4,5% paragon GmbH & Co. (2022)",paragon GmbH & Co.,Euro,,Fixed,5/7/2022
DE000HLB4CC9,,"1,75% Landesbank Hessen-Thüringen Girozentrale (2031)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,22/12/2031
DE000HSH4U99,DE000HSH4U99,2% Hamburg Commercial Bank AG (2029),Hamburg Commercial Bank AG,Euro,annually,Fixed,27/11/2029
XS1137512742,XS1137512742,VAR DNB Boligkreditt A.S. (2021),DNB Boligkreditt A.S.,Euro,annually,Floating Rate Note,17/11/2021
DE000A1YC7Q3,DE000A1YC7Q3,"1,91  % Landesschatzanweisung Ausgabe 425","Berlin, Land",Euro,quarterly,Fixed,12/3/2024
US09062XAE31,US09062XAE31,"3,625% Biogen Inc. (2022)",Biogen Inc.,US Dollar,annually,Fixed,15/09/2022
US037833CG39,US037833CG39,3% Apple Inc. (2024),Apple Inc.,US Dollar,annually,Fixed,9/2/2024
DE000A11QE11,DE000A11QE11,"0,8 % Landesschatzanweisung von 2015/22","Brandenburg, Land",Euro,annually,Fixed,17/06/2022
XS1405774990,XS1405774990,"0,625% ASML HOLDING NV (2022)",ASML HOLDING NV,Euro,,Fixed,7/7/2022
USC14459AB47,USC14459AB47,"6,375% Brookfield Resident.Properties (2025)",Brookfield Resident.Properties,US Dollar,annually,Fixed,15/05/2025
DE000AAR0207,DE000AAR0207,"0,375% Aareal Bank AG (2024)",Aareal Bank AG,Euro,annually,Fixed,30/07/2024
IT0005339210,IT0005339210,"1,125% Intesa Sanpaolo SPA (2025)",Intesa Sanpaolo SPA,Euro,annually,Fixed,14/07/2025
DE000A1R0R10,DE000A1R0R10,"2,25% Frankfurter Sparkasse (2022)",Frankfurter Sparkasse,Euro,annually,Fixed,1/11/2022
US961214DK65,US961214DK65,"3,35% Westpac Banking Corp. (2027)",Westpac Banking Corp.,US Dollar,,Fixed,31/12/2027
USU1109MAN66,USU1109MAN66,"2,25% Broadcom Corp. (2023)",Broadcom Corp.,US Dollar,annually,Fixed,15/11/2023
XS1566992415,XS1566992415,"0,375% EIKA BOLIGKREDITT AS (2024)",EIKA BOLIGKREDITT AS,Euro,annually,Fixed,16/02/2024
DE000A2YN1K5,DE000A2YN1K5,4% PCC SE (2025),PCC SE,Euro,,Fixed,1/2/2025
US30231GBD34,US30231GBD34,"2,275% Exxon Mobil (2026)",Exxon Mobil,US Dollar,annually,Fixed,16/08/2026
XS1565074744,XS1565074744,"0,375% SpareBank 1 Boligkreditt AS (2024)",SpareBank 1 Boligkreditt AS,Euro,,Fixed,14/02/2024
CA44810ZAD20,CA44810ZAD20,"6,35% Hydro One Inc. (2034)",Hydro One Inc.,Kanadischer Dollar,,Fixed,31/01/2034
USP3143NAG99,USP3143NAG99,"5,625% Corporación Nacional del Cobre de Chile (2035)",Corporación Nacional del Cobre de Chile,US Dollar,,Fixed,21/09/2035
XS1619312686,XS1619312686,"1,375% Apple Inc. (2029)",Apple Inc.,Euro,,Fixed,24/05/2029
XS1684387456,XS1684387456,"2,875% Quintiles IMS Inc. (2025)",Quintiles IMS Inc.,Euro,,Fixed,15/09/2025
XS1918887156,XS1918887156,VAR Banco de Sabadell S.A. (2028),Banco de Sabadell S.A.,Euro,annually,Floating Rate Note,12/12/2028
DE000A162AV4,DE000A162AV4,var. % IHS Serie 545,Landesbank Berlin AG,Euro,quarterly,Floating Rate Note,30/06/2021
US86562MBU36,US86562MBU36,"2,724% Sumitomo Mitsui Financ. Group (2029)",Sumitomo Mitsui Financ. Group,US Dollar,annually,Fixed,27/09/2029
US025537AM37,US025537AM37,"4,3% American Electric Power Co. Inc. (2028)",American Electric Power Co. Inc.,US Dollar,annually,Fixed,1/12/2028
FR0013310224,FR0013310224,"1,375% Orange S.A. (2030)",Orange S.A.,Euro,annually,Fixed,16/01/2030
DE000HSH4SD0,DE000HSH4SD0,"2,625% Hamburg Commercial Bank AG (2024)",Hamburg Commercial Bank AG,Euro,,Fixed,18/09/2024
XS1550988643,XS1550988643,VAR NN Group N.V. (2047),NN Group N.V.,Euro,,Floating Rate Note,13/01/2047
US718172CD93,US718172CD93,"2,5% Philip Morris International Inc. (2022)",Philip Morris International Inc.,US Dollar,annually,Fixed,2/11/2022
XS1401196958,XS1401196958,"1,125% Unibail-Rodamco-Westfield  SE (2027)",Unibail-Rodamco-Westfield  SE,Euro,,Fixed,25/04/2027
US144141DD73,US144141DD73,"4,1% Duke Energy Progress LLC (2043)",Duke Energy Progress LLC,US Dollar,annually,Fixed,15/03/2043
DE000LB01VE6,DE000LB01VE6,"1,5% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2021
US822582AT91,US822582AT91,"3,625% Shell International Finance BV (2042)",Shell International Finance BV,US Dollar,,Fixed,21/08/2042
US817565CD49,US817565CD49,"4,625% Service Corp. International (2027)",Service Corp. International,US Dollar,annually,Fixed,15/12/2027
US29366WAA45,US29366WAA45,"3,85% Entergy Utility Enterprise Inc. (2049)",Entergy Utility Enterprise Inc.,US Dollar,,Fixed,1/6/2049
XS1709433509,XS1709433509,1% POSTNL NV (2024),POSTNL NV,Euro,,Fixed,21/11/2024
XS1377251423,XS1377251423,0% Telefónica Participac. S.A.U. (2021),Telefónica Participac. S.A.U.,Euro,,Fixed,9/3/2021
DE000NLB2F39,DE000NLB2F39,2% Norddeutsche Landesbank (2023),Norddeutsche Landesbank,Euro,annually,Fixed,19/06/2023
FI4000266606,FI4000266606,"1,75% Konecranes Oyj (2022)",Konecranes Oyj,Euro,annually,Fixed,9/6/2022
DE000HSH40C9,DE000HSH40C9,2% Hamburg Commercial Bank AG (2025),Hamburg Commercial Bank AG,Euro,annually,Fixed,21/07/2025
US824348AS51,US824348AS51,"4,55% Sherwin-Williams Co. (2045)",Sherwin-Williams Co.,US Dollar,,Fixed,1/8/2045
DE000HLB2E81,DE000HLB2E81,"0,5% Landesbank Hessen-Thüringen Girozentrale (2021)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,17/02/2021
US759509AE27,US759509AE27,"4,5% Reliance Steel & Alumin. Co. (2023)",Reliance Steel & Alumin. Co.,US Dollar,,Fixed,15/04/2023
XS1826622240,XS1826622240,"4,75% ENI S.p.A. (2028)",ENI S.p.A.,US Dollar,annually,Fixed,12/9/2028
US64952XDB47,US64952XDB47,"2,875% New York Life Global Funding (2024)",New York Life Global Funding,US Dollar,annually,Fixed,10/4/2024
FR0013217346,FR0013217346,"0,5% Publicis Groupe S.A. (2023)",Publicis Groupe S.A.,Euro,,Fixed,3/11/2023
XS0202197694,XS0202197694,"0,309% SANTANDER FIN PFD SA UNI",SANTANDER FIN PFD SA UNI,Euro,annually,Fixed,-
FR0013267473,FR0013267473,"0,875% Crédit Agricole Publ.Sect.SCF (2027)",Crédit Agricole Publ.Sect.SCF,Euro,,Fixed,2/8/2027
XS1677026350,XS1677026350,"4,65% SUN HUNG KAI & CO BVI LT (2022)",SUN HUNG KAI & CO BVI LT,US Dollar,,Fixed,8/9/2022
XS0118106243,XS0118106243,"6,25% General Electric Co. (2020)",General Electric Co.,Britische Pfund,,Fixed,29/09/2020
US084664BQ34,US084664BQ34,"4,25% Berkshire Hathaway Inc. (2021)",Berkshire Hathaway Inc.,US Dollar,,Fixed,15/01/2021
USU1303AAD82,USU1303AAD82,8% California Resources Corp. (2022),California Resources Corp.,US Dollar,,Fixed,15/12/2022
DE000HLB0023,DE000HLB0023,"2,85% Landesbank Hessen-Thüringen Girozentrale (2028)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,18/09/2028
USN1384FAA32,USN1384FAA32,"5,125% Bharti Airtel Intl (NL) B.V. (2023)",Bharti Airtel Intl (NL) B.V.,US Dollar,annually,Fixed,11/3/2023
XS1405770907,XS1405770907,VAR EnBW Energie Baden-Württem. AG (2077),EnBW Energie Baden-Württem. AG,Euro,annually,Floating Rate Note,5/4/2077
US59217HBP10,US59217HBP10,"2,4% Metropolitan Life Global Funding I (2021)",Metropolitan Life Global Funding I,US Dollar,,Fixed,8/1/2021
DE000HLB06M7,DE000HLB06M7,"1,2% Landesbank Hessen-Thüringen Girozentrale (2022)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,21/09/2022
USU0029QAS58,USU0029QAS58,"4,25% AbbVie Inc. (2049)",AbbVie Inc.,US Dollar,annually,Fixed,21/11/2049
US4581X0CZ90,US4581X0CZ90,"1,75% Inter-American Development Bank (2022)",Inter-American Development Bank,US Dollar,,Fixed,14/09/2022
XS1829325239,XS1829325239,3% Atrium European Real Estate Ltd. (2025),Atrium European Real Estate Ltd.,Euro,annually,Fixed,11/9/2025
US487836BX58,US487836BX58,"2,1% Kellogg Co. (2030)",Kellogg Co.,US Dollar,annually,Fixed,1/6/2030
XS2034626460,XS2034626460,VAR FEDEX CORP (2025),FEDEX CORP,Euro,annually,Floating Rate Note,5/8/2025
BE6312822628,BE6312822628,"1,65% Anheuser-Busch InBev S.A./N.V. (2031)",Anheuser-Busch InBev S.A./N.V.,Euro,annually,Fixed,29/03/2031
FR0013173432,FR0013173432,"1,25% Suez S.A. (2028)",Suez S.A.,Euro,,Fixed,19/05/2028
DE000LB06GC0,DE000LB06GC0,VAR Landesbank Baden-Württemberg (2022),Landesbank Baden-Württemberg,Euro,,Floating Rate Note,24/11/2022
US6832342L18,US6832342L18,"2,25% Ontario, Provinz (2022)","Ontario, Provinz",US Dollar,annually,Fixed,18/05/2022
US912828V491,US912828V491,VAR Vereinigte Staaten von Amerika,Vereinigte Staaten von Amerika,US Dollar,annually,Floating Rate Note,-
US631103AG34,US631103AG34,"3,85% NASDAQ, INC. (2026)","NASDAQ, INC.",US Dollar,,Fixed,30/06/2026
IT0005090318,IT0005090318,"1,5% Italien, Republik (2025)","Italien, Republik",Euro,annually,Fixed,1/6/2025
DE000A2GSGU8,DE000A2GSGU8,4% IKB Deutsche Industriebank AG (2027),IKB Deutsche Industriebank AG,Euro,,Fixed,25/10/2027
US29874QCX07,US29874QCX07,"1,125% European Bank for Reconstruction and Development (2020)",European Bank for Reconstruction and Development,US Dollar,,Fixed,24/08/2020
US298785HT68,US298785HT68,"3,125% European Investment Bank (2023)",European Investment Bank,US Dollar,annually,Fixed,14/12/2023
US98956PAF99,US98956PAF99,"3,55% Zimmer Biomet Holdings Inc. (2025)",Zimmer Biomet Holdings Inc.,US Dollar,,Fixed,1/4/2025
US68389XBS36,US68389XBS36,"2,95% ORACLE CORP (2024)",ORACLE CORP,US Dollar,annually,Fixed,15/11/2024
AT0000A1Z9D9,AT0000A1Z9D9,"1,75% S IMMO AG (2024)",S IMMO AG,Euro,annually,Fixed,6/2/2024
FR0013464922,FR0013464922,VAR Electricite de France,Electricite de France,Euro,,Floating Rate Note,-
DE000A11QER4,DE000A11QER4,"1,625 % Landesschatzanweisung von 2014/24","Brandenburg, Land",Euro,annually,Fixed,28/05/2024
US629568BB14,US629568BB14,"5,1% Nabors Industries Inc. (2023)",Nabors Industries Inc.,US Dollar,,Fixed,15/09/2023
XS1569850313,XS1569850313,"1,125% Toyota Motor Credit Corp. (2021)",Toyota Motor Credit Corp.,Britische Pfund,annually,Fixed,7/9/2021
US85205TAJ97,US85205TAJ97,"3,95% Spirit Aerosystems Inc. (2023)",Spirit Aerosystems Inc.,US Dollar,annually,Fixed,15/06/2023
PTOTEWOE0017,PTOTEWOE0017,"2,25% Portugal, Republik (2034)","Portugal, Republik",Euro,,Fixed,18/04/2034
US10112RAX26,US10112RAX26,"3,65% Boston Properties L.P. (2026)",Boston Properties L.P.,US Dollar,annually,Fixed,1/2/2026
DE000LB2CPE5,DE000LB2CPE5,4% Landesbank Baden-Württemberg,Landesbank Baden-Württemberg,Euro,,Fixed,-
XS0954684972,XS0954684972,"1,8% Toyota Motor Credit Corp. (2020)",Toyota Motor Credit Corp.,Euro,annually,Fixed,23/07/2020
DE000HLB3A43,DE000HLB3A43,VAR Landesbank Hessen-Thüringen Girozentrale (2026),Landesbank Hessen-Thüringen Girozentrale,Euro,,Floating Rate Note,13/04/2026
FR0010804500,FR0010804500,"4,875% Areva S.A. (2024)",Areva S.A.,Euro,annually,Fixed,23/09/2024
US961214DB66,US961214DB66,VAR Westpac Banking Corp. (2021),Westpac Banking Corp.,US Dollar,,Floating Rate Note,19/08/2021
US90331HNV14,US90331HNV14,"3,4% U.S. Bank N.A. (2023)",U.S. Bank N.A.,US Dollar,annually,Fixed,24/07/2023
DE000LB0PL99,DE000LB0PL99,"1,269% Landesbank Baden-Württemberg (2020)",Landesbank Baden-Württemberg,Euro,annually,Fixed,8/10/2020
XS1300812077,XS1300812077,"0,375% Swedish Covered Bond Corp.,The (2020)","Swedish Covered Bond Corp.,The",Euro,,Fixed,5/10/2020
DE000NLB2M22,DE000NLB2M22,VAR Norddeutsche Landesbank (2032),Norddeutsche Landesbank,Euro,,Floating Rate Note,22/09/2032
US912828V988,US912828V988,"2,25% Vereinigte Staaten von Amerika (2027)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/02/2027
US84756NAF69,US84756NAF69,"3,5% Spectra Energy Partners L.P. (2025)",Spectra Energy Partners L.P.,US Dollar,,Fixed,15/03/2025
US95000U2C66,US95000U2C66,"3,75% Wells Fargo & Co. (2029)",Wells Fargo & Co.,US Dollar,annually,Fixed,24/01/2029
US69371RQ334,US69371RQ334,2% Paccar Financial Corp. (2022),Paccar Financial Corp.,US Dollar,annually,Fixed,26/09/2022
DE000HLB1HA8,DE000HLB1HA8,2% Landesbank Hessen-Thüringen Girozentrale (2029),Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,10/9/2029
US369550AW88,US369550AW88,"1,875% General Dynamics Corp. (2023)",General Dynamics Corp.,US Dollar,,Fixed,15/08/2023
XS0034394709,XS0034394709,0% BRITISH GAS INTL FINANCE (2021),BRITISH GAS INTL FINANCE,US Dollar,annually,Fixed,4/11/2021
DE000A2GSNV2,DE000A2GSNV2,"0,125% Kreditanstalt für Wiederaufbau (2023)",Kreditanstalt für Wiederaufbau,Euro,annually,Fixed,24/02/2023
DE000HSH41G8,DE000HSH41G8,"1,75% Hamburg Commercial Bank AG (2025)",Hamburg Commercial Bank AG,Euro,annually,Fixed,4/9/2025
XS1910948089,XS1910948089,"3,375% Volkswagen International Finance (2026)",Volkswagen International Finance,Britische Pfund,annually,Fixed,16/11/2026
US912810EW46,US912810EW46,6% Vereinigte Staaten von Amerika (2026),Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/02/2026
USY3815NAX94,USY3815NAX94,3% Hyundai Capital Services Inc. (2022),Hyundai Capital Services Inc.,US Dollar,annually,Fixed,6/3/2022
XS1315151388,XS1315151388,"3,75% De Volksbank N.V. (2025)",De Volksbank N.V.,Euro,,Fixed,5/11/2025
US9128286Q86,US9128286Q86,VAR Vereinigte Staaten von Amerika (2021),Vereinigte Staaten von Amerika,US Dollar,annually,Floating Rate Note,30/04/2021
DE000A289NK1,DE000A289NK1,"0,01 % Landesschatzanweisung von 2020/24","Brandenburg, Land",Euro,quarterly,Fixed,29/05/2024
DE000A2GS3Y9,DE000A2GS3Y9,"0,625% TAG Immobilien AG (2022)",TAG Immobilien AG,Euro,,Fixed,1/9/2022
XS1411401083,XS1411401083,"1,25% Shell International Finance BV (2028)",Shell International Finance BV,Euro,,Fixed,12/5/2028
XS2013574384,XS2013574384,"2,386% Ford Motor Credit Co. LLC (2026)",Ford Motor Credit Co. LLC,Euro,,Fixed,17/02/2026
US045167EA73,US045167EA73,"1,75% Asian Development Bank (2021)",Asian Development Bank,US Dollar,monthly,Fixed,8/6/2021
DE000HLB2DM0,DE000HLB2DM0,3% Landesbank Hessen-Thüringen Girozentrale (2025),Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,18/11/2025
CH0284915896,CH0284915896,"0,625% Schwyzer Kantonalbank (2025)",Schwyzer Kantonalbank,Schweizer Franken,annually,Fixed,2/7/2025
DE000A11QEZ7,DE000A11QEZ7,1% Landesschatzanweisung 2015(2025),"Brandenburg, Land",Euro,annually,Fixed,19/06/2025
US380956AD47,US380956AD47,"3,7% Goldcorp Inc. (2023)",Goldcorp Inc.,US Dollar,annually,Fixed,15/03/2023
US153527AM88,US153527AM88,"5,125% Central Garden & Pet Co. (2028)",Central Garden & Pet Co.,US Dollar,annually,Fixed,1/2/2028
USU9029YAD23,USU9029YAD23,"7,5% Uber Technologies Inc. (2025)",Uber Technologies Inc.,US Dollar,annually,Fixed,15/05/2025
US91087BAA89,US91087BAA89,"3,6% Mexiko, Vereinigte Staaten (2025)","Mexiko, Vereinigte Staaten",US Dollar,,Fixed,30/01/2025
XS1117293107,XS1117293107,6% UNIQA Insurance Group AG (2046),UNIQA Insurance Group AG,Euro,,Fixed,27/07/2046
US637432NP60,US637432NP60,"3,4% NATIONAL RURAL UTILITIES (2028)",NATIONAL RURAL UTILITIES,US Dollar,,Fixed,7/2/2028
US02005NBJ81,US02005NBJ81,"5,8% Ally Financial (2025)",Ally Financial,US Dollar,annually,Fixed,1/5/2025
US256677AF29,US256677AF29,"4,125% Dollar General Corp. (2028)",Dollar General Corp.,US Dollar,,Fixed,1/5/2028
US836205AS32,US836205AS32,"5,375% Südafrika, Republik","Südafrika, Republik",US Dollar,,Fixed,-
DE000LB2CRG6,DE000LB2CRG6,"0,375% Landesbank Baden-Württemberg (2027)",Landesbank Baden-Württemberg,Euro,annually,Fixed,18/02/2027
US459058FH13,US459058FH13,"1,375% International Bank for Reconstruction and Development (2021)",International Bank for Reconstruction and Development,US Dollar,,Fixed,24/05/2021
XS0802738434,XS0802738434,"6,625% Cloverie Public Ltd. Company (2042)",Cloverie Public Ltd. Company,Euro,annually,Fixed,1/9/2042
DE000HSH4XS8,DE000HSH4XS8,1% Hamburg Commercial Bank AG (2022),Hamburg Commercial Bank AG,Euro,annually,Fixed,5/12/2022
CH0293026222,CH0293026222,"0,625% Pfandbriefbank schweizerischer Hypothekarinstitute (2031)",Pfandbriefbank schweizerischer Hypothekarinstitute,Schweizer Franken,,Fixed,16/05/2031
FR0011337880,FR0011337880,"2,25% Frankreich, Republik (2022)","Frankreich, Republik",Euro,annually,Fixed,25/10/2022
US571748AZ55,US571748AZ55,"3,75% MARSH & MCLENNAN COS INC (2026)",MARSH & MCLENNAN COS INC,US Dollar,,Fixed,14/03/2026
XS1071551391,XS1071551391,"7,125% Deutsche Bank AG",Deutsche Bank AG,Britische Pfund,annually,Fixed,-
ES0201001148,ES0201001148,"4,55% Ayuntamiento de Madrid (2036)",Ayuntamiento de Madrid,Euro,annually,Fixed,16/06/2036
ES0413307093,ES0413307093,1% Bankia SA (2025),Bankia SA,Euro,,Fixed,25/09/2025
DE000CB0F4K4,DE000CB0F4K4,"0,75% COMMERZBANK Aktiengesellschaft (2024)",COMMERZBANK Aktiengesellschaft,Euro,annually,Fixed,29/07/2024
XS1936308391,XS1936308391,"2,25% ArcelorMittal S.A. (2024)",ArcelorMittal S.A.,Euro,annually,Fixed,17/01/2024
DE000DZ1J451,DE000DZ1J451,0% DZ BANK AG Deutsche Zentral-Genossenschaftsbank (2026),DZ BANK AG Deutsche Zentral-Genossenschaftsbank,Euro,annually,Fixed,20/01/2026
DE000BLB4TP1,,"0,55% Bayerische Landesbank (2022)",Bayerische Landesbank,Euro,annually,Fixed,29/12/2022
ES00000127Z9,ES00000127Z9,"1,95% Spanien, Königreich (2026)","Spanien, Königreich",Euro,annually,Fixed,29/04/2026
DE000A289NE4,DE000A289NE4,1% Deutsche Wohnen SE (2025),Deutsche Wohnen SE,Euro,annually,Fixed,30/04/2025
DE000A2AAN70,DE000A2AAN70,"1,35% IKB Deutsche Industriebank AG (2021)",IKB Deutsche Industriebank AG,Euro,annually,Fixed,10/10/2021
XS1492671158,XS1492671158,"0,83% BP Capital Markets PLC (2024)",BP Capital Markets PLC,Euro,,Fixed,19/09/2024
XS0076085603,XS0076085603,DT FINANCE,Deutsche Bank AG,S&uuml;dafrikanischer Rand,,Fixed,27/05/2027
DE000LB1A797,DE000LB1A797,"2,15% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/07/2021
XS1811053641,XS1811053641,"1,75% Banco BPM S.p.A. (2023)",Banco BPM S.p.A.,Euro,,Fixed,24/04/2023
US887317AQ81,US887317AQ81,"3,4% Time Warner Inc. (2022)",Time Warner Inc.,US Dollar,annually,Fixed,15/06/2022
US774341AL52,US774341AL52,"4,35% Rockwell Collins Inc. (2047)",Rockwell Collins Inc.,US Dollar,,Fixed,15/04/2047
DE000A2TEDB8,DE000A2TEDB8,"2,875% Thyssen Krupp (2024)",Thyssen Krupp,Euro,annually,Fixed,22/02/2024
US717081EW90,US717081EW90,"2,625% Pfizer Inc. (2030)",Pfizer Inc.,US Dollar,annually,Fixed,1/4/2030
